consumo_kwh,uso_horario_pico,cantidad_equipos,tipo_vivienda,horas_alto_consumo,categoria
222.97,False,9,Departamento,15,0
883.46,True,25,Casa,19,1
253.85,False,7,Casa,13,1
614.21,False,18,Casa,16,1
296.68,False,12,Casa,16,1
430.66,True,17,Departamento,15,1
845.24,False,20,Casa,18,2
308.82,True,8,Departamento,18,2
808.51,False,14,Departamento,15,2
478.04,True,15,Casa,18,1
140.01,True,6,Departamento,18,1
59.37,True,9,Casa,19,0
307.58,False,15,Casa,15,0
304.78,False,8,Departamento,10,1
351.92,True,17,Casa,20,0
582.15,True,18,Departamento,20,1
239.77,True,7,Departamento,20,2
379.19,False,23,Casa,16,0
587.23,False,21,Casa,13,1
312.9,True,10,Departamento,17,1
366.75,False,11,Casa,5,0
286.64,True,14,Casa,17,0
354.0,True,8,Casa,17,2
408.14,False,10,Casa,13,1
459.7,True,14,Casa,23,2
292.15,True,10,Casa,16,0
157.98,False,7,Casa,15,0
368.59,False,20,Casa,14,0
248.24,True,14,Departamento,19,0
319.22,False,14,Departamento,8,0
344.92,False,22,Casa,12,0
347.13,False,15,Departamento,20,0
265.3,True,8,Casa,17,1
303.09,True,8,Departamento,23,2
322.82,False,17,Casa,15,0
170.29,True,15,Casa,19,0
487.91,False,8,Departamento,10,2
675.83,False,23,Casa,19,1
732.89,True,22,Casa,18,1
222.1,True,6,Departamento,20,2
153.97,False,7,Casa,15,0
844.63,False,11,Departamento,20,2
733.09,True,18,Casa,14,1
1363.83,True,22,Departamento,21,2
439.69,False,14,Casa,20,1
630.48,False,16,Departamento,18,2
1179.9,True,16,Departamento,18,2
220.66,True,15,Casa,20,0
634.68,False,21,Casa,15,1
914.11,True,21,Casa,22,2
510.98,False,17,Departamento,14,1
779.79,True,17,Casa,14,2
972.4,True,15,Departamento,19,2
167.22,True,19,Casa,20,0
971.82,True,16,Casa,20,2
800.23,True,19,Casa,15,2
400.21,True,13,Departamento,19,1
427.64,True,13,Departamento,19,1
670.08,False,16,Departamento,11,1
120.72,True,9,Departamento,17,0
341.66,True,10,Casa,19,1
997.45,True,16,Casa,20,2
701.27,False,19,Casa,15,1
692.45,True,14,Casa,19,2
268.11,True,9,Casa,21,1
438.21,True,9,Departamento,19,2
528.8,True,15,Casa,16,1
264.56,False,12,Casa,17,0
324.82,True,12,Casa,18,1
399.97,True,14,Casa,19,1
549.64,True,11,Departamento,18,2
382.18,False,13,Departamento,8,0
951.26,True,16,Departamento,20,2
515.32,True,15,Departamento,20,1
160.46,False,16,Casa,17,0
282.65,False,16,Casa,19,0
295.79,True,11,Casa,18,1
644.1,True,14,Departamento,21,2
339.06,True,17,Casa,17,0
286.17,True,11,Casa,18,1
192.78,True,9,Casa,16,0
194.06,True,15,Departamento,21,0
314.75,True,8,Departamento,18,2
211.13,False,9,Casa,13,0
761.12,True,10,Departamento,20,2
603.63,False,22,Casa,23,1
699.82,True,18,Casa,15,1
150.37,False,6,Departamento,9,0
449.47,True,12,Departamento,22,2
753.54,False,10,Casa,12,2
364.31,True,8,Departamento,18,2
301.07,False,9,Casa,9,1
252.87,True,9,Casa,17,1
505.76,True,20,Casa,15,0
374.69,False,9,Casa,21,2
692.22,False,13,Casa,17,2
925.53,True,31,Pequeño Comercio,19,1
307.49,False,20,Casa,14,0
315.43,True,9,Casa,19,1
458.48,False,12,Casa,11,1
258.23,True,13,Casa,16,0
554.08,True,13,Casa,17,2
654.53,False,13,Casa,23,2
422.86,False,18,Departamento,8,0
335.78,False,11,Casa,13,1
333.11,True,6,Casa,22,2
182.36,False,13,Casa,10,0
242.56,False,9,Departamento,10,0
207.93,False,10,Departamento,12,0
363.77,True,14,Casa,20,1
400.14,False,11,Departamento,18,1
428.68,True,7,Departamento,19,2
175.16,False,8,Casa,20,0
249.41,True,8,Departamento,19,1
287.52,True,9,Departamento,17,1
1632.21,False,26,Casa,5,2
1579.78,False,31,Casa,14,2
324.21,False,12,Casa,16,1
613.91,True,14,Casa,19,2
140.56,False,7,Casa,13,0
161.1,False,10,Departamento,11,0
795.85,True,13,Casa,19,2
134.22,False,7,Departamento,11,0
321.79,False,15,Casa,12,0
753.28,True,14,Departamento,17,2
367.74,True,8,Departamento,23,2
609.33,False,20,Casa,18,1
484.76,False,15,Casa,16,1
297.1,False,12,Casa,9,0
759.99,False,22,Casa,13,1
219.77,True,7,Casa,15,1
373.47,True,14,Departamento,15,1
366.08,False,9,Casa,15,1
438.55,True,11,Casa,19,2
232.88,True,9,Casa,18,0
268.05,True,14,Casa,18,0
224.35,False,9,Casa,16,0
843.88,True,15,Casa,19,2
310.02,True,12,Casa,21,1
723.15,True,20,Casa,20,2
83.91,False,10,Casa,12,0
665.86,True,14,Casa,21,2
201.94,True,7,Casa,19,1
1120.99,True,19,Departamento,16,2
1311.85,True,16,Departamento,17,2
386.54,False,10,Casa,10,1
272.92,True,13,Departamento,17,0
198.64,False,8,Casa,19,0
412.5,False,15,Casa,11,0
451.67,False,9,Casa,4,1
320.17,True,12,Casa,20,1
449.64,True,9,Casa,16,2
315.49,True,11,Departamento,21,1
277.13,False,5,Pequeño Comercio,16,2
474.47,True,7,Departamento,23,2
272.25,False,18,Casa,10,0
697.03,True,25,Casa,21,1
296.03,True,7,Departamento,20,2
369.61,False,18,Departamento,12,0
291.56,True,13,Casa,21,0
116.33,True,12,Casa,19,0
1019.92,True,21,Departamento,17,2
404.5,True,14,Casa,16,1
269.53,True,13,Casa,17,0
308.87,False,15,Departamento,11,0
262.88,True,13,Casa,19,0
597.89,False,12,Departamento,15,2
594.21,True,16,Casa,17,1
339.26,True,12,Departamento,22,1
615.18,False,15,Casa,17,2
794.98,True,10,Casa,17,2
309.27,False,6,Departamento,10,2
515.47,True,15,Casa,19,1
574.65,False,20,Casa,12,0
476.89,False,15,Departamento,11,0
257.95,False,9,Casa,19,1
648.58,True,16,Casa,21,2
402.82,False,16,Departamento,12,0
465.77,False,10,Casa,10,1
245.72,False,18,Casa,18,0
1149.22,True,30,Departamento,19,2
883.81,True,19,Departamento,20,2
554.38,True,13,Casa,19,2
278.42,True,9,Casa,17,1
287.9,True,15,Casa,23,0
829.63,True,19,Casa,14,2
287.91,True,12,Casa,18,0
467.02,True,10,Casa,20,2
393.38,False,15,Casa,12,0
623.31,True,15,Departamento,18,2
252.41,True,7,Departamento,21,1
1248.48,True,22,Casa,20,2
627.01,False,13,Casa,14,2
343.05,True,11,Casa,20,1
384.5,False,15,Departamento,7,0
648.06,False,14,Casa,9,1
774.7,True,15,Departamento,15,2
1187.79,True,13,Casa,18,2
1066.31,True,20,Casa,22,2
155.54,False,10,Departamento,17,0
115.04,False,10,Departamento,15,0
275.16,True,12,Departamento,18,0
907.04,True,15,Casa,20,2
728.48,False,19,Departamento,10,1
261.48,True,12,Departamento,19,0
717.86,True,24,Casa,21,1
311.52,True,12,Casa,22,1
193.77,True,10,Departamento,18,0
531.33,False,19,Departamento,11,0
526.63,True,6,Departamento,19,2
420.49,False,13,Casa,18,1
464.06,True,11,Departamento,19,2
655.6,False,9,Casa,14,2
1015.91,False,18,Casa,12,2
274.58,False,12,Casa,21,1
253.15,True,11,Casa,21,0
171.23,True,7,Departamento,19,1
425.76,False,12,Casa,9,1
280.69,False,10,Casa,21,1
637.96,False,13,Casa,14,2
460.67,False,13,Casa,15,1
927.8958798677444,False,9,Departamento,9,0
617.51,True,10,Departamento,18,2
759.87,False,17,Pequeño Comercio,9,1
789.63,True,15,Casa,19,2
120.94,False,7,Departamento,13,0
141.88,False,8,Casa,9,0
278.44,False,10,Casa,11,0
481.68,True,17,Casa,18,1
799.52,False,16,Casa,17,2
750.98,True,25,Casa,18,1
194.04,True,11,Casa,17,0
365.81,False,10,Casa,11,1
387.36,False,8,Departamento,12,2
890.22,False,21,Casa,20,2
843.71,False,20,Casa,13,2
533.0,False,14,Casa,12,1
114.96,False,7,Departamento,14,0
857.38,False,17,Departamento,15,2
409.66,True,8,Departamento,20,2
409.63,True,12,Casa,22,1
1285.43,True,24,Casa,17,2
465.38,False,9,Departamento,15,2
383.9,False,18,Departamento,12,0
80.98,True,8,Casa,17,0
571.66,True,12,Departamento,19,2
300.17,False,12,Departamento,6,0
383.41,True,8,Departamento,15,2
491.71,False,22,Casa,16,0
1520.92,False,22,Casa,16,2
657.95,False,19,Casa,15,1
379.29,True,12,Departamento,19,1
483.51,True,9,Casa,18,2
643.98,False,14,Casa,16,2
461.24,False,16,Casa,11,0
901.32,False,21,Casa,14,1
723.16,False,17,Departamento,23,2
386.53,True,22,Departamento,19,0
307.5,False,9,Departamento,15,1
196.82,False,11,Casa,19,0
146.34,False,6,Casa,11,0
542.2,False,12,Casa,13,2
695.46,True,20,Casa,19,1
305.09,False,11,Departamento,11,1
234.98,True,11,Casa,19,0
300.32,False,19,Casa,7,0
209.13,False,9,Departamento,9,0
645.58,True,14,Casa,19,2
921.21,False,25,Casa,17,1
343.09,False,19,Pequeño Comercio,15,0
222.69,False,15,Departamento,14,0
1137.92,False,33,Pequeño Comercio,15,1
181.51,False,8,Departamento,14,0
142.4,True,9,Casa,20,0
317.74,True,11,Departamento,16,1
1076.85,True,20,Casa,18,2
221.76,True,12,Casa,19,0
388.93,False,13,Departamento,19,1
234.64,True,11,Casa,18,0
496.57,False,22,Casa,7,0
238.56,True,11,Casa,20,0
166.3,False,14,Departamento,14,0
102.88,False,5,Casa,13,0
453.61,False,22,Casa,11,0
238.34,False,10,Casa,5,0
535.4,True,12,Departamento,17,2
1159.93,False,22,Casa,15,2
606.48,True,17,Departamento,20,2
351.87,False,17,Departamento,14,0
275.85,True,13,Departamento,17,0
676.87,False,25,Casa,10,0
222.18,False,6,Departamento,13,1
304.34,True,15,Casa,21,0
555.14,False,13,Departamento,18,2
473.18,False,14,Departamento,14,1
1378.23,True,28,Casa,19,2
985.95,True,19,Casa,19,2
643.06,True,14,Departamento,18,2
723.02,True,19,Departamento,18,1
524.9,False,6,Casa,10,2
413.11,True,20,Casa,17,0
680.14,False,24,Casa,19,1
760.47,True,13,Casa,19,2
471.81,True,12,Casa,18,2
380.85,True,15,Departamento,22,1
269.81,False,9,Casa,10,1
182.81,True,12,Departamento,21,0
195.83,True,12,Pequeño Comercio,19,0
570.07,False,14,Departamento,14,1
226.37,False,10,Departamento,14,0
312.11,True,12,Departamento,21,1
333.35,False,11,Casa,9,1
535.89,True,17,Casa,17,1
347.96,True,13,Casa,17,1
190.16,True,9,Departamento,19,0
271.83,True,8,Departamento,19,1
400.9,False,20,Casa,17,0
380.04,True,8,Departamento,16,2
227.12,False,11,Departamento,18,0
724.58,True,16,Casa,15,2
328.4,True,16,Departamento,17,0
226.73,False,11,Casa,18,0
633.25,True,10,Casa,20,2
552.25,True,17,Departamento,19,1
659.94,True,22,Departamento,18,1
243.85,False,7,Casa,19,1
911.14,True,20,Casa,18,2
112.37,True,11,Departamento,17,0
1493.0,True,22,Casa,17,2
587.71,True,11,Pequeño Comercio,15,2
1067.08,False,13,Departamento,18,2
193.47,True,18,Casa,21,0
311.07,False,9,Casa,11,1
365.26,False,12,Departamento,14,1
472.74,True,15,Casa,16,1
582.08,True,17,Casa,18,1
974.96,False,15,Casa,13,2
776.96,True,19,Casa,18,2
1015.53,False,17,Casa,13,2
400.41,True,12,Departamento,17,1
523.39,True,16,Departamento,18,1
316.35,False,11,Casa,11,0
130.01,False,6,Departamento,17,0
506.23,True,18,Casa,20,1
210.8,False,9,Casa,21,0
245.92,False,14,Departamento,11,0
677.6,False,14,Casa,11,2
203.11,True,7,Casa,18,1
145.58,True,9,Departamento,18,0
1068.27,False,23,Casa,5,1
118.42,False,5,Casa,12,0
199.6,True,9,Departamento,20,0
702.95,False,19,Casa,9,1
895.6,True,10,Casa,17,2
159.6,False,11,Departamento,16,0
195.92,True,7,Casa,21,1
860.0,False,15,Casa,12,2
243.06,True,10,Casa,23,0
299.39,False,8,Casa,18,1
314.39,False,14,Casa,10,0
478.1,True,18,Casa,19,1
1323.26,True,24,Casa,20,2
308.61,True,9,Departamento,17,1
195.17,True,4,Casa,14,2
152.86,False,9,Pequeño Comercio,15,0
155.72,False,10,Departamento,7,0
188.35,False,7,Departamento,8,0
1703.44,True,16,Casa,16,2
460.62,True,9,Casa,20,2
172.14,True,15,Departamento,19,0
766.01,False,19,Departamento,12,1
240.41,False,10,Departamento,23,1
456.38,True,15,Departamento,22,1
325.43,False,11,Departamento,17,1
607.17,True,14,Casa,19,2
574.29,False,17,Casa,10,1
876.64,True,15,Departamento,18,2
487.97,True,14,Casa,19,2
404.26,True,26,Casa,23,0
401.35,False,21,Casa,14,0
638.25,False,14,Casa,14,2
186.67,False,13,Departamento,11,0
730.86,False,16,Pequeño Comercio,6,1
709.02,False,12,Casa,11,2
205.49,True,6,Casa,22,2
414.27,True,11,Departamento,17,1
386.38,False,17,Casa,15,0
358.85,True,15,Casa,19,0
545.57,False,12,Casa,17,2
192.72,False,9,Departamento,16,0
822.67,False,11,Departamento,10,2
444.83,True,9,Departamento,22,2
335.61,True,13,Departamento,20,1
455.99,True,11,Departamento,19,2
566.93,False,10,Casa,16,2
170.53,False,6,Casa,4,0
708.97,True,13,Casa,20,2
366.17,True,12,Casa,20,1
1445.37,True,18,Casa,20,2
1059.32,False,23,Casa,16,2
1410.73,False,17,Casa,14,2
633.26,False,15,Casa,9,1
212.22,False,13,Casa,15,0
257.18,False,11,Casa,12,0
213.35,True,5,Casa,20,2
566.52,True,17,Departamento,17,1
410.18,False,16,Casa,5,0
705.72,True,19,Casa,18,1
284.18,False,15,Casa,16,0
332.12,True,11,Departamento,15,1
1029.09,True,15,Casa,16,2
206.17,False,17,Casa,12,0
216.73,True,7,Departamento,16,1
452.77,True,10,Casa,20,2
730.06,True,14,Departamento,20,2
235.17,False,10,Casa,8,0
127.04,True,8,Casa,17,0
510.04,False,13,Casa,8,1
617.05,True,12,Casa,17,2
420.67,False,12,Casa,15,1
928.81,False,27,Pequeño Comercio,11,1
432.6,False,8,Departamento,7,2
473.41,True,29,Casa,18,0
287.58,True,11,Casa,19,0
249.74,False,9,Casa,15,1
276.76,True,9,Casa,17,1
225.75,True,7,Departamento,16,1
477.13,True,10,Casa,18,2
174.83,False,11,Casa,13,0
694.28,True,14,Departamento,19,2
517.35,False,9,Casa,19,2
688.67,True,14,Casa,19,2
141.2,False,8,Departamento,14,0
732.03,True,30,Casa,15,0
427.82,True,13,Casa,22,1
1011.9,True,25,Casa,17,1
157.52,False,10,Departamento,18,0
812.25,False,15,Casa,21,2
314.58,False,15,Departamento,21,0
652.9,False,20,Casa,13,1
413.81,True,8,Casa,21,2
293.38,False,17,Departamento,16,0
621.03,False,12,Departamento,16,2
96.07,False,9,Casa,16,0
412.83,True,18,Departamento,17,0
84.49,False,7,Departamento,17,0
376.71,True,22,Departamento,15,0
350.51,False,13,Casa,13,0
319.57,False,26,Casa,11,0
119.33,False,13,Casa,14,0
537.17,False,12,Departamento,14,1
231.68,False,10,Departamento,15,0
493.93,False,10,Casa,12,2
1044.41,False,15,Casa,8,2
393.4,True,9,Departamento,16,2
635.98,True,10,Casa,17,2
661.61,True,8,Departamento,16,2
874.64,True,18,Casa,20,2
297.76,True,8,Departamento,21,2
586.17,False,17,Departamento,10,1
500.14,False,14,Departamento,9,1
916.79,True,19,Casa,18,2
179.22,False,7,Departamento,15,0
514.11,False,16,Casa,14,1
1173.3,False,21,Casa,9,2
509.94,True,13,Casa,19,2
311.67,False,12,Departamento,10,0
316.36,False,23,Casa,20,0
625.87,True,10,Casa,18,2
586.37,True,14,Casa,23,2
629.86,True,16,Casa,21,2
289.88,False,17,Casa,15,0
964.58,True,18,Casa,22,2
343.43,False,12,Departamento,13,1
274.93,False,9,Departamento,18,1
258.95,True,5,Casa,20,2
233.75,False,7,Casa,11,1
264.33,False,15,Departamento,10,0
604.0,True,5,Casa,18,2
563.98,True,13,Departamento,19,2
313.78,False,11,Departamento,15,1
292.76,True,8,Casa,18,1
328.57,True,12,Departamento,16,1
637.61,True,11,Casa,14,2
620.38,True,16,Departamento,18,1
245.37,True,14,Departamento,16,0
533.12,True,11,Departamento,14,2
276.83,False,8,Casa,21,1
369.06,False,12,Casa,16,1
500.96,True,20,Pequeño Comercio,18,1
331.23,False,11,Casa,14,1
1124.97,False,26,Casa,10,2
340.33,False,13,Casa,20,1
501.94,False,17,Departamento,9,1
253.86,True,6,Casa,20,2
214.51,True,7,Departamento,21,1
407.26,True,20,Casa,20,0
253.77,True,9,Pequeño Comercio,21,1
1069.44,True,21,Departamento,19,2
149.18,True,8,Casa,18,0
214.74,True,5,Departamento,14,2
235.44,False,12,Pequeño Comercio,15,0
388.69,False,18,Departamento,19,0
401.67,False,14,Departamento,8,0
315.25,False,10,Casa,12,1
913.05,False,17,Casa,12,2
392.96,True,14,Casa,18,1
751.97,True,13,Casa,18,2
301.69,False,19,Casa,14,0
437.72,True,9,Casa,17,2
692.77,True,20,Casa,18,1
433.32,False,13,Departamento,14,1
751.64,True,9,Casa,17,2
490.53,False,22,Casa,16,0
280.03,True,11,Departamento,19,1
742.74,True,21,Casa,19,1
373.31,True,8,Casa,18,2
225.24,True,20,Casa,17,0
794.33,False,33,Departamento,16,0
181.51,True,10,Departamento,23,0
250.6,False,8,Departamento,10,0
316.02,True,13,Departamento,20,0
548.35,True,17,Casa,22,1
975.08,False,21,Pequeño Comercio,9,1
450.12,True,17,Casa,19,1
637.21,False,14,Departamento,18,2
966.57,True,26,Casa,17,1
773.97,False,11,Casa,11,2
1003.94,False,23,Casa,7,1
163.1,True,13,Departamento,15,0
476.84,False,17,Casa,21,1
362.58,True,11,Casa,19,1
215.15,False,8,Casa,17,1
539.76,True,10,Casa,19,2
815.15,False,15,Casa,18,2
405.78,True,17,Casa,22,0
243.8,False,5,Departamento,11,2
1011.46,True,20,Casa,23,2
138.6,False,12,Departamento,17,0
787.74,True,24,Casa,18,1
478.01,True,16,Casa,21,1
457.89,False,16,Casa,22,1
436.26,True,12,Departamento,22,2
285.99,True,16,Casa,17,0
501.59,False,14,Departamento,16,1
191.79,False,12,Departamento,9,0
868.61,True,21,Casa,19,2
356.49,False,10,Casa,16,1
237.11,True,10,Departamento,20,0
585.1,True,14,Casa,20,2
235.51,False,10,Departamento,7,0
316.66,False,18,Casa,18,0
154.84,True,8,Departamento,20,0
588.67,False,16,Departamento,2,0
326.21,False,15,Casa,13,0
420.07,True,24,Casa,19,0
239.59,True,10,Casa,17,0
772.64,True,22,Departamento,19,1
192.6,True,8,Casa,15,1
201.39,False,8,Departamento,16,1
737.21,False,22,Casa,11,1
394.78,True,9,Casa,16,2
495.56,True,17,Casa,22,1
416.4,True,13,Casa,18,1
273.07,False,8,Departamento,20,1
431.07,True,16,Casa,15,1
286.7,False,9,Departamento,14,1
189.21,False,10,Casa,20,0
406.91,False,9,Departamento,10,1
242.81,False,15,Casa,15,0
1094.01,False,12,Departamento,9,2
527.28,False,13,Departamento,7,1
272.82,False,8,Departamento,11,0
102.34,False,10,Departamento,9,0
555.05,False,17,Casa,23,1
198.28,True,9,Casa,22,0
355.66,True,10,Pequeño Comercio,16,1
456.92,True,14,Departamento,20,1
367.05,False,11,Departamento,16,1
744.38,True,7,Departamento,18,2
840.76,False,16,Departamento,17,2
844.21,False,12,Casa,14,2
330.72,False,7,Casa,8,1
154.28,False,5,Pequeño Comercio,17,1
432.44,False,8,Departamento,15,2
683.34,True,13,Casa,22,2
347.55,False,10,Casa,12,1
305.3,True,9,Departamento,19,1
655.69,False,13,Casa,11,2
707.34,True,13,Casa,21,2
315.84,False,22,Casa,9,0
677.7,False,9,Casa,10,2
553.33,True,12,Casa,18,2
377.52,True,14,Casa,17,1
458.29,False,14,Departamento,17,1
242.31,False,9,Casa,12,1
294.31,False,16,Casa,13,0
658.65,True,20,Casa,17,1
931.67,True,13,Departamento,18,2
154.58,False,7,Departamento,13,0
431.11,False,15,Departamento,15,0
628.6,True,17,Departamento,21,1
237.2,True,8,Casa,20,1
560.61,True,11,Departamento,22,2
1460.64,True,17,Casa,17,2
426.69,True,19,Departamento,20,1
416.43,False,13,Casa,13,1
437.91,True,14,Casa,17,1
577.82,True,15,Departamento,18,2
264.36,False,11,Casa,17,0
386.0,False,10,Casa,16,1
207.29,False,6,Departamento,20,1
217.14,True,13,Casa,19,0
465.15,True,10,Casa,17,2
173.79,False,7,Departamento,18,1
508.41,False,23,Pequeño Comercio,9,0
178.09,True,10,Casa,19,0
238.5,True,8,Departamento,15,1
1458.32,False,26,Casa,10,2
428.89,False,15,Casa,7,0
355.69,True,8,Departamento,21,2
223.51,True,11,Casa,13,0
468.98,False,11,Pequeño Comercio,22,2
258.79,True,13,Departamento,18,0
792.3,False,20,Pequeño Comercio,9,1
255.74,True,8,Casa,17,1
198.95,True,13,Casa,15,0
416.19,True,11,Casa,21,2
242.06,False,11,Departamento,18,0
222.81,False,11,Departamento,3,0
1528.55,True,25,Casa,18,2
369.41,False,15,Departamento,16,0
160.35,True,12,Casa,17,0
587.09,False,21,Departamento,13,0
429.49,False,22,Departamento,13,0
696.97,False,17,Casa,16,1
647.56,True,12,Departamento,20,2
223.41,False,10,Departamento,11,0
193.02,False,11,Departamento,16,0
414.23,False,15,Departamento,18,1
201.64,True,10,Departamento,17,0
199.91,False,7,Casa,14,1
158.16,False,5,Departamento,13,1
1213.23,True,15,Casa,19,2
433.78,True,12,Casa,17,1
385.21,True,4,Casa,19,2
812.97,False,27,Pequeño Comercio,13,1
329.94,False,6,Departamento,9,2
177.11,True,13,Departamento,15,0
700.69,True,16,Casa,18,2
733.6,False,11,Departamento,7,2
458.17,True,12,Casa,20,1
570.13,True,17,Departamento,19,1
172.59,True,12,Departamento,19,0
634.02,False,17,Departamento,11,1
967.06,False,21,Casa,18,2
620.03,True,21,Casa,22,1
506.73,True,14,Casa,17,1
831.37,True,16,Departamento,19,2
1334.17,True,21,Casa,15,2
372.07,True,16,Casa,18,0
335.05,False,9,Casa,17,1
558.83,False,13,Departamento,17,2
525.18,False,14,Casa,18,2
239.2,True,10,Departamento,21,1
819.47,True,15,Casa,16,2
276.67,True,13,Casa,16,0
478.24,False,17,Departamento,11,1
523.79,False,20,Casa,13,0
488.07,False,17,Casa,14,0
263.08,True,9,Casa,17,1
859.37,False,18,Casa,11,2
288.08,True,14,Departamento,18,0
311.35,False,8,Casa,11,1
731.48,True,20,Casa,19,2
1603.18,True,25,Casa,19,2
189.98,False,12,Casa,15,0
535.18,False,15,Casa,11,1
295.32,True,11,Departamento,20,1
407.78,True,14,Casa,18,1
327.56,False,7,Casa,16,2
686.93,False,13,Departamento,21,2
590.72,False,15,Casa,13,1
99.91,True,6,Departamento,17,0
154.8,True,9,Departamento,20,0
865.88,True,9,Departamento,19,2
392.68,False,10,Casa,9,1
344.63,False,11,Departamento,16,1
1442.59,False,20,Departamento,9,2
420.13,False,17,Pequeño Comercio,16,1
683.18,True,14,Casa,16,2
1086.79,True,17,Casa,22,2
128.23,True,10,Casa,19,0
95.3,False,7,Departamento,16,0
730.42,True,14,Casa,17,2
322.96,True,11,Departamento,21,1
194.18,True,5,Casa,15,1
184.24,False,7,Departamento,14,0
721.42,True,16,Departamento,19,2
134.69,False,5,Pequeño Comercio,16,0
169.35,False,7,Departamento,18,0
139.93,True,8,Departamento,19,0
481.09,False,20,Casa,10,0
299.42,False,11,Departamento,14,1
398.4,False,11,Pequeño Comercio,15,1
615.49,False,12,Casa,18,2
576.03,False,19,Pequeño Comercio,13,1
379.37,True,17,Casa,19,0
414.02,False,11,Departamento,17,1
177.1,True,8,Casa,19,0
530.32,True,13,Departamento,16,2
233.28,False,12,Casa,17,0
291.96,False,6,Departamento,8,1
841.5,False,30,Departamento,7,0
390.47,True,14,Casa,16,1
412.65,True,8,Departamento,19,2
934.2,True,12,Departamento,23,2
349.45,False,4,Departamento,12,2
242.89,True,20,Casa,20,0
728.81,True,15,Casa,16,2
449.31,True,11,Departamento,20,2
430.35,False,8,Casa,19,2
170.31,False,7,Departamento,10,0
336.41,True,24,Casa,20,0
533.8,False,14,Pequeño Comercio,9,1
336.3,False,9,Departamento,13,1
854.85,True,23,Pequeño Comercio,22,2
287.0,True,9,Casa,17,1
383.95,True,9,Departamento,17,2
349.06,True,19,Casa,20,0
383.86,False,13,Casa,14,1
267.04,True,13,Casa,19,0
578.0,True,14,Casa,21,2
815.36,True,14,Casa,17,2
267.81,False,13,Casa,14,0
290.9,True,11,Casa,21,1
565.56,True,23,Casa,20,1
766.72,False,18,Casa,10,1
397.86,False,24,Casa,14,0
963.87,True,18,Casa,18,2
1426.71,False,28,Pequeño Comercio,15,2
685.3,False,20,Casa,12,1
512.2,True,14,Pequeño Comercio,20,1
526.02,True,10,Departamento,17,2
450.91,True,19,Departamento,12,0
525.56,True,18,Casa,19,1
723.36,True,11,Departamento,18,2
915.9,True,18,Casa,15,2
545.42,False,12,Casa,15,2
126.81,True,7,Casa,18,0
635.51,True,15,Departamento,15,2
793.48,True,14,Casa,22,2
468.71,True,13,Casa,17,1
747.1,False,15,Casa,10,2
627.52,True,15,Casa,17,2
392.45,False,11,Casa,10,1
804.83,False,19,Casa,12,1
581.66,True,11,Casa,20,2
362.13,False,12,Departamento,13,1
409.29,True,13,Casa,17,1
424.45,False,11,Departamento,7,1
862.75,True,14,Casa,19,2
447.82,True,12,Casa,22,2
516.34,False,18,Departamento,8,0
1122.29,True,13,Departamento,15,2
308.45,False,9,Casa,6,0
120.16,True,15,Casa,18,0
93.04,True,7,Departamento,20,0
1356.54,True,21,Casa,19,2
855.29,True,15,Casa,18,2
344.96,True,10,Departamento,20,1
335.66,True,8,Departamento,18,2
184.15,True,6,Departamento,17,1
497.86,True,24,Departamento,20,0
366.4,False,15,Departamento,22,1
103.47,False,8,Departamento,7,0
767.51,False,16,Casa,8,1
195.97,True,7,Casa,17,1
289.91,False,6,Departamento,14,2
346.58,True,22,Casa,20,0
462.23,False,24,Casa,12,0
448.15,False,12,Casa,9,1
132.19,True,11,Casa,21,0
263.87,False,10,Casa,18,1
958.51,False,21,Casa,14,2
573.36,False,18,Casa,11,1
570.38,False,23,Pequeño Comercio,13,0
251.04,False,6,Departamento,11,1
223.51,False,11,Casa,10,0
814.76,False,11,Departamento,16,2
540.4,False,14,Pequeño Comercio,17,1
306.6,False,11,Departamento,13,1
166.43,True,10,Departamento,18,0
433.29,True,19,Casa,17,0
344.89,True,26,Casa,17,0
392.1,True,14,Casa,19,1
753.03,False,21,Casa,11,1
291.91,True,12,Departamento,18,1
185.7,True,7,Casa,17,1
502.68,False,14,Casa,13,1
356.37,True,16,Departamento,20,0
162.5,False,7,Casa,10,0
369.68,True,8,Casa,17,2
676.83,False,7,Casa,17,2
268.75,False,11,Departamento,20,1
252.0,False,12,Casa,16,0
269.13,False,9,Departamento,13,1
337.28,True,11,Casa,19,1
248.43,True,11,Casa,17,0
715.43,True,15,Casa,19,2
179.88,True,9,Departamento,19,0
750.38,True,14,Casa,18,2
252.7,False,14,Casa,12,0
324.44,False,8,Departamento,12,1
229.5,True,14,Casa,17,0
446.01,False,12,Casa,5,1
985.88,False,17,Casa,12,2
773.19,False,15,Departamento,15,2
427.54,False,19,Casa,12,0
264.61,True,9,Pequeño Comercio,23,1
1030.52,False,15,Casa,10,2
570.65,True,9,Departamento,19,2
476.41,False,14,Pequeño Comercio,10,1
840.84,False,12,Casa,19,2
117.8,False,8,Casa,12,0
258.71,True,8,Casa,18,1
605.47,True,13,Departamento,20,2
240.51,False,9,Departamento,16,0
587.78,True,13,Departamento,19,2
327.72,True,23,Casa,18,0
598.81,False,17,Casa,21,2
741.97,True,25,Casa,20,1
125.43,False,7,Departamento,13,0
286.79,False,11,Casa,10,0
549.37,True,12,Casa,20,2
348.13,True,20,Departamento,18,0
353.95,False,11,Departamento,11,1
