id,tipo_vivienda,metros_cuadrados,habitaciones,baños,antiguedad_vivienda,aislamiento,eficiencia_construccion,paneles_solares,cantidad_personas,trabajo_remoto,horas_en_casa,ingreso_mensual,aires_acondicionados,heladeras,televisores,computadoras,lavadoras,secadoras,cantidad_equipos,calefaccion,electrodomesticos_eficientes,factor_estacional,temperatura_media,consumo_kwh,uso_horario_pico,horas_alto_consumo,tarifa_kwh,costo_estimado,energy_efficiency_score,categoria,aislamiento_enc,eficiencia_construccion_enc,tipo_calefaccion_Gas,tipo_calefaccion_Losa Radiante,tipo_calefaccion_Ninguna,tipo_iluminacion_LED,tipo_iluminacion_Mixta
5407,Casa,102.1,5,1,53.0,Poor,D,0,5,0,8.0,748.9,1,2,5,3,1,0,12,1,62.7,Verano,25.9,321.96,1,16,0.75,241.47,28.2,Moderate,0,1,True,False,False,True,False
5408,Casa,981.6219463635614,2,1,57.0,Average,D,0,1,0,14.2,864.78,0,2,0,2,1,0,5,0,39.0,Otoño,14.4,449.54,1,21,0.75,337.15500000000003,0.0,Inefficient,1,1,False,False,True,False,False
5409,Departamento,61.3,1,3,37.0,Good,D,0,3,0,12.2,645.85,2,1,4,3,1,0,11,1,73.5,Otoño,17.2,243.07,1,18,0.75,182.3025,55.4,Efficient,2,1,True,False,False,True,False
5410,Departamento,35.3,1,1,43.0,Excellent,A,0,1,1,16.4,351.38,0,1,0,1,1,0,3,1,68.0,Verano,26.5,187.22,1,19,0.75,140.415,62.4,Efficient,3,4,True,False,False,False,True
5411,Departamento,98.4,1,1,43.0,Poor,B,0,1,1,19.0,1495.08,0,1,0,3,1,0,5,1,70.1,Invierno,7.8,316.04,1,16,0.75,237.03000000000003,32.7,Moderate,0,3,True,False,False,True,False
5412,Departamento,67.2,1,1,64.0,Poor,D,0,3,0,13.4,804.52,0,1,1,4,1,0,7,1,40.4,Invierno,6.8,254.48,1,18,0.75,190.86,20.2,Inefficient,0,1,True,False,False,False,True
5413,Casa,50.5,2,2,14.0,Average,B,0,1,0,8.2,349.01,0,1,1,0,1,0,3,1,86.8,Verano,28.2,76.95,1,19,0.75,57.712500000000006,52.3,Moderate,1,3,False,False,False,True,False
5414,Casa,42.0,2,1,14.0,Good,B,1,3,1,23.5,1345.7,2,1,4,2,1,0,10,1,78.1,Otoño,15.0,459.97,1,19,0.75,344.9775,79.3,Efficient,2,3,False,False,False,True,False
5415,Departamento,69.9,6,2,63.0,Poor,C,0,8,1,22.9,1330.21,0,1,6,4,1,0,12,0,54.2,Otoño,16.5,955.09,1,17,0.75,716.3175,41.2,Moderate,0,2,False,False,True,True,False
5416,Departamento,90.3,2,3,59.0,Average,D,0,2,1,21.6,1209.16,0,2,0,1,1,0,4,1,27.8,Otoño,18.5,742.12,1,18,0.75,556.59,0.0,Inefficient,1,1,True,False,False,False,False
5417,Casa,98.4,2,1,15.0,Good,A,0,4,0,15.5,533.97,0,1,2,4,1,0,8,0,94.9,Primavera,20.6,329.75,1,15,0.75,247.3125,72.9,Efficient,2,4,False,False,True,True,False
5418,Departamento,65.8,2,1,15.0,Excellent,D,0,1,1,20.9,1510.48,0,1,1,2,1,0,5,0,64.7,Otoño,13.3,856.07,1,22,0.75,642.0525,18.3,Inefficient,3,1,False,False,True,False,False
5419,Casa,91.8,1,2,28.0,Good,A,0,1,0,19.8,249.03,1,1,3,2,1,0,8,1,80.4,Invierno,3.0,713.11,1,23,0.75,534.8325,32.0,Moderate,2,4,False,False,False,False,True
5420,Casa,118.2,2,3,15.0,Good,A,0,1,0,11.8,2967.29,0,1,0,1,1,0,3,1,65.3,Invierno,13.5,285.16,1,19,0.75,213.87,50.4,Moderate,2,4,False,False,False,False,True
5421,Casa,85.8,1,1,12.0,Excellent,B,0,1,1,20.5,1517.2,0,2,0,1,1,0,4,1,73.5,Verano,31.0,213.12,1,18,0.75,159.84,66.9,Efficient,3,3,False,False,False,True,False
5422,Casa,150.1,1,3,20.0,Good,A,0,1,0,10.3,1839.06,1,1,1,0,1,0,4,1,73.8,Otoño,19.3,228.94,1,22,0.75,171.70499999999998,69.5,Efficient,2,4,False,False,False,True,False
5423,Casa,58.1,3,1,21.0,Good,B,0,4,1,22.0,1359.67,0,1,2,7,1,0,11,1,86.0,Verano,26.0,726.02,1,13,0.75,544.515,55.1,Efficient,2,3,False,False,False,False,True
5424,Casa,86.7,3,2,58.0,Good,D,0,6,0,13.0,2196.3,0,1,3,4,1,0,9,1,63.8,Verano,26.1,716.32,1,16,0.75,537.24,46.2,Moderate,2,1,True,False,False,False,True
5425,Departamento,82.2,1,1,38.0,Average,A,0,1,0,8.0,1076.99,0,1,0,0,1,0,2,0,75.8,Otoño,12.3,94.59,1,19,0.75,70.9425,53.4,Efficient,1,4,False,False,True,False,True
5426,Casa,54.2,2,1,16.0,Excellent,A,0,4,0,11.1,1324.21,2,2,3,4,1,1,13,0,73.4,Primavera,23.3,643.65,1,17,0.75,482.7375,67.6,Efficient,3,4,False,False,True,False,False
5427,Casa,68.4,1,1,11.0,Good,A,0,1,0,17.1,2841.94,0,1,0,3,1,1,6,1,83.8,Primavera,25.0,410.1,1,21,0.75,307.57500000000005,44.2,Moderate,2,4,False,False,False,False,True
5428,Casa,125.2,5,2,48.0,Good,E,0,5,0,10.9,1962.06,2,2,0,5,1,0,10,1,49.0,Primavera,18.9,386.25,1,18,0.75,289.6875,34.0,Moderate,2,0,True,False,False,False,True
5429,Departamento,37.0,2,4,14.0,Average,E,0,4,0,10.7,634.38,1,1,2,2,1,0,7,0,81.9,Verano,32.1,324.93,1,19,0.75,243.6975,27.5,Moderate,1,0,False,False,True,False,True
5430,Casa,173.2,5,4,69.0,Poor,D,0,5,1,19.7,1410.51,3,2,3,4,1,0,13,1,70.9,Otoño,14.3,887.95,1,19,0.75,665.9625000000001,25.0,Inefficient,0,1,True,False,False,False,True
5431,Casa,117.8,1,1,18.0,Excellent,A,1,1,1,21.1,4506.76,1,1,2,1,1,0,6,1,82.0,Verano,28.6,3149.482037455241,1,20,0.75,2362.111528091431,74.4,Efficient,3,4,False,True,False,False,True
5432,Casa,207.8,1,1,31.0,Good,D,0,1,1,23.6,442.49,1,1,0,3,1,0,6,1,75.2,Otoño,15.6,898.74,1,19,0.75,674.0550000000001,12.5,Inefficient,2,1,True,False,False,False,True
5433,Departamento,106.5,3,3,14.0,Poor,B,0,1,0,15.9,1782.79,1,1,0,1,1,0,4,1,90.1,Invierno,0.4,463.31,1,19,0.75,347.4825,9.5,Inefficient,0,3,False,False,False,False,True
5434,Casa,108.6,3,2,62.0,Poor,E,0,3,0,9.0,812.22,1,1,1,2,1,0,6,0,52.6,Verano,27.1,260.0,1,17,0.75,195.0,23.6,Inefficient,0,0,False,False,True,True,False
5435,Casa,116.8,1,1,16.0,Good,A,0,1,0,10.5,1123.75,0,1,1,0,1,0,3,1,82.1,Verano,26.5,171.53,1,20,0.75,128.6475,71.1,Efficient,2,4,False,False,False,False,True
5436,Departamento,93.7,2,2,12.0,Good,B,0,2,1,18.9,1273.66,0,2,0,1,1,0,4,1,77.0,Primavera,18.4,361.44,1,18,0.75,271.08,60.0,Efficient,2,3,False,False,False,False,True
5437,Casa,118.5,1,1,58.0,Poor,E,0,3,1,20.3,1130.18,1,1,3,1,1,0,7,1,36.7,Primavera,21.0,716.26,1,20,0.75,537.1949999999999,7.1,Inefficient,0,0,True,False,False,False,True
5438,Casa,92.7,2,2,12.0,Excellent,B,1,2,0,8.2,1176.16,1,1,3,1,1,0,7,1,79.5,Invierno,12.1,149.77,1,18,0.75,112.3275,88.9,Efficient,3,3,False,False,False,False,True
5439,Casa,196.3,6,1,57.0,Average,E,0,6,1,15.2,2129.75,4,2,2,5,1,0,14,0,54.3,Primavera,20.0,954.46,1,20,0.75,715.845,26.8,Moderate,1,0,False,False,True,False,True
5440,Casa,66.2,2,2,10.0,Good,B,0,2,1,22.8,2092.03,0,1,3,4,1,0,9,1,61.9,Otoño,16.7,949.45,1,18,0.75,712.0875000000001,16.6,Inefficient,2,3,False,False,False,False,False
5441,Departamento,71.4,1,2,28.0,Poor,B,0,2,0,8.0,1900.9,0,1,5,2,1,0,9,1,49.7,Primavera,17.6,304.85,1,20,0.75,228.6375,30.6,Moderate,0,3,True,False,False,False,True
5442,Departamento,74.3,1,2,11.0,Excellent,B,0,1,1,22.6,639.49,0,1,2,3,1,0,7,0,94.3,Invierno,6.9,357.92,1,21,0.75,268.44,40.3,Moderate,3,3,False,False,True,False,True
5443,Casa,108.0,4,5,37.0,Average,E,0,8,0,17.9,2834.38,1,2,6,9,1,0,19,1,58.9,Otoño,13.2,855.94,1,21,0.75,641.955,39.4,Moderate,1,0,True,False,False,True,False
5444,Casa,190.8,4,2,11.0,Good,A,0,5,0,14.9,1340.73,0,2,3,2,1,0,8,1,81.9,Verano,31.0,439.78,1,19,0.75,329.835,54.0,Efficient,2,4,False,False,False,False,True
5445,Casa,93.8,3,1,16.0,Excellent,A,0,3,0,11.4,2647.38,0,2,0,1,1,0,4,1,73.4,Verano,25.1,884.2719070561551,1,15,0.75,663.2039302921163,78.6,Efficient,3,4,False,False,False,True,False
5446,Casa,103.2,5,5,28.0,Excellent,E,0,7,1,20.7,1159.75,3,1,2,7,1,0,14,0,63.3,Verano,26.8,1676.26,1,16,0.75,1257.195,32.9,Moderate,3,0,False,False,True,False,False
5447,Casa,107.0,1,1,28.0,Good,E,0,2,0,11.2,1825.53,1,1,0,0,1,0,3,0,75.9,Otoño,12.9,179.36,1,14,0.75,134.52,48.9,Moderate,2,0,False,False,True,False,True
5448,Casa,143.8,4,3,16.0,Good,A,0,5,0,13.5,3359.01,1,2,2,5,1,1,12,0,75.7,Invierno,9.8,404.12,1,23,0.75,303.09000000000003,76.1,Efficient,2,4,False,False,True,True,False
5449,Casa,112.7,1,1,34.0,Good,A,0,3,1,17.5,1148.75,1,2,2,4,1,0,10,1,68.2,Verano,26.7,530.31,1,17,0.75,397.7325,68.2,Efficient,2,4,True,False,False,True,False
5450,Casa,126.3,4,3,19.0,Excellent,D,0,3,0,15.4,1248.82,0,1,2,2,1,1,7,1,79.3,Primavera,15.0,519.77,1,19,0.75,389.8275,45.2,Moderate,3,1,False,False,False,False,False
5451,Departamento,63.6,3,2,41.0,Excellent,E,0,3,0,11.2,924.84,0,1,2,3,1,0,7,1,59.6,Primavera,18.0,239.45,1,21,0.75,179.58749999999998,57.1,Efficient,3,0,True,False,False,True,False
5452,Departamento,50.4,1,1,28.0,Excellent,E,0,1,1,24.0,359.13,1,1,1,4,1,0,8,1,72.8,Primavera,17.5,241.22,1,21,0.75,180.915,51.6,Moderate,3,0,False,False,False,True,False
5453,Casa,139.8,5,5,44.0,Good,D,0,5,0,13.8,1013.26,2,2,1,3,1,1,10,1,56.4,Primavera,19.5,546.76,1,16,0.75,410.07,42.6,Moderate,2,1,True,False,False,False,True
5454,Casa,129.9,6,3,33.0,Excellent,B,0,4,0,8.0,1885.28,2,1,0,2,1,0,6,1,68.2,Invierno,7.5,156.87,1,18,0.75,117.6525,76.6,Efficient,3,3,True,False,False,True,False
5455,Casa,135.0,6,1,32.0,Poor,E,0,4,0,16.0,4210.33,3,1,2,3,1,1,11,1,64.4,Invierno,11.8,548.74,1,19,0.75,411.555,24.9,Inefficient,0,0,True,False,False,False,True
5456,Casa,77.3,1,2,53.0,Poor,D,0,1,0,15.7,4292.1,0,1,0,1,1,0,3,1,66.7,Otoño,14.5,331.54,1,18,0.75,248.65500000000003,1.1,Inefficient,0,1,True,False,False,False,True
5457,Departamento,31.4,1,1,13.0,Average,A,0,2,0,15.2,886.24,0,1,1,1,1,0,4,1,86.4,Primavera,17.5,155.19,1,16,0.75,116.3925,66.8,Efficient,1,4,False,False,False,True,False
5458,Departamento,48.3,3,2,12.0,Excellent,B,0,5,0,8.0,464.23,0,1,2,3,1,0,7,1,89.1,Invierno,8.0,461.34,1,20,0.75,346.005,65.8,Efficient,3,3,False,False,False,False,False
5459,Departamento,78.5,1,1,10.0,Excellent,C,0,2,1,22.4,1081.68,0,2,1,3,1,0,7,0,85.3,Otoño,11.8,648.55,1,18,0.75,486.4125,43.3,Moderate,3,2,False,False,True,False,True
5460,Casa,68.7,2,2,51.0,Average,E,0,2,0,16.6,1330.21,0,1,0,3,1,0,5,1,45.7,Verano,28.7,424.2,1,17,0.75,318.15,24.5,Inefficient,1,0,True,False,False,False,True
5461,Casa,113.8,5,5,37.0,Average,E,0,5,0,10.5,770.06,1,1,5,5,1,0,13,1,66.9,Invierno,13.1,329.3,1,20,0.75,246.975,32.6,Moderate,1,0,True,False,False,False,True
5462,Casa,171.8,5,2,32.0,Poor,E,0,4,0,11.4,3410.04,3,1,5,2,1,1,13,0,54.3,Verano,27.6,628.12,1,19,0.75,471.09,15.0,Inefficient,0,0,False,False,True,True,False
5463,Casa,196.2,5,4,11.0,Excellent,B,0,1,0,11.1,3489.38,0,2,0,1,1,0,4,1,85.3,Verano,26.0,249.07,1,17,0.75,186.8025,56.1,Efficient,3,3,False,False,False,False,True
5464,Casa,154.5,3,1,33.0,Poor,E,0,1,0,16.2,1458.02,2,1,1,1,1,0,6,1,60.3,Otoño,13.6,294.04,1,18,0.75,220.53000000000003,9.2,Inefficient,0,0,True,False,False,True,False
5465,Casa,105.9,3,2,16.0,Average,D,0,3,0,8.2,690.38,0,1,4,3,1,0,9,1,69.3,Otoño,12.0,924.9291092820883,1,20,0.75,693.6968319615662,38.6,Moderate,1,1,False,False,False,False,True
5466,Departamento,66.9,3,1,17.0,Excellent,D,0,2,0,13.3,1111.29,0,1,3,0,1,0,5,1,75.5,Invierno,7.1,431.34,1,18,0.75,323.505,43.7,Moderate,3,1,False,False,False,False,False
5467,Departamento,90.4,5,2,37.0,Poor,E,0,6,0,17.1,1063.06,0,1,6,5,1,1,14,1,69.2,Invierno,2.6,450.18,1,13,0.75,337.635,40.5,Moderate,0,0,True,False,False,True,False
5468,Departamento,62.1,1,1,41.0,Average,B,0,1,0,15.5,2330.35,1,1,2,1,1,0,6,1,64.2,Otoño,11.1,272.84,1,21,0.75,204.63,33.5,Moderate,1,3,True,False,False,False,True
5469,Casa,111.3,2,1,18.0,Good,C,0,2,0,13.3,1485.94,2,1,1,0,1,0,5,1,71.0,Primavera,23.9,388.69,1,20,0.75,291.5175,36.4,Moderate,2,2,False,False,False,False,False
5470,Casa,106.3,1,2,12.0,Poor,A,0,1,0,8.8,838.73,1,1,1,1,1,0,5,1,84.2,Otoño,12.9,152.59,1,18,0.75,114.4425,49.7,Moderate,0,4,False,False,False,True,False
5471,Departamento,69.7,1,1,12.0,Good,B,0,1,0,9.6,1372.65,0,1,1,2,1,0,5,1,71.5,Otoño,18.8,140.33,1,20,0.75,105.2475,66.8,Efficient,2,3,False,False,False,True,False
5472,Departamento,42.1,5,2,15.0,Excellent,B,0,8,0,12.1,345.4,0,1,5,8,1,0,15,1,59.1,Invierno,6.5,654.45,1,17,0.75,490.8375,65.3,Efficient,3,3,False,False,False,False,True
5473,Departamento,45.7,1,1,49.0,Good,C,0,3,0,9.0,478.18,1,1,2,2,1,0,7,1,81.5,Verano,30.9,310.48,1,16,0.75,232.86,60.3,Efficient,2,2,True,False,False,False,True
5474,Departamento,42.8,1,1,64.0,Poor,B,0,1,0,16.7,688.96,0,1,1,4,1,0,7,1,37.0,Otoño,14.0,221.92,1,17,0.75,166.44,26.1,Moderate,0,3,True,False,False,True,False
5475,Departamento,60.9,2,3,24.0,Excellent,B,0,1,1,18.3,2894.59,0,1,1,1,1,0,4,1,65.6,Primavera,12.9,405.29,1,21,0.75,303.96750000000003,48.7,Moderate,3,3,False,False,False,False,True
5476,Departamento,79.8,1,1,24.0,Good,D,0,2,1,20.2,645.65,2,1,0,2,1,0,6,1,56.0,Invierno,7.0,483.63,1,15,0.75,362.7225,37.3,Moderate,2,1,False,False,False,False,True
5477,Casa,220.8,8,5,28.0,Poor,A,0,8,0,11.7,3296.85,2,1,9,7,1,0,20,1,67.2,Verano,23.1,651.01,1,16,0.75,488.2575,36.7,Moderate,0,4,False,False,False,False,True
5478,Casa,154.0,2,1,54.0,Poor,E,0,1,0,13.9,6097.89,3,1,0,0,1,1,6,1,66.3,Verano,27.5,1110.88,1,16,0.75,833.1600000000001,0.0,Inefficient,0,0,True,False,False,False,False
5479,Casa,252.2,8,4,34.0,Good,A,0,5,1,22.0,1834.36,4,1,2,4,1,0,12,1,49.0,Invierno,8.0,901.1,1,21,0.75,675.825,52.3,Moderate,2,4,True,False,False,False,True
5480,Casa,118.5,2,1,12.0,Excellent,A,0,1,0,12.4,2143.89,3,1,1,3,1,0,9,0,84.2,Invierno,7.9,234.13,1,18,0.75,175.5975,73.7,Efficient,3,4,False,False,True,True,False
5482,Departamento,74.6,4,4,33.0,Poor,B,0,7,1,19.0,888.82,1,2,2,11,1,0,17,1,71.7,Primavera,21.5,894.17,1,21,0.75,670.6274999999999,46.5,Moderate,0,3,True,False,False,False,True
5483,Departamento,78.7,3,2,46.0,Poor,E,0,2,0,15.0,1901.89,0,1,2,2,1,0,6,1,67.0,Verano,30.5,266.85,1,21,0.75,200.1375,29.1,Moderate,0,0,True,False,False,True,False
5484,Departamento,56.6,1,1,22.0,Good,B,0,3,1,22.6,833.73,0,1,0,3,1,0,5,1,79.3,Otoño,16.0,350.98,1,17,0.75,263.235,64.5,Efficient,2,3,False,False,False,False,True
5485,Casa,132.1,3,1,28.0,Poor,A,0,3,0,9.5,1397.95,2,2,3,3,1,0,11,1,65.0,Verano,26.8,559.24,1,19,0.75,419.43,39.1,Moderate,0,4,False,False,False,False,True
5487,Departamento,59.4,2,2,41.0,Average,B,0,2,0,9.5,852.79,0,1,1,3,1,1,7,0,61.0,Primavera,21.6,174.49,1,18,0.75,130.8675,46.1,Moderate,1,3,False,False,True,False,True
5488,Casa,66.5,1,1,20.0,Excellent,A,0,1,0,12.6,792.62,2,1,0,2,1,0,6,1,70.5,Invierno,12.0,301.05,1,19,0.75,225.7875,64.6,Efficient,3,4,False,False,False,False,True
5489,Casa,138.8,5,2,21.0,Poor,B,1,3,1,17.2,1391.05,0,1,2,3,1,0,7,1,65.5,Invierno,5.6,536.77,1,18,0.75,402.5775,38.8,Moderate,0,3,False,False,False,False,False
5490,Casa,133.2,2,1,1.0,Good,B,0,2,1,19.4,1845.38,0,2,1,4,1,1,9,1,60.6,Verano,30.8,450.3,1,19,0.75,337.725,56.5,Efficient,2,3,False,False,False,True,False
5491,Departamento,70.0,1,1,33.0,Poor,E,0,3,0,10.4,416.39,0,2,0,3,1,0,6,1,66.6,Invierno,6.7,305.83,1,19,0.75,229.3725,16.5,Inefficient,0,0,True,False,False,False,True
5492,Departamento,97.5,3,1,10.0,Excellent,A,0,1,1,24.0,4831.21,3,1,0,2,1,0,7,0,90.7,Otoño,24.1,376.33,1,20,0.75,282.2475,67.4,Efficient,3,4,False,False,True,True,False
5493,Casa,91.7,3,1,33.0,Average,D,0,4,0,13.4,1067.42,0,2,2,3,1,0,8,1,64.7,Otoño,15.2,460.5,1,18,0.75,345.375,34.7,Moderate,1,1,True,False,False,False,True
5494,Departamento,65.2,1,1,30.0,Average,D,0,1,0,13.7,1330.21,0,1,1,1,1,0,4,1,84.0,Verano,23.9,220.4,1,20,0.75,165.3,31.4,Moderate,1,1,False,False,False,False,True
5495,Casa,154.2,3,2,44.0,Excellent,E,1,3,0,12.9,2325.01,0,1,1,4,1,0,7,1,61.5,Primavera,18.3,412.96,1,19,0.75,309.72,54.6,Efficient,3,0,True,False,False,False,False
5496,Casa,115.8,1,1,46.0,Good,B,1,4,0,8.0,3089.15,3,2,3,4,1,0,13,1,75.0,Invierno,11.4,136.88,1,17,0.75,102.66,75.1,Efficient,2,3,True,False,False,True,False
5497,Casa,179.5,1,1,62.0,Poor,E,0,1,1,17.4,1361.03,2,1,1,2,1,0,7,1,82.2,Otoño,10.2,379.27,1,22,0.75,284.4525,0.0,Inefficient,0,0,True,False,False,False,True
5498,Departamento,44.7,1,1,33.0,Good,D,0,4,0,12.9,577.91,0,2,2,1,1,0,6,1,74.1,Primavera,17.4,524.34,1,19,0.75,393.255,37.9,Moderate,2,1,True,False,False,False,False
5499,Departamento,40.7,1,1,11.0,Good,B,0,1,0,8.9,428.5,0,1,1,0,1,0,3,1,66.6,Invierno,11.5,159.76,1,20,0.75,119.82,65.8,Efficient,2,3,False,False,False,True,False
5500,Casa,91.8,3,1,21.0,Excellent,B,0,6,1,20.1,1614.91,1,2,7,5,1,0,16,1,64.6,Primavera,20.6,1051.66,1,18,0.75,788.7450000000001,62.7,Efficient,3,3,False,False,False,False,True
5501,Departamento,74.3,2,2,17.0,Good,B,0,1,0,12.8,1330.21,0,1,0,2,1,0,4,1,64.2,Primavera,15.0,240.2,1,20,0.75,180.15,48.6,Moderate,2,3,False,False,False,False,True
5502,Casa,76.7,1,2,11.0,Excellent,A,0,2,0,13.0,519.36,0,1,1,1,1,0,4,1,65.6,Invierno,12.4,355.25,1,19,0.75,266.4375,72.8,Efficient,3,4,False,False,False,False,True
5503,Casa,31.7,1,1,12.0,Good,B,0,1,0,13.6,208.17,0,1,1,1,1,0,4,1,84.1,Verano,31.9,146.16,1,13,0.75,109.62,70.1,Efficient,2,3,False,False,False,True,False
5504,Departamento,101.4,2,1,15.0,Average,A,0,1,0,14.3,824.0,0,1,0,2,1,0,4,1,91.0,Primavera,17.0,242.25,1,19,0.75,181.6875,61.4,Efficient,1,4,False,False,False,True,False
5505,Casa,114.2,4,5,28.0,Good,C,0,2,1,20.6,904.52,1,1,1,3,1,0,7,0,83.0,Verano,28.7,538.84,1,21,0.75,404.13,58.2,Efficient,2,2,False,False,True,True,False
5506,Departamento,84.5,7,4,62.0,Poor,D,0,5,1,18.8,2741.31,1,2,3,5,1,0,12,0,50.8,Verano,26.7,1122.61,1,18,0.75,841.9575,21.5,Inefficient,0,1,False,False,True,False,True
5507,Casa,110.5,1,1,28.0,Excellent,B,0,1,1,14.6,1470.9,0,1,0,2,1,0,4,0,69.5,Otoño,17.0,301.8,1,19,0.75,226.35,55.1,Efficient,3,3,False,False,True,False,True
5508,Departamento,77.0,3,2,28.0,Good,E,0,1,0,13.9,545.76,4,1,2,1,1,0,9,0,66.3,Invierno,10.4,273.34,1,20,0.75,205.005,14.7,Inefficient,2,0,False,False,True,False,False
5509,Departamento,84.8,2,2,40.0,Good,C,0,4,1,19.1,1631.23,2,1,2,2,1,1,9,1,42.8,Verano,24.9,1146.42,1,20,0.75,859.815,26.0,Moderate,2,2,True,False,False,False,False
5510,Departamento,75.9,2,2,27.0,Excellent,E,0,2,0,8.2,848.59,0,2,1,0,1,0,4,1,57.2,Primavera,20.9,327.94,1,18,0.75,245.955,38.9,Moderate,3,0,False,False,False,False,False
5511,Departamento,68.6,3,2,37.0,Average,A,0,4,0,10.4,289.36,0,2,3,2,1,0,8,1,50.1,Primavera,19.4,366.25,1,18,0.75,274.6875,48.9,Moderate,1,4,True,False,False,False,True
5512,Casa,181.8,3,2,52.0,Poor,A,0,3,0,14.0,1631.88,2,1,2,4,1,0,10,1,52.4,Verano,20.8,665.92,1,20,0.75,499.44,26.9,Moderate,0,4,True,False,False,False,True
5513,Casa,164.2,4,3,5.0,Good,D,0,7,0,9.7,2679.64,2,1,1,6,1,0,11,1,86.1,Invierno,10.9,335.83,1,17,0.75,251.8725,44.5,Moderate,2,1,False,False,False,False,True
5514,Departamento,77.6,2,1,8.0,Good,C,0,3,1,16.5,1041.34,2,1,1,3,1,0,8,1,76.3,Primavera,19.3,351.31,1,19,0.75,263.4825,67.4,Efficient,2,2,False,False,False,True,False
5515,Casa,148.4,2,1,36.0,Average,C,0,3,0,14.2,1330.21,3,1,0,0,1,0,5,1,61.4,Otoño,14.7,419.47,1,15,0.75,314.6025,41.5,Moderate,1,2,True,False,False,False,True
5516,Departamento,68.2,1,1,20.0,Poor,C,0,1,1,21.9,961.62,1,2,0,1,1,1,6,0,60.8,Primavera,21.5,413.39,1,17,0.75,310.0425,1.2,Inefficient,0,2,False,False,True,False,True
5517,Departamento,58.2,1,1,20.0,Good,B,0,1,0,16.6,835.22,0,1,3,1,1,0,6,1,72.5,Otoño,12.0,504.45,1,18,0.75,378.3375,20.2,Inefficient,2,3,False,False,False,False,False
5518,Casa,247.1,7,2,19.0,Poor,B,0,8,0,10.2,1330.21,3,1,1,5,1,0,11,0,71.5,Invierno,9.3,446.25,1,17,0.75,334.6875,38.8,Moderate,0,3,False,False,True,True,False
5519,Casa,90.0,1,2,58.0,Average,E,0,1,1,18.1,880.52,1,1,1,1,1,0,5,1,56.7,Verano,26.8,727.28,1,21,0.75,545.46,0.0,Inefficient,1,0,True,False,False,False,True
5520,Departamento,72.8,3,3,28.0,Good,D,0,6,0,11.0,1421.54,0,2,7,2,1,0,12,1,86.9,Verano,25.9,306.74,1,19,0.75,230.055,60.9,Efficient,2,1,False,False,False,True,False
5521,Departamento,56.2,1,1,6.0,Good,C,0,1,0,15.8,1325.1,0,1,0,1,1,0,3,0,100.0,Invierno,11.7,293.15,1,15,0.75,219.8625,49.6,Moderate,2,2,False,False,True,True,False
5522,Departamento,85.1,1,1,32.0,Poor,A,0,3,0,12.1,1344.14,2,2,2,2,1,1,10,1,69.8,Verano,25.1,881.02,1,19,0.75,660.765,12.3,Inefficient,0,4,True,False,False,False,False
5523,Pequeño Comercio,221.9,6,2,55.0,Poor,E,0,8,0,9.9,3196.13,2,3,5,5,0,0,15,1,65.2,Verano,25.2,729.97,1,18,0.75,547.4775,23.0,Inefficient,0,0,True,False,False,False,True
5524,Casa,201.0,6,1,28.0,Poor,E,0,8,0,9.2,1330.21,3,2,6,3,1,0,15,1,85.1,Verano,26.3,851.28,1,21,0.75,638.46,34.0,Moderate,0,0,False,False,False,True,False
5525,Casa,128.1,5,4,5.0,Good,C,0,5,0,8.0,2268.33,2,1,2,7,1,0,13,1,88.0,Otoño,12.6,211.78,1,17,0.75,158.835,63.5,Efficient,2,2,False,False,False,True,False
5526,Casa,108.2,3,1,14.0,Good,E,0,3,0,14.3,1300.1,2,1,3,4,1,0,11,1,49.3,Verano,29.3,1077.33,1,17,0.75,807.9975,14.3,Inefficient,2,0,False,False,False,False,False
5527,Departamento,76.9,5,2,55.0,Poor,E,0,6,0,11.0,779.25,0,2,0,5,1,1,9,1,51.7,Primavera,18.6,405.41,1,16,0.75,304.0575,12.4,Inefficient,0,0,True,False,False,False,True
5528,Departamento,67.9,3,3,26.0,Good,E,0,1,1,22.2,315.17,1,1,0,1,1,0,4,1,69.8,Invierno,8.5,530.55,1,19,0.75,397.9125,18.4,Inefficient,2,0,False,False,False,True,False
5529,Casa,265.3,7,2,16.0,Good,D,0,8,1,23.4,2219.66,4,1,2,5,1,0,13,1,81.7,Otoño,13.3,846.93,1,18,0.75,635.1975,58.3,Efficient,2,1,False,False,False,True,False
5530,Casa,106.5,4,2,43.0,Poor,E,0,7,0,10.9,614.6,1,2,8,6,1,0,18,1,59.2,Verano,28.4,731.58,1,20,0.75,548.6850000000001,10.7,Inefficient,0,0,True,False,False,False,True
5531,Departamento,73.0,6,4,28.0,Average,E,0,4,0,13.6,324.12,0,1,3,3,1,0,8,1,45.4,Otoño,18.2,406.73,1,19,0.75,305.0475,25.1,Inefficient,1,0,True,False,False,False,True
5532,Departamento,58.2,5,1,28.0,Excellent,E,0,5,0,8.0,1074.72,0,2,4,1,1,0,8,1,47.3,Otoño,16.4,220.51,1,17,0.75,165.3825,39.7,Moderate,3,0,True,False,False,False,True
5533,Departamento,61.5,3,3,11.0,Excellent,B,0,1,0,9.8,1405.3,0,1,1,1,1,0,4,1,67.6,Invierno,12.0,457.16,1,19,0.75,342.87,26.9,Moderate,3,3,False,False,False,False,False
