id,tipo_vivienda,metros_cuadrados,habitaciones,baños,antiguedad_vivienda,aislamiento,eficiencia_construccion,paneles_solares,cantidad_personas,trabajo_remoto,horas_en_casa,ingreso_mensual,aires_acondicionados,heladeras,televisores,computadoras,lavadoras,secadoras,cantidad_equipos,calefaccion,tipo_calefaccion,tipo_iluminacion,electrodomesticos_eficientes,factor_estacional,temperatura_media,consumo_kwh,uso_horario_pico,horas_alto_consumo,categoria
5668,Casa,89.6,4,3,38.0,Poor,A,False,4,True,19.4,1172.14,1,2,4,6,1,0,14,True,Gas,LED,47.2,Invierno,8.7,579.93,True,18,Moderate
5669,Pequeño Comercio,30.0,1,1,14.0,Good,B,False,4,False,17.9,757.02,1,3,1,4,0,0,9,True,Eléctrica,Mixta,78.2,Otoño,17.7,475.27,True,12,Efficient
5670,Departamento,136.9,5,5,41.0,Poor,E,False,2,True,22.3,1061.11,0,1,1,2,1,0,5,True,Gas,Incandescente,54.8,Invierno,9.9,953.02,True,22,Inefficient
5671,Casa,57.0,3,1,50.0,Poor,D,False,2,False,9.0,796.85,1,1,0,0,1,0,3,False,Ninguna,LED,50.9,Invierno,13.4,75.06,True,23,Moderate
5672,Departamento,68.9,5,3,42.0,Good,E,False,2,False,13.9,2127.56,1,1,1,1,1,0,5,True,Gas,LED,67.7,Primavera,16.6,229.55,True,18,Moderate
5673,Casa,80.1,3,4,40.0,Excellent,C,False,4,False,12.5,1710.29,1,1,3,6,1,0,12,True,Gas,LED,59.8,Verano,24.6,434.26,True,16,Efficient
5674,Casa,86.1,1,1,26.0,Poor,E,False,1,False,8.3,1024.33,0,1,0,1,1,0,3,True,Eléctrica,LED,76.6,Invierno,9.8,271.87,True,17,Inefficient
5675,Departamento,52.8,2,2,44.0,Poor,E,False,1,True,24.0,939.79,1,1,0,4,1,0,7,True,Gas,Mixta,61.0,Verano,27.7,708.52,True,22,Inefficient
5676,Departamento,69.4,4,2,32.0,Poor,D,False,6,False,13.8,1222.86,1,2,3,5,1,0,12,True,Gas,Mixta,74.5,Verano,24.8,870.82,True,19,Moderate
5677,Casa,120.5,4,3,38.0,Poor,C,True,1,False,12.6,3005.17,0,1,0,1,1,0,3,True,Gas,LED,52.4,Invierno,11.6,85.07,True,19,Efficient
5678,Casa,99.1,4,1,51.0,Average,E,False,3,False,10.7,2639.25,0,1,1,2,1,1,6,True,Gas,LED,61.6,Primavera,15.1,237.3,True,20,Moderate
5679,Casa,123.8,2,1,3.0,Good,C,False,3,True,20.3,6046.06,3,1,0,3,1,1,9,True,Losa Radiante,LED,64.0,Primavera,14.8,593.88,True,20,Efficient
5680,Casa,155.1,5,1,48.0,Poor,E,False,4,False,13.0,3607.96,1,2,0,3,1,0,7,True,Gas,Mixta,71.4,Primavera,24.2,507.24,True,17,Inefficient
5681,Casa,90.5,4,5,40.0,Average,B,False,5,False,11.6,3703.76,0,2,1,3,1,0,7,True,Gas,Mixta,65.9,Otoño,12.8,351.17,True,15,Moderate
5682,Casa,131.6,8,5,9.0,Good,C,False,8,False,14.1,2186.22,1,1,3,6,1,0,12,True,Eléctrica,Mixta,76.6,Primavera,21.2,624.93,True,18,Moderate
5683,Departamento,67.5,1,1,13.0,Excellent,E,False,2,False,14.3,919.05,0,1,1,0,1,0,3,True,Eléctrica,LED,68.0,Primavera,18.4,164.36,True,19,Efficient
5684,Casa,64.5,3,2,47.0,Average,E,False,3,True,22.1,1213.24,0,1,0,4,1,0,6,True,Gas,LED,56.9,Invierno,8.2,445.43,True,22,Moderate
5685,Casa,97.1,5,3,78.0,Average,E,False,7,False,13.7,2154.75,4,2,5,7,1,1,20,True,Gas,Mixta,31.4,Primavera,20.2,576.69,True,19,Inefficient
5686,Casa,139.1,3,3,10.0,Poor,A,False,6,False,11.5,2469.36,2,1,6,8,1,0,18,True,Eléctrica,LED,76.5,Primavera,19.5,391.69,True,20,Efficient
5687,Casa,95.1,1,1,56.0,Average,A,False,2,False,12.4,2080.42,1,2,0,0,1,0,4,True,Gas,Mixta,45.3,Otoño,15.0,290.89,True,19,Moderate
5688,Departamento,114.8,4,3,31.0,Good,A,False,7,True,22.4,1480.99,1,1,3,4,1,0,10,True,Gas,Incandescente,68.8,Otoño,15.1,1078.24,True,18,Moderate
5689,Departamento,58.7,1,1,70.0,Poor,E,False,1,True,20.9,1081.26,0,1,0,1,1,1,4,False,Ninguna,Mixta,38.3,Otoño,13.2,419.08,True,19,Inefficient
5690,Pequeño Comercio,119.1,2,3,7.0,Excellent,B,False,3,False,14.5,2155.92,2,2,0,2,0,0,6,True,Eléctrica,LED,100.0,Primavera,21.5,332.01,True,21,Efficient
5691,Pequeño Comercio,53.9,1,1,37.0,Poor,B,False,2,False,8.0,683.31,0,2,4,2,0,0,8,False,Ninguna,LED,62.2,Primavera,22.7,157.07,True,21,Moderate
5692,Pequeño Comercio,38.5,1,1,14.0,Average,A,False,1,False,11.6,666.26,0,2,0,2,0,0,4,False,Ninguna,Mixta,73.0,Otoño,14.0,228.21,True,18,Moderate
5693,Casa,152.8,3,5,31.0,Good,D,False,2,True,24.0,1330.21,0,1,1,3,1,1,7,True,Gas,LED,60.9,Invierno,6.9,567.43,True,18,Moderate
5694,Casa,220.1,3,2,17.0,Good,C,False,4,True,21.3,4587.54,5,2,3,6,1,0,17,False,Ninguna,Incandescente,70.2,Otoño,16.5,1695.85,True,18,Inefficient
5695,Departamento,50.7,1,2,17.0,Average,A,False,1,False,14.6,1330.21,0,1,2,2,1,0,6,True,Eléctrica,Incandescente,68.0,Primavera,19.0,323.61,True,22,Moderate
5696,Departamento,65.0,1,1,5.0,Excellent,B,False,1,True,21.6,994.04,2,1,0,1,1,1,6,False,Ninguna,Mixta,65.6,Verano,27.6,771.2,True,20,Moderate
5697,Casa,148.2,3,1,25.0,Poor,E,False,3,False,11.6,3427.86,4,1,0,2,1,0,8,True,Eléctrica,Mixta,54.3,Invierno,8.3,442.85,True,18,Inefficient
5698,Casa,89.4,2,1,28.0,Good,B,False,1,False,16.8,1562.65,0,1,1,1,1,1,5,True,Eléctrica,Incandescente,89.1,Primavera,18.8,473.55,True,21,Inefficient
5699,Departamento,65.3,3,2,30.0,Excellent,D,False,2,False,13.9,1396.0,0,1,1,1,1,0,4,True,Eléctrica,LED,78.6,Invierno,5.5,223.45,True,20,Moderate
5700,Casa,100.6,4,4,14.0,Excellent,B,False,4,True,17.9,1330.21,1,1,3,5,1,1,12,True,Eléctrica,LED,92.8,Primavera,22.4,480.31,True,21,Efficient
5701,Casa,128.2,3,4,21.0,Excellent,A,False,2,True,21.2,3146.57,1,1,6,2,1,1,12,True,Eléctrica,Mixta,78.2,Primavera,17.6,779.62,True,21,Moderate
5702,Casa,135.1,2,3,17.0,Excellent,E,False,2,True,14.1,2527.35,1,1,2,3,1,1,9,True,Eléctrica,Mixta,83.2,Primavera,16.9,300.2,True,19,Efficient
5703,Departamento,77.7,1,1,6.0,Excellent,C,False,1,False,15.8,876.86,0,2,1,0,1,0,4,False,Ninguna,LED,70.5,Primavera,15.8,206.83,True,17,Efficient
5704,Casa,175.9,8,5,31.0,Average,C,False,8,False,13.1,1302.72,1,1,9,10,1,1,23,True,Gas,Mixta,81.9,Invierno,12.0,814.93,True,17,Moderate
5705,Departamento,53.6,3,2,19.0,Excellent,A,False,1,False,14.0,297.46,1,1,0,2,1,0,5,True,Eléctrica,Incandescente,57.9,Otoño,16.0,353.22,True,19,Moderate
5706,Departamento,42.9,3,2,39.0,Good,E,False,7,False,15.8,1330.21,0,2,4,5,1,0,12,True,Gas,LED,57.6,Primavera,18.6,473.86,True,19,Moderate
5707,Casa,344.5,8,5,21.0,Good,E,False,8,False,8.3,6100.41,0,2,8,5,1,0,16,True,Losa Radiante,Incandescente,74.1,Invierno,11.2,707.38,True,20,Moderate
5708,Casa,95.9,2,1,22.0,Good,B,False,1,True,15.2,3727.23,4,1,0,1,1,0,7,True,Eléctrica,Incandescente,65.8,Invierno,8.6,480.84,True,18,Inefficient
5709,Pequeño Comercio,55.6,1,1,41.0,Poor,A,False,1,False,9.0,1712.92,0,2,1,0,0,0,3,True,Gas,LED,55.3,Verano,31.0,99.83,True,16,Efficient
5710,Casa,72.2,4,2,28.0,Excellent,B,False,7,True,17.0,674.64,0,1,5,5,1,0,12,False,Ninguna,LED,78.8,Otoño,11.7,710.33,True,18,Efficient
5711,Departamento,42.2,1,1,18.0,Excellent,A,False,1,True,17.6,729.14,0,1,0,3,1,0,5,False,Ninguna,Mixta,64.1,Otoño,17.5,250.28,True,21,Efficient
5712,Departamento,50.3,6,3,73.0,Poor,E,False,8,True,13.9,392.06,0,1,7,5,1,0,14,True,Gas,LED,62.2,Invierno,11.8,809.22,True,18,Moderate
5713,Casa,186.9,5,1,33.0,Excellent,B,False,4,True,18.7,1330.21,0,1,6,3,1,0,11,True,Gas,LED,69.5,Invierno,7.6,581.86,True,19,Efficient
5714,Casa,123.1,6,2,50.0,Average,A,False,7,False,11.9,6603.53,4,2,9,5,1,1,22,True,Gas,Incandescente,60.8,Otoño,8.1,1163.95,True,18,Moderate
5715,Casa,117.4,6,4,36.0,Excellent,A,False,3,False,8.0,2475.44,0,2,1,4,1,0,8,True,Gas,Incandescente,58.3,Otoño,14.3,418.19,True,16,Moderate
5716,Casa,106.1,2,3,17.0,Good,B,False,1,False,10.1,1609.79,1,1,0,1,1,1,5,True,Eléctrica,Mixta,83.9,Otoño,15.4,265.98,True,22,Moderate
5717,Casa,123.0,4,4,9.0,Poor,A,True,3,True,19.3,2184.45,2,1,1,5,1,0,10,False,Ninguna,LED,74.2,Verano,28.2,837.48,True,19,Efficient
5718,Casa,50.9,4,3,62.0,Poor,D,False,4,True,16.1,1701.28,1,1,5,2,1,0,10,True,Gas,Mixta,53.4,Invierno,5.5,433.95,True,20,Inefficient
5719,Casa,83.1,2,2,52.0,Poor,D,False,2,False,9.7,1661.19,0,1,3,0,1,0,5,True,Gas,LED,50.2,Verano,25.7,192.43,True,21,Moderate
5720,Departamento,61.7,1,1,12.0,Good,A,False,1,True,18.9,1502.56,0,1,1,2,1,1,6,True,Eléctrica,Incandescente,64.6,Verano,24.0,527.22,True,19,Moderate
5721,Casa,180.4,3,1,12.0,Poor,B,False,1,True,16.4,3260.64,4,1,0,1,1,1,8,True,Eléctrica,Mixta,82.4,Primavera,15.1,500.81,True,21,Inefficient
5722,Departamento,31.8,1,1,14.0,Good,A,False,2,False,14.7,844.21,0,1,4,3,1,1,10,True,Eléctrica,Mixta,87.7,Primavera,26.5,289.65,True,14,Efficient
5723,Casa,89.7,1,1,34.0,Average,A,False,1,False,14.2,1369.12,0,1,0,1,1,0,3,True,Gas,Mixta,57.1,Invierno,9.8,249.96,True,16,Moderate
5724,Casa,132.1,5,4,12.0,Good,B,False,6,False,16.3,2986.52,0,1,8,7,1,1,18,True,Eléctrica,Mixta,80.8,Otoño,12.5,843.87,True,19,Moderate
5725,Departamento,48.6,1,2,16.0,Poor,E,False,3,False,15.4,1116.83,1,1,1,2,1,0,6,True,Eléctrica,Mixta,77.9,Verano,28.4,555.18,True,21,Inefficient
5726,Departamento,79.6,1,1,48.0,Good,D,False,1,False,16.5,482.0,2,1,1,1,1,0,6,True,Gas,Incandescente,46.7,Otoño,18.3,765.07,True,20,Inefficient
5727,Casa,103.8,1,1,69.0,Poor,A,True,3,True,18.3,3782.61,3,1,2,2,1,0,9,False,Ninguna,Mixta,44.1,Invierno,6.5,522.31,True,19,Moderate
5728,Departamento,56.0,2,2,14.0,Poor,E,False,1,True,19.3,1067.89,0,1,1,3,1,0,6,False,Ninguna,LED,90.0,Primavera,22.1,244.7,True,18,Moderate
5729,Departamento,92.8,1,1,56.0,Poor,C,False,1,False,9.1,1878.55,3,1,1,2,1,1,9,False,Ninguna,LED,56.4,Otoño,14.3,186.85,True,19,Moderate
5730,Casa,129.9,5,2,28.0,Poor,E,False,5,False,12.6,3799.02,2,1,2,5,1,0,11,True,Gas,Mixta,53.1,Invierno,6.5,552.62,True,16,Inefficient
5731,Departamento,61.5,1,1,14.0,Poor,E,False,1,True,20.7,2256.24,1,2,0,2,1,0,6,True,Eléctrica,Incandescente,82.7,Invierno,11.9,1074.52,True,20,Inefficient
5732,Departamento,58.9,1,1,17.0,Good,A,False,2,True,18.3,559.02,0,1,2,3,1,0,7,True,Eléctrica,Mixta,70.6,Otoño,19.7,403.08,True,17,Efficient
5733,Casa,110.6,1,1,19.0,Poor,A,False,1,True,22.6,1605.1,1,1,0,2,1,0,5,True,Eléctrica,Incandescente,60.1,Otoño,19.9,577.7,True,19,Inefficient
5734,Casa,182.2,7,3,25.0,Average,D,False,8,False,13.9,1717.11,1,1,4,9,1,0,16,True,Eléctrica,LED,77.5,Otoño,13.2,768.05,True,19,Moderate
5735,Casa,93.9,3,1,28.0,Excellent,B,False,1,True,24.0,561.1,0,1,1,2,1,0,5,True,Eléctrica,LED,66.7,Invierno,5.3,537.83,True,18,Moderate
5736,Casa,114.1,7,4,29.0,Good,E,False,3,False,18.9,4143.07,3,1,3,2,1,0,10,True,Losa Radiante,Mixta,82.9,Invierno,7.7,406.66,True,19,Moderate
5737,Casa,234.8,8,2,25.0,Poor,A,False,8,True,18.6,2683.12,4,2,4,10,1,1,22,True,Eléctrica,Mixta,71.7,Invierno,9.8,1359.17,True,18,Moderate
5738,Departamento,51.4,1,1,44.0,Poor,E,False,1,False,13.9,287.65,0,1,0,1,1,0,3,False,Ninguna,Incandescente,60.2,Otoño,14.9,307.03,True,18,Inefficient
5739,Casa,363.2,8,5,61.0,Average,E,False,2,True,24.0,4102.33,5,1,0,3,1,1,11,True,Gas,Incandescente,42.4,Otoño,16.3,1566.22,True,21,Inefficient
5740,Casa,151.5,2,1,22.0,Good,E,False,1,False,12.5,2995.87,5,1,0,2,1,0,9,True,Eléctrica,Incandescente,61.6,Otoño,12.2,513.25,True,20,Inefficient
5741,Departamento,71.3,2,1,46.0,Excellent,A,False,1,False,16.3,1327.45,0,1,1,1,1,1,5,False,Ninguna,Incandescente,72.7,Invierno,5.7,531.03,True,19,Moderate
5742,Departamento,67.2,1,1,14.0,Good,A,False,4,False,13.9,297.99,0,2,0,3,1,0,6,True,Eléctrica,Mixta,73.6,Invierno,5.2,694.32,True,20,Efficient
5743,Casa,148.8,6,4,47.0,Poor,B,False,4,True,20.8,3002.5,1,1,2,6,1,1,12,True,Gas,Mixta,72.0,Invierno,10.1,687.43,True,18,Moderate
5744,Departamento,74.0,3,5,54.0,Poor,A,False,2,False,10.0,652.99,0,1,0,0,1,0,2,True,Gas,Incandescente,66.7,Otoño,16.4,259.75,True,20,Inefficient
5745,Departamento,74.1,2,2,28.0,Poor,A,False,3,True,14.6,862.35,0,1,0,2,1,0,4,True,Gas,Mixta,47.8,Verano,24.1,330.56,True,20,Moderate
5746,Casa,88.2,2,3,14.0,Good,B,False,2,False,10.7,954.48,1,2,0,0,1,0,4,True,Eléctrica,Incandescente,77.0,Otoño,16.8,186.35,True,15,Efficient
5747,Casa,121.4,4,3,40.0,Poor,B,False,3,False,10.4,1330.21,3,1,2,4,1,1,12,True,Gas,LED,28.6,Otoño,12.9,292.75,True,17,Moderate
5748,Casa,161.5,6,4,7.0,Good,A,True,4,True,22.1,946.35,2,1,3,3,1,0,10,True,Eléctrica,LED,66.0,Primavera,17.0,400.31,True,19,Efficient
5749,Departamento,90.7,5,5,67.0,Average,C,False,7,False,8.9,1701.84,0,1,5,9,1,0,16,True,Gas,Mixta,60.3,Primavera,23.4,395.3,True,19,Moderate
5750,Departamento,35.8,1,2,33.0,Good,A,False,1,True,21.6,1330.21,0,1,1,1,1,0,4,False,Ninguna,Mixta,68.1,Primavera,24.9,320.62,True,17,Moderate
5751,Casa,98.6,3,4,28.0,Poor,A,False,5,False,16.1,1197.54,0,1,2,8,1,0,12,True,Eléctrica,Mixta,80.8,Invierno,7.6,952.46,True,23,Moderate
5752,Casa,156.0,6,5,39.0,Good,A,False,7,False,9.3,1440.19,0,1,6,6,1,1,15,True,Gas,Mixta,44.6,Verano,32.4,531.11,True,18,Efficient
5753,Departamento,63.4,1,1,67.0,Poor,E,False,2,True,15.9,404.56,2,1,1,1,1,0,6,True,Gas,Mixta,50.4,Primavera,13.0,344.8,True,17,Inefficient
5754,Departamento,61.0,2,1,19.0,Good,A,False,1,False,8.0,306.14,0,1,1,0,1,1,4,True,Eléctrica,Mixta,80.6,Verano,29.8,135.27,True,17,Efficient
5755,Departamento,91.5,3,2,18.0,Good,B,False,3,False,13.0,979.81,0,2,0,1,1,0,4,True,Eléctrica,LED,81.5,Invierno,2.6,416.32,True,16,Efficient
5756,Casa,66.2,1,2,60.0,Poor,E,False,2,False,12.9,1675.46,1,1,5,0,1,0,8,True,Gas,Incandescente,53.0,Primavera,24.5,483.91,True,23,Inefficient
5757,Departamento,45.7,1,1,35.0,Poor,A,False,1,True,24.0,2266.87,1,1,1,3,1,0,7,True,Gas,Mixta,61.0,Verano,26.1,579.93,True,16,Inefficient
5758,Departamento,63.1,1,1,44.0,Average,C,False,2,False,17.2,2834.89,0,1,4,1,1,0,7,True,Gas,Incandescente,62.4,Invierno,8.5,660.91,True,18,Inefficient
5759,Pequeño Comercio,74.0,1,1,29.0,Excellent,E,False,3,False,14.5,369.25,1,2,6,0,0,1,10,False,Ninguna,Incandescente,69.6,Verano,28.7,826.86,True,17,Moderate
5760,Casa,135.4,7,3,31.0,Excellent,C,False,8,False,11.1,2568.43,3,2,3,7,1,0,16,True,Gas,Incandescente,65.0,Verano,29.5,777.91,True,16,Moderate
5761,Departamento,85.9,1,1,15.0,Excellent,B,False,1,False,13.9,640.07,0,1,0,0,1,0,2,True,Eléctrica,Mixta,79.2,Verano,23.5,192.41,True,19,Efficient
5762,Casa,67.4,1,2,24.0,Good,B,False,2,False,13.1,1050.57,1,2,1,3,1,0,8,True,Eléctrica,Mixta,70.5,Verano,22.3,282.96,True,22,Efficient
5763,Departamento,63.5,1,1,38.0,Poor,C,False,1,False,8.3,530.67,0,1,1,0,1,0,3,True,Gas,Mixta,49.6,Verano,24.0,123.18,True,17,Moderate
5764,Casa,97.0,1,1,18.0,Excellent,A,False,1,True,21.8,796.52,2,1,0,2,1,0,6,True,Eléctrica,Mixta,65.1,Primavera,20.4,679.73,True,18,Moderate
5765,Departamento,44.6,2,1,23.0,Excellent,A,False,1,False,11.4,1330.21,2,1,2,3,1,0,9,True,Eléctrica,Mixta,73.0,Otoño,18.5,247.36,True,21,Efficient
5766,Casa,104.5,7,5,38.0,Good,D,False,7,True,17.7,1567.7,0,1,3,6,1,0,11,True,Gas,LED,65.3,Otoño,13.0,762.33,True,16,Efficient
5767,Casa,567.3448011453274,8,3,37.0,Excellent,E,False,8,True,22.2,4687.3,4,2,3,9,1,0,19,True,Gas,Mixta,66.9,Otoño,15.3,1854.73,True,19,Moderate
5768,Casa,80.3,2,1,26.0,Excellent,B,False,1,True,21.8,996.97,1,1,1,2,1,0,6,True,Eléctrica,Mixta,64.5,Primavera,22.0,509.95,True,18,Moderate
5769,Casa,256.1,8,1,31.0,Good,A,True,8,False,13.9,2856.7,1,2,7,8,1,0,19,True,Gas,LED,67.1,Primavera,19.2,409.91,True,17,Efficient
5770,Departamento,52.7,1,1,27.0,Average,E,False,3,False,14.3,508.61,0,1,4,2,1,1,9,True,Eléctrica,Mixta,63.1,Invierno,12.9,739.12,True,15,Inefficient
5771,Departamento,62.1,1,1,24.0,Average,A,False,2,False,10.6,927.84,0,2,1,0,1,0,4,True,Eléctrica,Mixta,82.8,Primavera,20.2,218.4,True,19,Efficient
5772,Casa,53.7,1,3,58.0,Poor,E,False,1,False,18.2,1330.21,0,1,1,1,1,0,4,True,Gas,Incandescente,79.2,Otoño,14.2,609.64,True,21,Inefficient
5773,Casa,110.0,1,2,14.0,Good,A,False,1,False,8.6,1022.43,3,1,1,0,1,0,6,True,Eléctrica,Mixta,73.6,Verano,27.4,327.32,True,17,Moderate
5774,Casa,318.7,8,2,23.0,Poor,E,False,6,False,13.9,3950.15,2,2,2,2,1,0,9,True,Eléctrica,LED,66.6,Primavera,21.0,459.75,True,16,Moderate
5775,Casa,185.8,6,5,23.0,Excellent,B,False,8,False,10.9,8149.87,0,1,2,5,1,1,10,False,Ninguna,Mixta,84.0,Invierno,12.3,447.24,True,18,Efficient
5776,Casa,101.2,1,1,41.0,Good,D,False,1,False,11.2,1171.51,1,1,0,1,1,1,5,False,Ninguna,Mixta,50.9,Verano,33.4,266.31,True,17,Moderate
5777,Departamento,68.2,1,1,62.0,Poor,D,False,1,True,21.8,1199.98,0,2,3,1,1,0,7,True,Gas,Mixta,37.5,Otoño,17.3,549.4,True,19,Inefficient
5778,Casa,53.5,1,1,54.0,Poor,D,False,2,False,8.3,1137.35,0,1,1,3,1,0,6,True,Gas,Mixta,34.8,Verano,33.9,165.09,True,17,Inefficient
5779,Departamento,51.9,1,1,30.0,Average,E,False,1,False,9.6,958.58,1,1,0,0,1,0,3,True,Eléctrica,Incandescente,71.0,Verano,25.5,316.98,True,18,Inefficient
5780,Casa,185.0,8,5,55.0,Good,E,False,7,False,12.2,2542.68,3,2,6,3,1,0,15,False,Ninguna,LED,51.8,Invierno,12.9,628.8,True,18,Moderate
5781,Casa,218.1,4,2,50.0,Average,D,False,4,True,18.0,4578.34,3,2,1,7,1,1,15,False,Ninguna,Mixta,59.0,Verano,33.2,1164.9,True,20,Inefficient
5782,Departamento,105.6,4,2,54.0,Poor,A,False,5,False,11.4,717.34,1,2,1,5,1,0,10,True,Gas,Mixta,33.3,Primavera,21.0,488.52,True,19,Moderate
5783,Casa,81.2,2,2,57.0,Average,A,False,3,False,15.3,752.14,0,1,3,1,1,0,6,True,Gas,LED,42.8,Verano,28.6,281.81,True,17,Moderate
5784,Departamento,53.9,1,3,17.0,Good,E,False,2,True,21.3,201.42,1,1,0,4,1,0,7,False,Ninguna,LED,66.7,Invierno,12.2,360.29,True,22,Efficient
5785,Departamento,60.2,1,1,28.0,Good,C,False,1,True,20.4,1343.23,1,1,0,2,1,0,5,False,Ninguna,Mixta,68.8,Verano,24.6,451.17,True,18,Moderate
5786,Casa,195.1,1,1,23.0,Good,B,False,1,True,19.8,2083.14,2,1,3,2,1,0,9,False,Ninguna,LED,62.3,Otoño,14.9,403.61,True,21,Moderate
5787,Departamento,73.6,1,1,65.0,Average,E,False,1,True,24.0,1330.21,1,1,1,1,1,0,5,True,Gas,Mixta,53.8,Primavera,23.2,334.59,True,18,Inefficient
5788,Casa,139.0,4,4,14.0,Poor,B,False,2,True,16.7,2042.62,1,1,3,3,1,1,10,True,Eléctrica,Mixta,87.0,Primavera,25.2,580.99,True,20,Inefficient
5789,Departamento,79.3,2,2,23.0,Good,D,False,4,True,21.9,1323.7,1,2,2,5,1,0,11,True,Eléctrica,LED,86.8,Verano,30.4,646.35,True,20,Moderate
5790,Departamento,39.4,1,1,26.0,Good,D,False,3,True,21.0,745.44,0,2,3,7,1,0,13,True,Eléctrica,Mixta,69.4,Otoño,16.4,620.01,True,16,Moderate
5791,Casa,121.7,3,1,4.0,Good,A,False,1,True,20.2,1495.51,1,1,1,1,1,0,5,True,Eléctrica,LED,69.9,Otoño,10.4,282.61,True,19,Moderate
5792,Casa,116.5,6,3,36.0,Excellent,E,False,1,True,14.9,982.3,1,1,1,2,1,0,6,True,Gas,Incandescente,65.2,Primavera,16.3,543.69,True,16,Inefficient
5793,Departamento,73.1,2,1,33.0,Poor,D,False,2,False,12.0,797.65,0,1,3,2,1,0,7,True,Gas,Mixta,50.9,Otoño,22.7,348.51,True,20,Inefficient
5794,Casa,55.7,2,1,21.0,Good,A,False,1,False,14.3,1007.73,1,1,1,2,1,0,6,True,Eléctrica,Incandescente,75.1,Invierno,5.6,665.37,True,15,Moderate
5795,Casa,121.7,2,3,30.0,Good,C,False,1,False,10.2,544.14,0,1,1,1,1,0,4,True,Eléctrica,Incandescente,72.3,Primavera,15.9,230.82,True,19,Moderate
5797,Departamento,96.7,2,1,55.0,Poor,B,False,4,True,18.6,4034.62,1,1,0,3,1,1,7,True,Gas,LED,66.7,Invierno,4.9,507.56,True,18,Moderate
5798,Departamento,43.6,2,1,15.0,Poor,C,False,4,False,10.1,1330.21,0,1,1,2,1,1,6,True,Eléctrica,LED,80.9,Otoño,12.8,236.28,True,17,Moderate
5799,Casa,71.0,1,1,13.0,Excellent,B,False,2,True,21.0,598.29,1,1,5,1,1,0,9,False,Ninguna,LED,79.6,Otoño,15.5,336.85,True,20,Efficient
5800,Pequeño Comercio,99.7,1,1,11.0,Good,C,False,1,False,16.1,1330.21,2,2,0,0,0,0,4,True,Eléctrica,Mixta,63.8,Verano,27.0,584.72,True,22,Inefficient
5801,Departamento,40.5,1,3,30.0,Poor,A,False,3,False,12.3,774.28,0,1,4,1,1,0,7,False,Ninguna,Incandescente,70.0,Otoño,14.9,487.35,True,18,Moderate
5802,Departamento,65.8,2,1,28.0,Good,A,False,1,False,13.4,816.53,1,1,1,1,1,0,5,True,Eléctrica,Incandescente,66.9,Primavera,20.9,247.04,True,22,Moderate
5803,Casa,108.4,3,3,38.0,Good,E,False,1,True,20.7,2338.5,2,2,0,1,1,0,6,False,Ninguna,Mixta,67.0,Otoño,12.1,342.51,True,19,Inefficient
5804,Departamento,82.7,4,3,2.0,Poor,D,False,3,False,15.3,378.91,0,1,1,1,1,0,4,False,Ninguna,LED,66.5,Otoño,19.8,332.69,True,18,Moderate
5805,Departamento,68.0,2,3,14.0,Good,C,False,2,True,21.0,1330.21,5,1,1,2,1,0,10,False,Ninguna,Mixta,82.7,Primavera,26.0,684.64,True,19,Moderate
5806,Departamento,61.2,3,1,32.0,Good,E,False,1,False,10.8,1070.72,1,1,2,3,1,0,8,True,Gas,Mixta,85.2,Invierno,8.9,197.57,True,23,Moderate
5807,Departamento,65.9,4,2,12.0,Good,B,False,5,True,15.6,1816.0,0,1,4,7,1,0,13,False,Ninguna,LED,73.9,Invierno,8.7,369.18,True,19,Efficient
5808,Departamento,47.0,1,1,23.0,Poor,E,False,1,True,16.4,992.83,0,1,0,1,1,0,3,True,Eléctrica,Mixta,61.9,Primavera,15.7,207.21,True,19,Inefficient
5809,Casa,151.8,3,3,21.0,Excellent,E,False,3,False,21.4,2237.14,2,1,3,5,1,0,12,True,Eléctrica,Mixta,65.0,Otoño,10.8,834.15,True,17,Moderate
5810,Departamento,50.2,1,1,20.0,Excellent,B,False,2,True,15.4,510.69,1,1,2,2,1,0,7,True,Eléctrica,Incandescente,69.8,Verano,28.0,835.98,True,23,Moderate
5811,Casa,103.4,6,5,31.0,Excellent,E,False,5,False,8.0,2695.29,1,2,3,4,1,1,12,True,Gas,Incandescente,98.0,Otoño,14.5,310.03,True,19,Moderate
5812,Departamento,59.4,1,1,57.0,Average,A,False,1,False,8.0,570.4,0,1,2,1,1,0,5,True,Gas,Mixta,75.4,Invierno,10.7,219.54,True,18,Moderate
5813,Departamento,38.6,1,1,28.0,Good,E,False,1,False,14.3,458.91,0,1,0,1,1,0,3,True,Eléctrica,Mixta,62.0,Verano,23.5,284.02,True,22,Inefficient
5814,Casa,194.9,5,1,53.0,Excellent,C,False,2,False,14.5,1016.96,3,1,3,1,1,0,9,True,Gas,Incandescente,35.5,Invierno,11.9,588.78,True,19,Moderate
5815,Departamento,83.7,1,1,30.0,Good,B,False,2,True,24.0,1161.44,1,1,2,2,1,0,7,False,Ninguna,Mixta,69.5,Invierno,2.5,721.89,True,16,Moderate
5816,Casa,145.4,1,2,15.0,Excellent,A,False,1,True,18.6,3165.28,2,1,1,1,1,0,6,True,Eléctrica,Mixta,82.9,Verano,24.9,771.98,True,20,Moderate
