id,tipo_vivienda,metros_cuadrados,habitaciones,baños,antiguedad_vivienda,aislamiento,eficiencia_construccion,paneles_solares,cantidad_personas,trabajo_remoto,horas_en_casa,ingreso_mensual,aires_acondicionados,heladeras,televisores,computadoras,lavadoras,secadoras,cantidad_equipos,calefaccion,tipo_calefaccion,tipo_iluminacion,electrodomesticos_eficientes,factor_estacional,temperatura_media,consumo_kwh,uso_horario_pico,horas_alto_consumo,tarifa_kwh,costo_estimado,energy_efficiency_score,categoria
5444,Casa,190.8,4,2,11.0,Good,A,False,5,False,14.9,1340.73,0,2,3,2,1,0,11,True,Eléctrica,Mixta,81.9,Verano,31.0,439.78,False,13,0.175,76.96,59.44,Moderado
5445,Casa,93.8,3,1,16.0,Excellent,A,False,3,False,11.4,2647.38,0,2,0,1,1,0,10,True,Eléctrica,LED,73.4,Verano,25.1,198.79,False,11,0.193,38.37,30.19,Eficiente
5446,Casa,103.2,5,5,28.0,Excellent,E,False,7,True,20.7,1159.75,3,1,2,7,1,0,17,False,Ninguna,Incandescente,63.3,Verano,26.8,1676.26,True,21,0.21,352.01,182.31,Ineficiente
5447,Casa,107.0,1,1,27.0,Good,E,False,2,False,11.2,1825.53,1,1,0,0,1,0,5,False,Ninguna,Mixta,75.9,Otoño,12.9,179.36,True,19,0.171,30.67,67.04,Ineficiente
5448,Casa,143.8,4,3,,Good,A,False,5,False,13.5,3359.01,1,2,2,5,1,1,16,False,Ninguna,LED,75.7,Invierno,9.8,404.12,False,13,0.185,74.76,37.18,Eficiente
5449,Casa,112.7,1,1,34.0,Good,A,False,3,True,17.5,1148.75,1,2,2,4,1,0,17,True,Gas,LED,68.2,Verano,26.7,530.31,True,22,0.167,88.56,59.58,Moderado
5450,Casa,126.3,4,3,19.0,Excellent,D,False,3,False,,1248.82,0,1,2,2,1,1,10,True,Eléctrica,Incandescente,79.3,Primavera,15.0,519.77,False,13,0.196,101.87,82.61,Ineficiente
5451,Departamento,63.6,3,2,41.0,Excellent,E,False,3,False,11.2,924.84,0,1,2,3,1,0,10,True,Gas,LED,59.6,Primavera,18.0,239.45,False,11,0.203,48.61,36.2,Eficiente
5452,Departamento,50.4,1,1,,Excellent,E,False,1,True,24.0,,1,1,1,4,1,0,11,True,Eléctrica,LED,72.8,Primavera,17.5,241.22,True,21,0.157,37.87,39.97,Eficiente
5453,Casa,139.8,5,5,44.0,Good,D,False,5,False,13.8,,2,2,1,3,1,1,17,True,Gas,Mixta,56.4,Primavera,19.5,546.76,True,22,0.128,69.99,63.76,Moderado
5454,Casa,129.9,6,3,33.0,Excellent,B,False,4,False,8.0,1885.28,2,1,0,2,1,0,10,True,Gas,LED,68.2,Invierno,7.5,156.87,False,18,0.186,29.18,25.4,Eficiente
5455,Casa,135.0,6,1,32.0,Poor,E,False,4,False,16.0,4210.33,3,1,2,3,1,1,15,True,Gas,Mixta,64.4,Invierno,11.8,548.74,False,7,0.187,102.61,47.78,Moderado
5456,Casa,77.3,1,2,53.0,Poor,D,False,1,False,15.7,4292.1,0,1,0,1,1,0,8,True,Gas,Mixta,46.5,Otoño,14.5,331.54,True,20,0.234,77.58,72.5,Ineficiente
5457,Departamento,31.4,1,1,13.0,Average,A,False,2,False,15.2,886.24,0,1,1,1,1,0,6,True,Eléctrica,LED,86.4,Primavera,17.5,155.19,True,20,0.151,23.43,44.64,Moderado
5458,Departamento,48.3,3,2,12.0,Excellent,B,False,5,False,8.0,464.23,0,1,2,3,1,0,15,True,Eléctrica,Incandescente,89.1,Invierno,8.0,461.34,True,18,0.172,79.35,52.1,Moderado
5459,Departamento,78.5,1,1,10.0,Excellent,C,False,2,True,22.4,1081.68,0,2,1,3,1,0,15,False,Ninguna,Mixta,85.3,Otoño,11.8,648.55,False,15,0.178,115.44,69.37,Ineficiente
5460,Casa,68.7,2,2,51.0,Average,E,False,2,False,16.6,685.51,0,1,0,3,1,0,11,True,Gas,Mixta,45.7,Verano,28.7,424.2,False,16,0.18,76.36,66.27,Moderado
5461,Casa,113.8,5,5,37.0,Average,E,False,5,False,10.5,770.06,1,1,5,5,1,0,20,True,Gas,Mixta,66.9,Invierno,13.1,329.3,True,18,0.204,67.18,26.18,Eficiente
5462,Casa,171.8,5,2,32.0,Poor,E,False,4,False,11.4,3410.04,3,1,5,2,1,1,19,False,Ninguna,LED,54.3,Verano,27.6,628.12,True,17,0.198,124.37,57.0,Moderado
5463,Casa,196.2,5,4,11.0,Excellent,B,False,1,False,11.1,3489.38,0,2,0,1,1,0,8,True,Eléctrica,Mixta,85.3,Verano,26.0,249.07,True,20,0.174,43.34,57.05,Moderado
5464,Casa,154.5,3,1,33.0,Poor,E,False,1,False,16.2,,2,1,1,1,1,0,10,True,Gas,LED,60.3,Otoño,13.6,294.04,True,19,0.176,51.75,55.92,Moderado
5465,Casa,105.9,3,2,16.0,Average,D,False,3,False,8.2,690.38,0,1,4,3,1,0,14,True,Eléctrica,Mixta,69.3,Otoño,12.0,207.93,True,20,0.194,40.34,29.3,Eficiente
5466,Departamento,66.9,3,1,17.0,Excellent,D,False,2,False,13.3,1111.29,0,1,3,0,1,0,9,True,Eléctrica,Incandescente,75.5,Invierno,7.1,431.34,True,14,0.156,67.29,68.96,Ineficiente
5467,Departamento,90.4,5,2,37.0,Poor,E,False,6,False,17.1,1063.06,0,1,6,5,1,1,18,True,Gas,LED,69.2,Invierno,2.6,450.18,True,19,0.136,61.22,46.62,Moderado
5468,Departamento,62.1,1,1,41.0,Average,B,False,1,False,15.5,2330.35,1,1,2,1,1,0,12,True,Gas,Mixta,64.2,Otoño,11.1,272.84,True,17,0.167,45.56,36.63,Eficiente
5469,Casa,111.3,2,1,,Good,C,False,2,False,13.3,1485.94,2,1,1,0,1,0,9,True,Eléctrica,Incandescente,71.0,Primavera,23.9,388.69,True,19,0.157,61.02,77.13,Ineficiente
5470,Casa,106.3,1,2,12.0,Poor,A,False,1,False,8.8,838.73,1,1,1,1,1,0,8,True,Eléctrica,LED,84.2,Otoño,12.9,152.59,True,18,0.182,27.77,33.95,Eficiente
5471,Departamento,69.7,1,1,12.0,Good,B,False,1,False,9.6,,0,1,1,2,1,0,12,True,Eléctrica,LED,71.5,Otoño,18.8,140.33,False,14,0.189,26.52,16.53,Eficiente
5472,Departamento,42.1,5,2,15.0,Excellent,B,False,8,False,12.1,345.4,0,1,5,8,1,0,16,True,Eléctrica,Mixta,59.1,Invierno,6.5,654.45,False,16,0.209,136.78,67.52,Ineficiente
5473,Departamento,45.7,1,1,49.0,Good,C,False,3,False,9.0,478.18,1,1,2,2,1,0,13,True,Gas,Mixta,81.5,Verano,30.9,310.48,True,17,0.196,60.85,39.56,Eficiente
5474,Departamento,42.8,1,1,64.0,Poor,B,False,1,False,16.7,688.96,0,1,1,4,1,0,14,True,Gas,LED,37.0,Otoño,14.0,221.92,True,19,0.171,37.95,28.92,Eficiente
5475,Departamento,60.9,2,3,24.0,Excellent,B,False,1,True,18.3,2894.59,0,1,1,1,1,0,15,True,Eléctrica,Mixta,65.6,Primavera,12.9,405.29,True,18,0.146,59.17,45.62,Moderado
5476,Departamento,79.8,1,1,24.0,Good,D,False,2,True,20.2,645.65,2,1,0,2,1,0,6,True,Eléctrica,Mixta,56.0,Invierno,7.0,483.63,True,20,0.194,93.82,147.44,Ineficiente
5477,Casa,220.8,8,5,15.0,Poor,A,False,8,False,11.7,3296.85,2,1,9,7,1,0,25,True,Eléctrica,Mixta,67.2,Verano,23.1,651.01,True,17,0.186,121.09,44.69,Moderado
5478,Casa,154.0,2,1,54.0,Poor,E,False,1,False,18.0,6097.89,3,1,0,0,1,1,9,True,Gas,Incandescente,66.3,Verano,27.5,1110.88,True,16,0.161,178.85,201.22,Ineficiente
5479,Casa,252.2,8,4,34.0,Good,A,False,5,True,22.0,,4,1,2,4,1,0,18,True,Gas,Mixta,49.0,Invierno,8.0,901.1,True,21,0.204,183.82,91.68,Ineficiente
5480,Casa,118.5,2,1,12.0,Excellent,A,False,1,False,12.4,2143.89,3,1,1,3,1,0,16,False,Ninguna,LED,84.2,Invierno,7.9,234.13,False,12,0.168,39.33,22.04,Eficiente
5481,Casa,137.1,4,4,26.0,Good,B,False,5,False,14.7,3656.02,3,1,5,3,1,0,14,True,Eléctrica,Mixta,86.9,Primavera,17.6,574.22,True,17,0.185,106.23,69.28,Ineficiente
5482,Departamento,74.6,4,4,33.0,Poor,B,False,7,True,19.0,888.82,1,2,2,11,1,0,22,True,Gas,Mixta,71.7,Primavera,21.5,894.17,False,12,0.138,123.4,59.88,Moderado
5483,Departamento,78.7,3,2,46.0,Poor,E,False,2,False,15.0,1901.89,0,1,2,2,1,0,8,True,Gas,LED,67.0,Verano,30.5,266.85,False,7,0.182,48.57,42.32,Eficiente
5484,Departamento,56.6,1,1,22.0,Good,B,False,3,True,22.6,833.73,0,1,0,3,1,0,7,True,Eléctrica,Mixta,79.3,Otoño,16.0,350.98,True,18,0.162,56.86,83.92,Ineficiente
5485,Casa,132.1,3,1,16.0,Poor,A,False,3,False,9.5,1397.95,2,2,3,3,1,0,15,True,Eléctrica,Mixta,65.0,Verano,26.8,559.24,False,9,0.155,86.68,51.52,Moderado
5486,Casa,75.9,1,1,11.0,Poor,C,False,2,False,11.6,1836.37,0,1,3,0,1,0,10,True,Eléctrica,Incandescente,86.6,Invierno,8.8,511.0,True,19,0.202,103.22,94.92,Ineficiente
5487,Departamento,59.4,2,2,41.0,Average,B,False,2,False,9.5,852.79,0,1,1,3,1,1,13,False,Ninguna,Mixta,61.0,Primavera,21.6,174.49,False,17,0.156,27.22,22.11,Eficiente
5488,Casa,66.5,1,1,20.0,Excellent,A,False,1,False,12.6,792.62,2,1,0,2,1,0,13,True,Eléctrica,Mixta,70.5,Invierno,12.0,301.05,False,15,0.192,57.8,41.07,Eficiente
5489,Casa,138.8,5,2,,Poor,B,True,3,True,17.2,1391.05,0,1,2,3,1,0,10,True,Eléctrica,Incandescente,65.5,Invierno,5.6,536.77,True,18,0.186,99.84,93.08,Ineficiente
5490,Casa,133.2,2,1,1.0,Good,B,False,2,True,19.4,1845.38,0,2,1,4,1,1,13,True,Eléctrica,LED,60.6,Verano,30.8,450.3,True,17,0.17,76.55,52.61,Moderado
5491,Departamento,70.0,1,1,33.0,Poor,E,False,3,False,10.4,416.39,0,2,0,3,1,0,11,True,Gas,Mixta,66.6,Invierno,6.7,305.83,False,13,0.162,49.54,39.81,Eficiente
5492,Departamento,97.5,3,1,10.0,Excellent,A,False,1,True,24.0,,3,1,0,2,1,0,14,False,Ninguna,LED,90.7,Otoño,24.1,376.33,True,17,0.183,68.87,46.09,Moderado
5493,Casa,91.7,3,1,33.0,Average,D,False,4,False,13.4,1067.42,0,2,2,3,1,0,14,True,Gas,Mixta,64.7,Otoño,15.2,460.5,True,20,0.21,96.7,62.53,Moderado
5494,Departamento,65.2,1,1,30.0,Average,D,False,1,False,13.7,792.45,0,1,1,1,1,0,8,True,Eléctrica,Mixta,84.0,Verano,23.9,220.4,False,9,0.182,40.11,38.05,Eficiente
5495,Casa,154.2,3,2,44.0,Excellent,E,True,3,False,12.9,2325.01,0,1,1,4,1,0,12,True,Gas,Incandescente,61.5,Primavera,18.3,412.96,False,18,0.171,70.62,65.3,Moderado
5496,Casa,115.8,1,1,46.0,Good,B,True,4,False,8.0,3089.15,3,2,3,4,1,0,20,True,Gas,LED,75.0,Invierno,11.4,136.88,False,15,0.156,21.35,8.17,Eficiente
5497,Casa,179.5,1,1,62.0,Poor,E,False,1,True,17.4,1361.03,2,1,1,2,1,0,8,True,Gas,Mixta,82.2,Otoño,10.2,379.27,True,14,0.188,71.3,75.78,Ineficiente
5498,Departamento,44.7,1,1,33.0,Good,D,False,4,False,12.9,577.91,0,2,2,1,1,0,15,True,Gas,Incandescente,74.1,Primavera,17.4,524.34,True,16,0.196,102.77,60.31,Moderado
5499,Departamento,40.7,1,1,11.0,Good,B,False,1,False,8.9,428.5,0,1,1,0,1,0,8,True,Eléctrica,LED,66.6,Invierno,11.5,159.76,True,18,0.197,31.47,34.99,Eficiente
5500,Casa,91.8,3,1,21.0,Excellent,B,False,6,True,20.1,1614.91,1,2,7,5,1,0,26,True,Eléctrica,Mixta,64.6,Primavera,20.6,1051.66,False,19,0.161,169.32,71.34,Ineficiente
5501,Departamento,74.3,2,2,17.0,Good,B,False,1,False,12.8,2098.73,0,1,0,2,1,0,8,True,Eléctrica,Mixta,,Primavera,15.0,240.2,False,16,0.142,34.11,51.18,Moderado
5502,Casa,76.7,1,2,11.0,Excellent,A,False,2,False,13.0,519.36,0,1,1,1,1,0,9,True,Eléctrica,Mixta,65.6,Invierno,12.4,355.25,False,11,0.166,58.97,51.54,Moderado
5503,Casa,31.7,1,1,,Good,B,False,1,False,13.6,208.17,0,1,1,1,1,0,11,True,Eléctrica,LED,84.1,Verano,31.9,146.16,True,18,0.184,26.89,21.36,Eficiente
5504,Departamento,101.4,2,1,15.0,Average,A,False,1,False,14.3,824.0,0,1,0,2,1,0,14,True,Eléctrica,LED,91.0,Primavera,17.0,242.25,False,9,0.137,33.19,27.36,Eficiente
5505,Casa,114.2,4,5,20.0,Good,C,False,2,True,20.6,904.52,1,1,1,3,1,0,11,False,Ninguna,LED,83.0,Verano,28.7,538.84,True,20,0.205,110.46,89.91,Ineficiente
5506,Departamento,84.5,7,4,62.0,Poor,D,False,5,True,18.8,2741.31,1,2,3,5,1,0,18,False,Ninguna,Mixta,50.8,Verano,26.7,1122.61,True,18,0.205,230.14,106.92,Ineficiente
5507,Casa,110.5,1,1,22.0,Excellent,B,False,1,True,14.6,1470.9,0,1,0,2,1,0,9,False,Ninguna,Mixta,69.5,Otoño,17.0,301.8,True,18,0.17,51.31,59.59,Moderado
5508,Departamento,77.0,3,2,15.0,Good,E,False,1,False,8.0,545.76,4,1,2,1,1,0,12,False,Ninguna,Incandescente,66.3,Invierno,10.4,273.34,False,13,0.184,50.29,37.92,Eficiente
5509,Departamento,84.8,2,2,40.0,Good,C,False,4,True,19.1,,2,1,2,2,1,1,14,True,Gas,Incandescente,42.8,Verano,24.9,1146.42,True,20,0.205,235.02,149.05,Ineficiente
5510,Departamento,75.9,2,2,27.0,Excellent,E,False,2,False,8.2,848.59,0,2,1,0,1,0,12,True,Eléctrica,Incandescente,57.2,Primavera,20.9,327.94,True,19,0.222,72.8,51.99,Moderado
5511,Departamento,68.6,3,2,37.0,Average,A,False,4,False,10.4,289.36,0,2,3,2,1,0,14,True,Gas,Mixta,50.1,Primavera,19.4,366.25,True,19,0.213,78.01,44.93,Moderado
5512,Casa,181.8,3,2,52.0,Poor,A,False,3,False,14.0,1631.88,2,1,2,4,1,0,17,True,Gas,Mixta,52.4,Verano,20.8,665.92,False,11,0.195,129.85,58.06,Moderado
5513,Casa,164.2,4,3,5.0,Good,D,False,7,False,9.7,2679.64,2,1,1,6,1,0,14,True,Eléctrica,Mixta,86.1,Invierno,10.9,335.83,False,12,0.207,69.52,42.09,Eficiente
5514,Departamento,77.6,2,1,8.0,Good,C,False,3,True,16.5,1041.34,2,1,1,3,1,0,14,True,Eléctrica,LED,76.3,Primavera,19.3,351.31,True,18,0.147,51.64,45.47,Moderado
5515,Casa,517.0745375640797,2,1,36.0,Average,C,False,3,False,14.2,2311.35,3,1,0,0,1,0,9,True,Gas,Mixta,61.4,Otoño,14.7,419.47,False,14,0.208,87.25,74.08,Ineficiente
5516,Departamento,68.2,1,1,20.0,Poor,C,False,1,True,21.9,961.62,1,2,0,1,1,1,7,False,Ninguna,Mixta,60.8,Primavera,21.5,413.39,True,21,0.185,76.48,110.26,Ineficiente
5517,Departamento,58.2,1,1,20.0,Good,B,False,1,False,16.6,835.22,0,1,3,1,1,0,10,True,Eléctrica,Incandescente,72.5,Otoño,12.0,504.45,False,11,0.176,88.78,74.24,Ineficiente
5518,Casa,247.1,7,2,19.0,Poor,B,False,8,False,10.2,1997.2,3,1,1,5,1,0,15,False,Ninguna,LED,71.5,Invierno,9.3,446.25,True,19,0.187,83.45,55.33,Moderado
5519,Casa,90.0,1,2,58.0,Average,E,False,1,True,18.1,880.52,1,1,1,1,1,0,11,True,Gas,Mixta,56.7,Verano,26.8,727.28,True,21,0.162,117.82,119.8,Ineficiente
5520,Departamento,72.8,3,3,24.0,Good,D,False,6,False,11.0,1421.54,0,2,7,2,1,0,15,True,Eléctrica,LED,86.9,Verano,25.9,306.74,True,16,0.183,56.13,33.15,Eficiente
5521,Departamento,56.2,1,1,6.0,Good,C,False,1,False,15.8,1325.1,0,1,0,1,1,0,12,False,Ninguna,LED,100.0,Invierno,11.7,293.15,False,13,0.181,53.06,36.67,Eficiente
5522,Departamento,85.1,1,1,32.0,Poor,A,False,3,False,12.1,1344.14,2,2,2,2,1,1,11,True,Gas,Incandescente,69.8,Verano,25.1,881.02,True,18,0.188,165.63,141.61,Ineficiente
5523,Pequeño Comercio,221.9,6,2,55.0,Poor,E,False,8,False,9.9,3196.13,2,3,5,5,0,0,20,True,Gas,Mixta,65.2,Verano,25.2,729.97,True,18,0.161,117.53,66.29,Moderado
5524,Casa,201.0,6,1,17.0,Poor,E,False,8,False,9.2,,3,2,6,3,1,0,26,True,Eléctrica,LED,85.1,Verano,26.3,851.28,False,20,0.22,187.28,55.64,Moderado
5525,Casa,128.1,5,4,5.0,Good,C,False,5,False,8.0,2268.33,2,1,2,7,1,0,17,True,Eléctrica,LED,88.0,Otoño,12.6,211.78,True,19,0.161,34.1,23.53,Eficiente
5526,Casa,108.2,3,1,14.0,Good,E,False,3,False,14.3,1300.1,2,1,3,4,1,0,21,True,Eléctrica,Incandescente,49.3,Verano,29.3,1077.33,False,9,0.182,196.07,69.81,Ineficiente
5527,Departamento,76.9,5,2,55.0,Poor,E,False,6,False,11.0,779.25,0,2,0,5,1,1,13,True,Gas,Mixta,51.7,Primavera,18.6,405.41,True,20,0.195,79.05,57.42,Moderado
5528,Departamento,67.9,3,3,26.0,Good,E,False,1,True,22.2,315.17,1,1,0,1,1,0,7,True,Eléctrica,LED,69.8,Invierno,8.5,530.55,True,19,0.178,94.44,137.41,Ineficiente
5529,Casa,265.3,7,2,16.0,Good,D,False,8,True,23.4,2219.66,4,1,2,5,1,0,17,True,Eléctrica,LED,81.7,Otoño,13.3,846.93,True,18,0.167,141.44,82.36,Ineficiente
5530,Casa,106.5,4,2,43.0,Poor,E,False,7,False,10.9,614.6,1,2,8,6,1,0,30,True,Gas,Mixta,59.2,Verano,28.4,731.58,False,8,0.208,152.17,26.14,Eficiente
5531,Departamento,73.0,6,4,68.0,Average,E,False,4,False,13.6,324.12,0,1,3,3,1,0,12,True,Gas,Mixta,45.4,Otoño,18.2,406.73,False,18,0.204,82.97,50.48,Moderado
5532,Departamento,58.2,5,1,52.0,Excellent,E,False,5,False,8.0,1074.72,0,2,4,1,1,0,9,True,Gas,Mixta,47.3,Otoño,16.4,220.51,True,19,0.163,35.94,42.49,Eficiente
5533,Departamento,61.5,3,3,11.0,Excellent,B,False,1,False,9.8,1405.3,0,1,1,1,1,0,12,True,Eléctrica,Incandescente,67.6,Invierno,12.0,457.16,True,23,0.172,78.63,72.63,Ineficiente
5534,Casa,133.6,5,2,14.0,Good,A,False,6,False,13.1,732.99,0,1,3,7,1,0,17,False,Ninguna,LED,80.4,Primavera,25.2,365.71,False,7,0.191,69.85,36.24,Eficiente
5535,Casa,151.2,6,2,11.0,Poor,A,False,4,False,12.2,4260.42,5,2,4,10,1,1,27,True,Losa Radiante,Mixta,69.3,Primavera,17.5,591.2,True,20,0.184,108.78,39.74,Eficiente
5536,Departamento,65.7,1,1,36.0,Poor,D,False,2,False,11.7,762.76,1,2,3,2,1,1,14,True,Gas,LED,69.9,Otoño,16.8,272.39,False,13,0.191,52.03,35.3,Eficiente
5537,Pequeño Comercio,86.5,4,1,34.0,Good,E,False,3,False,,2919.69,1,2,2,3,0,1,12,True,Gas,Mixta,62.8,Primavera,19.0,394.01,True,21,0.195,76.83,59.37,Moderado
5538,Departamento,39.3,3,1,60.0,Good,E,False,2,True,20.1,528.51,0,2,1,3,1,0,9,True,Gas,Mixta,47.9,Otoño,18.8,300.79,True,13,0.19,57.15,53.59,Moderado
5539,Casa,136.8,7,1,13.0,Good,B,False,8,False,8.3,1596.65,2,1,3,9,1,0,23,True,Eléctrica,Mixta,74.5,Primavera,14.0,543.82,False,19,0.175,95.17,36.65,Eficiente
5540,Casa,212.6,3,1,51.0,Average,D,False,8,True,21.9,6883.69,5,2,6,7,1,1,27,True,Gas,Mixta,64.7,Invierno,10.6,1385.16,False,12,0.163,225.78,76.1,Ineficiente
5541,Casa,212.8,6,3,10.0,Good,B,False,6,True,23.1,2037.33,1,1,5,4,1,1,21,True,Eléctrica,Incandescente,68.0,Verano,25.8,1571.23,True,17,0.184,289.11,122.99,Ineficiente
5542,Casa,149.8,7,5,34.0,Excellent,A,False,4,False,14.8,5072.23,5,2,1,3,1,0,18,True,Gas,LED,80.1,Invierno,3.5,505.81,True,19,0.192,97.12,55.7,Moderado
5543,Departamento,46.1,3,2,72.0,Poor,E,False,4,True,21.7,1067.82,0,2,6,2,1,0,17,True,Gas,Mixta,40.0,Otoño,19.1,755.64,True,21,0.181,136.77,78.41,Ineficiente
5544,Departamento,59.6,1,2,39.0,Good,D,False,1,True,16.8,641.6,0,1,2,3,1,0,8,True,Gas,Mixta,64.6,Invierno,7.0,240.83,True,22,0.177,42.63,52.98,Moderado
5545,Departamento,60.4,1,2,26.0,Good,C,False,1,True,22.6,675.32,0,1,1,1,1,0,14,False,Ninguna,Mixta,84.2,Otoño,13.3,446.03,True,19,0.152,67.8,54.14,Moderado
5546,Casa,167.9,3,5,31.0,Good,E,False,1,False,10.3,2734.94,2,1,1,0,1,0,8,False,Ninguna,Incandescente,,Otoño,8.0,280.17,False,12,0.17,47.63,51.81,Moderado
5547,Departamento,65.1,1,1,26.0,Excellent,D,False,1,False,13.2,1369.24,1,1,0,1,1,0,11,True,Eléctrica,LED,76.8,Otoño,13.0,192.19,False,14,0.226,43.43,23.75,Eficiente
5548,Casa,84.4,3,1,53.0,Poor,E,False,1,False,17.3,1820.06,1,1,0,2,1,0,10,True,Gas,Mixta,59.7,Verano,31.3,511.22,False,6,0.153,78.22,62.86,Moderado
5549,Casa,90.4,2,1,40.0,Excellent,A,False,2,False,15.4,719.56,1,2,0,0,1,0,10,False,Ninguna,Mixta,58.4,Invierno,5.8,280.8,False,14,0.184,51.67,43.45,Moderado
5550,Departamento,101.2,7,5,38.0,Good,E,False,7,False,8.6,1178.97,1,2,6,2,1,0,15,True,Gas,Incandescente,45.7,Verano,20.3,436.33,False,16,0.191,83.34,43.46,Moderado
5551,Casa,94.2,2,2,24.0,Good,C,False,3,True,20.2,2010.85,0,1,1,2,1,1,11,True,Eléctrica,Mixta,66.0,Verano,32.6,509.81,True,22,0.183,93.3,88.18,Ineficiente
5552,Departamento,85.6,2,1,13.0,Good,E,False,4,False,15.7,1829.13,3,1,3,5,1,0,19,False,Ninguna,Mixta,,Invierno,7.6,663.52,False,18,0.179,118.77,59.11,Moderado
5553,Casa,216.3,8,5,43.0,Good,E,False,7,False,14.9,3522.84,4,2,6,2,1,1,19,True,Gas,Mixta,69.3,Primavera,19.5,990.11,True,19,0.157,155.45,95.13,Ineficiente
5554,Casa,109.1,1,2,44.0,Excellent,E,False,2,False,14.4,1390.63,1,1,0,3,1,1,16,True,Gas,Mixta,,Invierno,6.8,572.36,False,10,0.164,93.87,46.73,Moderado
5555,Pequeño Comercio,112.8,3,2,23.0,Good,A,False,5,False,11.9,1420.4,0,3,1,7,0,0,16,True,Eléctrica,Mixta,73.5,Primavera,20.2,470.26,False,11,0.165,77.59,47.01,Moderado
5556,Casa,149.2,6,3,59.0,Poor,E,True,3,True,24.0,7033.47,3,1,2,2,1,0,14,False,Ninguna,Incandescente,56.3,Primavera,15.8,781.18,True,16,0.206,160.92,89.03,Ineficiente
5557,Casa,99.7,2,1,25.0,Excellent,B,False,2,False,16.0,,0,1,2,1,1,0,13,True,Eléctrica,LED,77.0,Invierno,9.1,458.77,True,20,0.211,96.8,68.92,Ineficiente
5558,Departamento,93.1,4,3,,Poor,C,False,1,False,15.9,616.69,0,1,2,2,1,1,11,True,Gas,LED,68.1,Primavera,20.1,205.29,False,16,0.186,38.18,26.92,Eficiente
5559,Casa,64.8,1,1,64.0,Good,E,False,2,True,21.4,2070.24,0,1,2,3,1,0,13,True,Gas,Mixta,57.1,Primavera,14.5,508.56,True,21,0.176,89.51,75.67,Ineficiente
5560,Casa,79.0,1,1,25.0,Poor,B,False,2,True,18.8,3952.93,3,1,3,4,1,0,13,True,Eléctrica,LED,91.6,Invierno,8.6,661.49,True,19,0.17,112.45,89.06,Ineficiente
5561,Departamento,42.9,1,1,29.0,Excellent,B,False,1,False,15.3,512.3,0,1,2,1,1,0,8,True,Eléctrica,Mixta,69.4,Primavera,18.1,246.74,False,12,0.176,43.43,47.09,Moderado
5562,Departamento,72.3,1,1,26.0,Excellent,B,False,1,True,19.1,1377.0,0,1,0,2,1,1,13,True,Eléctrica,LED,,Verano,29.6,299.13,True,23,0.171,51.15,49.87,Moderado
5563,Casa,104.4,4,5,,Poor,C,False,2,False,10.8,1970.91,3,1,1,2,1,1,14,True,Gas,Mixta,38.5,Verano,25.6,676.46,True,20,0.166,112.29,88.62,Ineficiente
5564,Casa,99.6,2,1,33.0,Average,B,False,4,False,14.7,1666.47,1,2,7,3,1,0,20,False,Ninguna,Mixta,80.4,Primavera,24.1,471.38,True,15,0.181,85.32,41.72,Eficiente
5565,Departamento,53.5,2,2,,Poor,A,False,1,False,14.6,935.31,0,1,1,0,1,0,10,True,Gas,Incandescente,56.4,Otoño,13.3,524.67,False,16,0.185,97.06,82.19,Ineficiente
5566,Casa,164.5,4,2,17.0,Excellent,A,False,3,True,20.4,2360.37,3,1,2,2,1,0,15,True,Eléctrica,LED,78.1,Invierno,2.9,524.03,True,21,0.163,85.42,62.79,Moderado
5567,Pequeño Comercio,131.9,3,3,56.0,Poor,E,False,5,False,9.1,4539.83,5,3,6,2,0,0,26,True,Gas,Incandescente,61.1,Primavera,17.7,722.38,True,18,0.162,117.03,46.06,Moderado
5568,Casa,46.8,3,3,16.0,Good,A,True,4,False,12.1,770.64,0,1,4,2,1,0,14,False,Ninguna,Mixta,83.6,Invierno,9.5,179.91,True,15,0.189,34.0,24.62,Eficiente
5569,Departamento,61.2,3,5,31.0,Excellent,A,False,2,True,22.3,785.53,1,1,3,2,1,0,12,True,Gas,LED,61.1,Verano,26.7,447.33,True,17,0.163,72.91,68.99,Ineficiente
5570,Casa,57.9,2,1,28.0,Average,B,False,1,False,10.0,771.69,1,1,3,0,1,1,12,True,Eléctrica,Mixta,77.9,Otoño,15.6,191.21,False,10,0.173,33.08,24.87,Eficiente
5571,Casa,114.4,2,1,7.0,Poor,A,True,1,False,13.9,6670.41,2,1,0,0,1,1,7,False,Ninguna,LED,88.8,Otoño,14.5,77.37,False,12,0.177,13.69,16.79,Eficiente
5572,Casa,139.2,7,1,33.0,Poor,E,False,1,False,9.5,,2,1,1,0,1,1,10,False,Ninguna,LED,78.1,Otoño,15.0,934.6843584449618,False,10,0.155,21.13,26.77,Eficiente
5573,Casa,103.9,7,5,42.0,Poor,D,False,7,True,20.1,721.35,0,1,9,5,1,0,26,True,Gas,LED,52.3,Verano,28.9,1020.37,True,19,0.168,171.42,70.94,Ineficiente
5574,Departamento,79.5,1,1,70.0,Average,D,False,1,True,23.6,756.29,0,1,1,1,1,0,6,False,Ninguna,Mixta,65.8,Primavera,12.6,198.95,True,16,0.187,37.2,57.28,Moderado
