tipo_vivienda,cantidad_equipos,horas_alto_consumo,consumo_kwh,categoria
Departamento,9,15,456.92,Efficient
Departamento,9,19,367.05,Efficient
Departamento,5,20,744.38,Moderate
Departamento,13,23,840.76,Moderate
Casa,5,17,844.21,Inefficient
Casa,4,22,330.72,Moderate
Pequeño Comercio,2,17,154.28,Efficient
Departamento,6,21,432.44,Moderate
Casa,7,19,683.34,Moderate
Casa,7,15,347.55,Moderate
Departamento,4,16,305.3,Efficient
Casa,9,19,655.69,Moderate
Casa,9,15,707.34,Inefficient
Casa,15,18,315.84,Efficient
Casa,7,16,677.7,Moderate
Casa,10,22,553.33,Moderate
Casa,8,20,377.52,Efficient
Departamento,11,18,458.29,Efficient
Casa,4,20,242.31,Inefficient
Casa,7,23,294.31,Efficient
Casa,15,16,658.65,Moderate
Departamento,6,17,931.67,Moderate
Departamento,2,21,154.58,Moderate
Departamento,8,16,431.11,Moderate
Departamento,12,19,628.6,Efficient
Casa,4,17,237.2,Inefficient
Departamento,9,16,560.61,Efficient
Casa,13,20,1460.64,Inefficient
Departamento,15,17,426.69,Moderate
Casa,9,19,416.43,Efficient
Casa,10,21,437.91,Moderate
Departamento,10,19,577.82,Moderate
Casa,6,17,264.36,Inefficient
Casa,8,17,386.0,Moderate
Departamento,4,17,207.29,Efficient
Casa,6,16,217.14,Efficient
Casa,8,20,465.15,Efficient
Departamento,3,19,173.79,Moderate
Pequeño Comercio,14,17,508.41,Moderate
Casa,3,20,178.09,Moderate
Departamento,4,17,238.5,Inefficient
Casa,16,22,1458.32,Moderate
Casa,11,20,428.89,Efficient
Departamento,7,18,355.69,Efficient
Casa,5,18,223.51,Efficient
Pequeño Comercio,5,21,468.98,Moderate
Departamento,8,17,258.79,Efficient
Pequeño Comercio,15,16,792.3,Moderate
Casa,5,21,255.74,Inefficient
Casa,10,21,198.95,Efficient
Casa,7,15,416.19,Inefficient
Departamento,7,20,242.06,Inefficient
Departamento,8,18,737.26,Moderate
Departamento,5,14,222.81,Moderate
Casa,14,20,1528.55,Moderate
Departamento,8,17,369.41,Moderate
Casa,5,20,160.35,Moderate
Departamento,13,19,587.09,Efficient
Departamento,13,18,429.49,Moderate
Casa,10,19,696.97,Moderate
Departamento,9,18,647.56,Inefficient
Departamento,6,17,223.41,Moderate
Departamento,4,17,193.02,Moderate
Departamento,6,19,414.23,Efficient
Departamento,7,19,201.64,Efficient
Casa,3,22,199.91,Inefficient
Casa,9,18,663.99,Moderate
Departamento,3,22,158.16,Moderate
Casa,13,19,1213.23,Moderate
Casa,4,18,433.78,Inefficient
Casa,4,18,385.21,Inefficient
Pequeño Comercio,20,14,812.97,Inefficient
Departamento,4,18,329.94,Moderate
Departamento,4,19,177.11,Moderate
Casa,12,19,700.69,Efficient
Departamento,6,20,733.6,Inefficient
Casa,9,20,458.17,Efficient
Departamento,12,23,570.13,Moderate
Departamento,7,19,172.59,Efficient
Departamento,9,19,634.02,Inefficient
Casa,17,21,967.06,Moderate
Casa,17,20,620.03,Efficient
Casa,9,18,506.73,Efficient
Departamento,9,19,831.37,Moderate
Casa,16,15,1334.17,Moderate
Casa,9,19,372.07,Inefficient
Casa,4,19,335.05,Moderate
Departamento,7,15,558.83,Moderate
Casa,8,20,525.18,Inefficient
Departamento,5,20,239.2,Efficient
Casa,9,21,819.47,Moderate
Casa,12,18,276.67,Moderate
Departamento,10,19,478.24,Efficient
Casa,16,17,523.79,Efficient
Casa,9,21,488.07,Moderate
Casa,4,19,263.08,Inefficient
Casa,11,20,859.37,Efficient
Departamento,8,18,288.08,Efficient
Casa,4,18,311.35,Inefficient
Casa,12,19,731.48,Moderate
Casa,19,16,1603.18,Inefficient
Casa,7,19,189.98,Efficient
Casa,12,19,535.18,Inefficient
Departamento,4,18,295.32,Moderate
Casa,10,17,407.78,Moderate
Casa,4,19,327.56,Inefficient
Departamento,6,22,686.93,Moderate
Casa,13,18,590.72,Inefficient
Departamento,4,18,99.91,Efficient
Departamento,3,18,154.8,Efficient
Departamento,6,15,865.88,Moderate
Casa,3,20,392.68,Moderate
Departamento,8,20,344.63,Moderate
Departamento,16,20,1442.59,Inefficient
Pequeño Comercio,9,19,420.13,Inefficient
Casa,8,19,683.18,Efficient
Casa,11,17,1086.79,Moderate
Casa,3,18,128.23,Efficient
Departamento,5,18,95.3,Efficient
Casa,9,18,730.42,Moderate
Departamento,6,19,322.96,Efficient
Casa,2,19,194.18,Efficient
Departamento,3,18,184.24,Inefficient
Departamento,10,17,721.42,Efficient
Pequeño Comercio,3,17,134.69,Efficient
Departamento,5,20,169.35,Efficient
Departamento,3,18,139.93,Moderate
Casa,16,20,481.09,Efficient
Departamento,3,17,299.42,Moderate
Pequeño Comercio,8,15,398.4,Moderate
Casa,7,15,615.49,Inefficient
Pequeño Comercio,15,20,576.03,Moderate
Casa,12,18,379.37,Efficient
Departamento,6,19,414.02,Moderate
Casa,7,17,177.1,Moderate
Departamento,10,18,530.32,Inefficient
Casa,7,20,233.28,Moderate
Departamento,2,14,291.96,Moderate
Departamento,21,17,841.5,Moderate
Casa,9,18,390.47,Efficient
Departamento,6,20,412.65,Moderate
Departamento,5,18,934.2,Moderate
Departamento,3,17,349.45,Inefficient
Casa,16,22,242.89,Efficient
Casa,11,19,728.81,Inefficient
Departamento,6,20,449.31,Inefficient
Casa,5,18,430.35,Moderate
Departamento,4,17,170.31,Moderate
Casa,16,14,336.41,Efficient
Pequeño Comercio,5,20,533.8,Inefficient
Departamento,3,20,336.3,Inefficient
Pequeño Comercio,17,22,854.85,Inefficient
Casa,4,17,287.0,Moderate
Departamento,6,16,383.95,Moderate
Casa,15,19,349.06,Moderate
Casa,10,15,383.86,Moderate
Casa,6,18,267.04,Efficient
Casa,9,17,578.0,Moderate
Casa,9,22,815.36,Inefficient
Casa,8,18,267.81,Inefficient
Casa,6,21,290.9,Moderate
Casa,21,20,565.56,Moderate
Casa,12,18,766.72,Inefficient
Casa,18,17,397.86,Efficient
Casa,13,14,963.87,Efficient
Pequeño Comercio,21,19,1426.71,Moderate
Casa,17,16,685.3,Moderate
Pequeño Comercio,9,21,512.2,Efficient
Departamento,6,20,526.02,Moderate
Departamento,12,21,450.91,Moderate
Casa,11,18,525.56,Efficient
Departamento,6,17,723.36,Inefficient
Casa,13,17,915.9,Moderate
Casa,10,19,545.42,Moderate
Casa,3,20,126.81,Inefficient
Departamento,7,17,635.51,Moderate
Casa,8,16,793.48,Efficient
Casa,11,18,468.71,Moderate
Casa,5,19,747.1,Moderate
Casa,11,19,627.52,Moderate
Casa,4,18,392.45,Inefficient
Casa,14,21,804.83,Efficient
Casa,4,17,581.66,Moderate
Departamento,4,20,362.13,Inefficient
Casa,3,22,409.29,Inefficient
Departamento,7,20,424.45,Moderate
Casa,6,20,862.75,Moderate
Casa,5,17,447.82,Moderate
Departamento,15,18,516.34,Moderate
Departamento,8,17,1122.29,Inefficient
Casa,6,18,308.45,Inefficient
Casa,9,17,120.16,Efficient
Departamento,4,19,93.04,Moderate
Casa,16,21,1356.54,Moderate
Casa,12,16,855.29,Moderate
Departamento,5,18,344.96,Moderate
Departamento,7,20,335.66,Efficient
Departamento,5,21,184.15,Moderate
Departamento,18,18,497.86,Moderate
Departamento,10,20,366.4,Efficient
Departamento,6,17,103.47,Efficient
Casa,10,17,767.51,Inefficient
Casa,4,17,195.97,Moderate
Departamento,3,19,289.91,Inefficient
Casa,17,17,346.58,Efficient
Casa,12,18,462.23,Moderate
Casa,9,19,448.15,Moderate
Casa,5,17,132.19,Efficient
Casa,7,20,263.87,Moderate
Casa,17,21,958.51,Moderate
Casa,16,19,573.36,Efficient
Pequeño Comercio,15,19,570.38,Moderate
Departamento,3,17,251.04,Inefficient
Casa,8,21,223.51,Moderate
Departamento,6,18,814.76,Inefficient
Pequeño Comercio,10,16,540.4,Moderate
Departamento,4,21,306.6,Moderate
Departamento,2,18,166.43,Inefficient
Casa,11,19,433.29,Moderate
Casa,16,17,344.89,Moderate
Casa,9,19,392.1,Inefficient
Casa,12,19,753.03,Moderate
Departamento,5,20,291.91,Inefficient
Casa,6,16,185.7,Efficient
Casa,6,18,502.68,Moderate
Departamento,7,19,356.37,Efficient
Casa,5,19,162.5,Efficient
Casa,4,19,369.68,Moderate
Casa,4,19,676.83,Inefficient
Departamento,7,17,268.75,Inefficient
Casa,7,18,252.0,Efficient
Departamento,6,19,269.13,Moderate
Casa,7,19,337.28,Inefficient
Casa,6,18,248.43,Efficient
Casa,13,18,715.43,Efficient
Departamento,4,16,179.88,Efficient
Casa,8,18,750.38,Inefficient
Casa,6,19,252.7,Inefficient
Departamento,3,20,324.44,Inefficient
Casa,9,20,229.5,Efficient
Casa,6,20,446.01,Inefficient
Casa,8,17,985.88,Inefficient
Departamento,6,17,773.19,Inefficient
Casa,14,18,427.54,Efficient
Pequeño Comercio,3,21,264.61,Moderate
Casa,6,17,494.21,Inefficient
Casa,9,17,1030.52,Inefficient
Departamento,3,16,570.65,Inefficient
Pequeño Comercio,10,21,476.41,Efficient
Casa,6,22,840.84,Inefficient
Casa,3,18,117.8,Efficient
Casa,5,19,258.71,Inefficient
Departamento,7,16,605.47,Efficient
Departamento,6,20,240.51,Moderate
Departamento,8,19,587.78,Inefficient
Casa,16,22,327.72,Efficient
Casa,12,19,598.81,Moderate
Casa,15,21,741.97,Efficient
Departamento,3,18,125.43,Efficient
Casa,5,17,286.79,Moderate
Casa,10,18,549.37,Inefficient
Departamento,17,18,348.13,Moderate
Departamento,6,19,353.95,Moderate
Casa,3,18,535.63,Moderate
Departamento,5,15,287.12,Moderate
Departamento,2,16,382.63,Inefficient
Casa,10,19,432.02,Inefficient
Departamento,7,17,248.83,Moderate
Departamento,5,19,252.96,Moderate
Departamento,6,15,225.75,Inefficient
Departamento,7,20,659.73,Inefficient
Departamento,7,19,288.74,Moderate
Casa,3,19,362.68,Moderate
Casa,6,16,322.94,Efficient
Casa,4,18,269.64,Inefficient
Departamento,4,18,192.41,Moderate
Casa,4,21,273.78,Moderate
Casa,16,20,808.01,Efficient
Departamento,6,17,337.5,Inefficient
Casa,11,20,636.81,Efficient
Casa,10,17,198.45,Efficient
Casa,8,21,328.36,Inefficient
Departamento,5,19,274.96,Inefficient
Casa,11,20,284.99,Efficient
Casa,11,16,875.28,Inefficient
Departamento,6,19,179.07,Moderate
Casa,5,19,228.72,Efficient
Casa,16,20,412.42,Inefficient
Casa,10,21,283.83,Moderate
Departamento,5,16,149.9,Moderate
Departamento,6,16,287.44,Inefficient
Casa,5,17,248.31,Efficient
Casa,6,19,221.28,Efficient
Casa,13,17,452.76,Inefficient
Departamento,10,20,383.08,Moderate
Casa,14,20,909.69,Moderate
Casa,6,19,654.72,Inefficient
Casa,10,18,753.82,Efficient
Casa,8,19,508.07,Moderate
Casa,6,17,1037.84,Inefficient
Casa,19,18,1281.17,Moderate
Casa,12,18,467.05,Moderate
Casa,11,20,574.05,Efficient
Casa,5,14,243.61,Efficient
Departamento,5,19,283.31,Moderate
Departamento,8,16,327.68,Efficient
Casa,11,18,121.07,Efficient
Casa,6,18,183.22,Moderate
Casa,13,20,650.77,Moderate
Casa,5,16,162.03,Moderate
Casa,7,17,389.61,Efficient
Departamento,8,19,467.47,Moderate
Departamento,4,17,318.35,Moderate
Departamento,4,17,247.69,Inefficient
Casa,14,20,418.28,Efficient
Casa,7,20,441.95,Inefficient
Departamento,4,17,335.27,Moderate
Casa,6,18,281.25,Moderate
Departamento,4,17,214.6,Efficient
Departamento,9,20,241.94,Efficient
Casa,16,16,590.07,Moderate
Casa,16,22,429.79,Moderate
Casa,3,21,197.43,Moderate
Casa,16,21,627.77,Moderate
Departamento,6,19,179.01,Efficient
Departamento,5,18,455.64,Inefficient
Departamento,8,18,266.36,Efficient
Departamento,5,22,625.64,Inefficient
Casa,10,15,282.77,Inefficient
Departamento,4,17,244.23,Moderate
Casa,11,19,842.65,Moderate
Departamento,4,17,209.3,Moderate
Departamento,12,20,646.7,Moderate
Casa,6,17,148.49,Inefficient
Departamento,7,18,446.38,Moderate
Casa,3,16,314.72,Moderate
Casa,10,21,750.31,Moderate
Casa,3,19,602.57,Moderate
Departamento,2,17,290.07,Moderate
Casa,6,16,373.92,Inefficient
Departamento,3,19,570.9,Inefficient
Casa,3,18,355.65,Inefficient
Casa,12,23,632.95,Moderate
Casa,9,18,553.51,Inefficient
Casa,13,21,774.83,Moderate
Casa,20,20,664.4,Inefficient
Casa,4,18,158.68,Moderate
Casa,12,18,728.09,Moderate
Departamento,5,18,326.42,Moderate
Casa,6,19,162.23,Efficient
Departamento,8,18,301.47,Moderate
Casa,4,21,222.7,Efficient
Casa,18,23,1702.51,Moderate
Departamento,5,22,313.85,Moderate
Casa,7,19,239.55,Moderate
Departamento,5,19,672.96,Inefficient
Casa,10,21,444.41,Efficient
Departamento,5,19,531.93,Inefficient
Pequeño Comercio,14,17,396.12,Moderate
Casa,12,16,321.96,Moderate
Casa,5,21,449.54,Inefficient
Departamento,11,18,243.07,Efficient
Departamento,3,19,187.22,Efficient
Departamento,5,16,316.04,Moderate
Departamento,7,18,254.48,Inefficient
Casa,3,19,76.95,Moderate
Casa,10,19,459.97,Efficient
Departamento,12,17,955.09,Moderate
Departamento,4,18,742.12,Inefficient
Casa,8,15,329.75,Efficient
Departamento,5,22,856.07,Inefficient
Casa,8,23,713.11,Moderate
Casa,3,19,285.16,Moderate
Casa,4,18,213.12,Efficient
Casa,4,22,228.94,Efficient
Casa,11,13,726.02,Efficient
Casa,9,16,716.32,Moderate
Departamento,2,19,94.59,Efficient
Casa,13,17,643.65,Efficient
Casa,6,21,410.1,Moderate
Casa,10,18,386.25,Moderate
Departamento,7,19,324.93,Moderate
Casa,13,19,887.95,Inefficient
Casa,6,20,3149.482037455241,Efficient
Casa,6,19,898.74,Inefficient
Departamento,4,19,463.31,Inefficient
Casa,6,17,260.0,Inefficient
Casa,3,20,171.53,Efficient
Departamento,4,18,361.44,Efficient
Casa,7,20,716.26,Inefficient
Casa,7,18,149.77,Efficient
Casa,14,20,954.46,Moderate
Casa,9,18,949.45,Inefficient
Departamento,9,20,304.85,Moderate
Departamento,7,21,357.92,Moderate
Casa,19,21,855.94,Moderate
Casa,8,19,439.78,Efficient
Casa,4,15,884.2719070561551,Efficient
Casa,14,16,1676.26,Moderate
Casa,3,14,179.36,Moderate
Casa,12,23,404.12,Efficient
Casa,10,17,530.31,Efficient
Casa,7,19,519.77,Moderate
Departamento,7,21,239.45,Efficient
Departamento,8,21,241.22,Moderate
Casa,10,16,546.76,Moderate
Casa,6,18,156.87,Efficient
Casa,11,19,548.74,Inefficient
Casa,3,18,331.54,Inefficient
Departamento,4,16,155.19,Efficient
Departamento,7,20,461.34,Efficient
Departamento,7,18,648.55,Moderate
Casa,5,17,424.2,Inefficient
Casa,13,20,329.3,Moderate
Casa,13,19,628.12,Inefficient
Casa,4,17,249.07,Efficient
Casa,6,18,294.04,Inefficient
Casa,9,20,924.9291092820883,Moderate
Departamento,5,18,431.34,Moderate
Departamento,14,13,450.18,Moderate
Departamento,6,21,272.84,Moderate
Casa,5,20,388.69,Moderate
Casa,5,18,152.59,Moderate
Departamento,5,20,140.33,Efficient
Departamento,15,17,654.45,Efficient
Departamento,7,16,310.48,Efficient
Departamento,7,17,221.92,Moderate
Departamento,4,21,405.29,Moderate
Departamento,6,15,483.63,Moderate
Casa,20,16,651.01,Moderate
Casa,6,16,1110.88,Inefficient
Casa,12,21,901.1,Moderate
Casa,9,18,234.13,Efficient
Departamento,17,21,894.17,Moderate
Departamento,6,21,266.85,Moderate
Departamento,5,17,350.98,Efficient
Casa,11,19,559.24,Moderate
Departamento,7,18,174.49,Moderate
Casa,6,19,301.05,Efficient
Casa,7,18,536.77,Moderate
Casa,9,19,450.3,Efficient
Departamento,6,19,305.83,Inefficient
Departamento,7,20,376.33,Efficient
Casa,8,18,460.5,Moderate
Departamento,4,20,220.4,Moderate
Casa,7,19,412.96,Efficient
Casa,13,17,136.88,Efficient
Casa,7,22,379.27,Inefficient
Departamento,6,19,524.34,Moderate
Departamento,3,20,159.76,Efficient
Casa,16,18,1051.66,Efficient
Departamento,4,20,240.2,Moderate
Casa,4,19,355.25,Efficient
Casa,4,13,146.16,Efficient
Departamento,4,19,242.25,Efficient
Casa,7,21,538.84,Efficient
Departamento,12,18,1122.61,Inefficient
Casa,4,19,301.8,Efficient
Departamento,9,20,273.34,Inefficient
Departamento,9,20,1146.42,Moderate
Departamento,4,18,327.94,Moderate
Departamento,8,18,366.25,Moderate
Casa,10,20,665.92,Moderate
Casa,11,17,335.83,Moderate
Departamento,8,19,351.31,Efficient
Casa,5,15,419.47,Moderate
Departamento,6,17,413.39,Inefficient
Departamento,6,18,504.45,Inefficient
Casa,11,17,446.25,Moderate
Casa,5,21,727.28,Inefficient
Departamento,12,19,306.74,Efficient
Departamento,3,15,293.15,Moderate
Departamento,10,19,881.02,Inefficient
Pequeño Comercio,15,18,729.97,Inefficient
Casa,15,21,851.28,Moderate
Casa,13,17,211.78,Efficient
Casa,11,17,1077.33,Inefficient
Departamento,9,16,405.41,Inefficient
Departamento,4,19,530.55,Inefficient
Casa,13,18,846.93,Efficient
Casa,18,20,731.58,Inefficient
Departamento,8,19,406.73,Inefficient
Departamento,8,17,220.51,Moderate
Departamento,4,19,457.16,Moderate
Casa,12,16,365.71,Efficient
Casa,23,17,591.2,Moderate
Departamento,10,16,272.39,Moderate
Pequeño Comercio,9,17,394.01,Moderate
Departamento,7,20,300.79,Inefficient
Casa,16,19,2419.059049727241,Efficient
Casa,22,16,1385.16,Moderate
Casa,13,21,1571.23,Moderate
Casa,12,19,505.81,Efficient
Departamento,11,18,755.64,Inefficient
Departamento,7,18,240.83,Moderate
Departamento,4,17,446.03,Moderate
Casa,5,15,280.17,Inefficient
Departamento,4,18,192.19,Efficient
Casa,5,20,511.22,Inefficient
Casa,4,17,280.8,Efficient
Departamento,12,15,436.33,Moderate
Casa,6,16,509.81,Moderate
Departamento,13,20,663.52,Moderate
Casa,16,17,990.11,Moderate
Casa,7,19,572.36,Moderate
Pequeño Comercio,11,16,470.26,Efficient
Casa,9,17,781.18,Inefficient
Casa,5,18,458.77,Efficient
Departamento,7,16,205.29,Moderate
Casa,7,21,508.56,Moderate
Casa,12,18,661.49,Moderate
Departamento,5,19,246.74,Efficient
Departamento,5,23,299.13,Efficient
Casa,9,15,676.46,Inefficient
Casa,14,19,471.38,Moderate
Departamento,3,21,524.67,Inefficient
Casa,9,15,524.03,Efficient
Pequeño Comercio,16,15,722.38,Inefficient
Casa,8,16,179.91,Efficient
Departamento,8,20,447.33,Efficient
Casa,7,18,191.21,Moderate
Casa,5,16,77.37,Efficient
Casa,6,19,136.31,Moderate
Casa,16,21,1020.37,Moderate
Departamento,4,23,198.95,Moderate
Departamento,3,18,324.32,Moderate
Casa,11,20,475.36,Inefficient
Casa,10,16,363.24,Efficient
Casa,10,18,750.65,Inefficient
Casa,21,19,1035.0,Inefficient
Departamento,2,22,99.36,Efficient
Casa,11,20,947.1,Inefficient
Casa,20,15,764.69,Moderate
Departamento,7,18,484.69,Moderate
Casa,15,20,528.74,Moderate
Casa,2,22,174.54,Moderate
Departamento,6,21,465.6,Efficient
Departamento,4,22,145.97,Moderate
Casa,8,21,223.84,Efficient
Casa,17,20,603.14,Efficient
Casa,22,19,1119.06,Moderate
Departamento,5,20,511.12,Inefficient
Pequeño Comercio,14,16,451.15,Moderate
Departamento,9,16,1052.66,Inefficient
Departamento,6,20,201.44,Efficient
Pequeño Comercio,4,15,228.13,Efficient
Departamento,7,20,480.5,Moderate
Casa,5,23,876.06,Moderate
Casa,17,19,608.9,Inefficient
Casa,8,20,398.54,Efficient
Casa,13,18,457.08,Efficient
Departamento,6,17,308.84,Inefficient
Casa,11,20,672.81,Efficient
Casa,18,18,954.68,Efficient
Casa,20,22,634.96,Efficient
Casa,6,18,269.74,Inefficient
Departamento,8,19,574.82,Moderate
Casa,15,19,1033.53,Moderate
Casa,4,19,861.37,Inefficient
Departamento,9,16,415.25,Efficient
Departamento,15,20,1062.61,Inefficient
Casa,5,19,141.63,Moderate
Casa,13,17,1796.99,Inefficient
Departamento,11,19,1112.51,Moderate
Casa,8,21,352.51,Efficient
Casa,4,20,303.14,Moderate
Casa,12,19,1026.81,Moderate
Casa,18,20,2523.69,Inefficient
Departamento,9,16,378.6,Efficient
Departamento,6,17,579.24,Inefficient
Departamento,5,18,231.02,Moderate
Casa,7,18,561.92,Moderate
Departamento,3,16,138.88,Moderate
Departamento,17,20,776.65,Efficient
Casa,8,21,254.23,Efficient
Departamento,11,18,306.05,Efficient
Casa,7,20,404.92,Inefficient
Departamento,6,20,684.69,Inefficient
Departamento,7,17,303.35,Moderate
Casa,17,15,1206.08,Efficient
Casa,15,20,991.41,Moderate
Departamento,15,18,457.61,Efficient
Casa,8,20,233.03,Efficient
Casa,10,21,408.56,Efficient
Casa,12,15,569.54,Inefficient
Departamento,6,18,133.81,Efficient
Casa,3,14,485.95,Moderate
Casa,6,19,212.39,Efficient
Departamento,7,20,510.46,Moderate
Casa,4,18,220.87,Moderate
Casa,8,18,494.46,Efficient
Casa,5,18,261.44,Moderate
Departamento,10,17,990.73,Inefficient
Departamento,11,19,392.82,Moderate
Departamento,11,17,350.1,Efficient
Departamento,4,18,322.34,Inefficient
Casa,14,14,2160.6929543933074,Efficient
Casa,12,18,180.85,Moderate
Pequeño Comercio,4,22,347.1,Moderate
Pequeño Comercio,14,22,793.9,Inefficient
Departamento,3,16,133.45,Efficient
Departamento,7,20,128.74,Efficient
Casa,15,13,1206.48,Inefficient
Casa,16,19,1541.04,Inefficient
Casa,19,20,1372.89,Moderate
Departamento,8,15,373.11,Efficient
Casa,9,18,524.34,Moderate
Casa,3,15,157.39,Efficient
Departamento,8,18,574.93,Inefficient
Departamento,5,17,465.23,Inefficient
Casa,7,16,344.99,Efficient
Casa,14,18,521.6,Moderate
Casa,9,19,666.05,Inefficient
Departamento,4,18,275.83,Moderate
Casa,3,16,117.77,Efficient
Casa,14,21,1042.62,Inefficient
Casa,9,19,628.0,Moderate
Casa,14,18,579.93,Moderate
Pequeño Comercio,9,12,475.27,Efficient
Departamento,5,22,953.02,Inefficient
Casa,3,23,75.06,Moderate
Departamento,5,18,229.55,Moderate
Casa,12,16,434.26,Efficient
Casa,3,17,271.87,Inefficient
Departamento,7,22,708.52,Inefficient
Departamento,12,19,870.82,Moderate
Casa,3,19,85.07,Efficient
Casa,6,20,237.3,Moderate
Casa,9,20,593.88,Efficient
Casa,7,17,507.24,Inefficient
Casa,7,15,351.17,Moderate
Casa,12,18,624.93,Moderate
Departamento,3,19,164.36,Efficient
Casa,6,22,445.43,Moderate
Casa,20,19,576.69,Inefficient
Casa,18,20,391.69,Efficient
Casa,4,19,290.89,Moderate
Departamento,10,18,1078.24,Moderate
Departamento,4,19,419.08,Inefficient
Pequeño Comercio,6,21,332.01,Efficient
Pequeño Comercio,8,21,157.07,Moderate
Pequeño Comercio,4,18,228.21,Moderate
Casa,7,18,567.43,Moderate
Casa,17,18,1695.85,Inefficient
Departamento,6,22,323.61,Moderate
Departamento,6,20,771.2,Moderate
Casa,8,18,442.85,Inefficient
Casa,5,21,473.55,Inefficient
Departamento,4,20,223.45,Moderate
Casa,12,21,480.31,Efficient
Casa,12,21,779.62,Moderate
Casa,9,19,300.2,Efficient
Departamento,4,17,206.83,Efficient
Casa,23,17,814.93,Moderate
Departamento,5,19,353.22,Moderate
Departamento,12,19,473.86,Moderate
Casa,16,20,707.38,Moderate
Casa,7,18,480.84,Inefficient
Pequeño Comercio,3,16,99.83,Efficient
Casa,12,18,710.33,Efficient
Departamento,5,21,250.28,Efficient
Departamento,14,18,809.22,Moderate
Casa,11,19,581.86,Efficient
Casa,22,18,1163.95,Moderate
Casa,8,16,418.19,Moderate
Casa,5,22,265.98,Moderate
Casa,10,19,837.48,Efficient
Casa,10,20,433.95,Inefficient
Casa,5,21,192.43,Moderate
Departamento,6,19,527.22,Moderate
Casa,8,21,500.81,Inefficient
Departamento,10,14,289.65,Efficient
Casa,3,16,249.96,Moderate
Casa,18,19,843.87,Moderate
Departamento,6,21,555.18,Inefficient
Departamento,6,20,765.07,Inefficient
Casa,9,19,522.31,Moderate
Departamento,6,18,244.7,Moderate
Departamento,9,19,186.85,Moderate
Casa,11,16,552.62,Inefficient
Departamento,6,20,1074.52,Inefficient
Departamento,7,17,403.08,Efficient
Casa,5,19,577.7,Inefficient
Casa,16,19,768.05,Moderate
Casa,5,18,537.83,Moderate
Casa,10,19,406.66,Moderate
Casa,22,18,1359.17,Moderate
Departamento,3,18,307.03,Inefficient
Casa,11,21,1566.22,Inefficient
Casa,9,20,513.25,Inefficient
Departamento,5,19,531.03,Moderate
Departamento,6,20,694.32,Efficient
Casa,12,18,687.43,Moderate
Departamento,2,20,259.75,Inefficient
Departamento,4,20,330.56,Moderate
Casa,4,15,186.35,Efficient
Casa,12,17,292.75,Moderate
Casa,10,19,400.31,Efficient
Departamento,16,19,395.3,Moderate
Departamento,4,17,320.62,Moderate
Casa,12,23,952.46,Moderate
Casa,15,18,531.11,Efficient
Departamento,6,17,344.8,Inefficient
Departamento,4,17,135.27,Efficient
Departamento,4,16,416.32,Efficient
Casa,8,23,483.91,Inefficient
Departamento,7,16,579.93,Inefficient
Departamento,7,18,660.91,Inefficient
Pequeño Comercio,10,17,826.86,Moderate
Casa,16,16,777.91,Moderate
Departamento,2,19,192.41,Efficient
Casa,8,22,282.96,Efficient
Departamento,3,17,123.18,Moderate
Casa,6,18,679.73,Moderate
Departamento,9,21,247.36,Efficient
Casa,11,16,762.33,Efficient
Casa,19,19,1854.73,Moderate
Casa,6,18,509.95,Moderate
Casa,19,17,409.91,Efficient
Departamento,9,15,739.12,Inefficient
Departamento,4,19,218.4,Efficient
Casa,4,21,609.64,Inefficient
Casa,6,17,327.32,Moderate
Casa,9,16,459.75,Moderate
Casa,10,18,447.24,Efficient
Casa,5,17,266.31,Moderate
Departamento,7,19,549.4,Inefficient
Casa,6,17,165.09,Inefficient
Departamento,3,18,316.98,Inefficient
Casa,15,18,628.8,Moderate
Casa,15,20,1164.9,Inefficient
Departamento,10,19,488.52,Moderate
Casa,6,17,281.81,Moderate
Departamento,7,22,360.29,Efficient
Departamento,5,18,451.17,Moderate
Casa,9,21,403.61,Moderate
Departamento,5,18,334.59,Inefficient
Casa,10,20,580.99,Inefficient
Departamento,11,20,646.35,Moderate
Departamento,13,16,620.01,Moderate
Casa,5,19,282.61,Moderate
Casa,6,16,543.69,Inefficient
Departamento,7,20,348.51,Inefficient
Casa,6,15,665.37,Moderate
Casa,4,19,230.82,Moderate
Departamento,7,18,507.56,Moderate
Departamento,6,17,236.28,Moderate
Casa,9,20,336.85,Efficient
Pequeño Comercio,4,22,584.72,Inefficient
Departamento,7,18,487.35,Moderate
Departamento,5,22,247.04,Moderate
Casa,6,19,342.51,Inefficient
Departamento,4,18,332.69,Moderate
Departamento,10,19,684.64,Moderate
Departamento,8,23,197.57,Moderate
Departamento,13,19,369.18,Efficient
Departamento,3,19,207.21,Inefficient
Casa,12,17,834.15,Moderate
Departamento,7,23,835.98,Moderate
Casa,12,19,310.03,Moderate
Departamento,5,18,219.54,Moderate
Departamento,3,22,284.02,Inefficient
Casa,9,19,588.78,Moderate
Departamento,7,16,721.89,Moderate
Casa,6,20,771.98,Moderate
Casa,7,17,520.63,Inefficient
Casa,16,17,473.61,Efficient
Departamento,6,21,211.5,Inefficient
Casa,17,19,924.09,Moderate
Casa,13,13,1177.76,Moderate
Casa,2,13,195.58,Moderate
Casa,19,21,859.59,Efficient
Casa,5,18,230.27,Moderate
Departamento,3,16,147.93,Moderate
Casa,18,22,493.51,Efficient
