tipo_vivienda,metros_cuadrados,habitaciones,baños,antiguedad_vivienda,aislamiento,eficiencia_construccion,paneles_solares,cantidad_personas,trabajo_remoto,horas_en_casa,ingreso_mensual,aires_acondicionados,heladeras,televisores,computadoras,lavadoras,secadoras,cantidad_equipos,calefaccion,tipo_calefaccion,tipo_iluminacion,electrodomesticos_eficientes,factor_estacional,temperatura_media,consumo_kwh,uso_horario_pico,horas_alto_consumo,tarifa_kwh,costo_estimado,categoria
departamento,70.0,1,1,28.0,poor,e,0,3,0,11.6,2100.15,1,1,2,0,1,1,10,1,gas,mixta,66.7,primavera,21.1,287.44,1,16,0.163,46.85,inefficient
casa,79.9,1,1,7.0,good,b,0,1,0,11.6,634.54,1,1,0,2,1,0,8,1,eléctrica,led,58.2,verano,26.0,248.31,1,17,0.163,40.47,efficient
casa,82.3,2,1,7.0,excellent,e,0,2,0,14.4,798.6,1,1,1,2,1,0,8,1,eléctrica,mixta,77.6,otoño,7.3,221.28,1,19,0.223,49.35,efficient
casa,135.3,8,5,52.0,poor,e,0,5,0,16.4,1475.21,0,2,3,7,1,0,19,1,gas,mixta,53.3,verano,29.7,452.76,1,17,0.175,79.23,inefficient
departamento,81.9,4,1,14.0,poor,b,0,6,0,12.6,1154.57,1,1,3,4,1,0,13,1,eléctrica,led,77.1,primavera,20.4,383.08,1,20,0.164,62.83,moderate
casa,152.4,5,4,13.0,poor,b,0,5,1,20.6,2190.28,0,2,4,7,1,0,19,1,eléctrica,mixta,94.6,primavera,17.7,909.69,1,20,0.185,168.29,moderate
casa,120.9,1,1,37.0,average,e,0,1,1,20.0,7710.21,2,1,0,2,1,0,13,1,gas,incandescente,61.8,otoño,17.2,654.72,1,19,0.171,111.96,inefficient
casa,49.4,3,1,17.0,good,a,0,3,1,16.8,625.91,3,1,2,3,1,0,13,1,eléctrica,mixta,60.7,verano,29.7,753.82,1,18,0.191,143.98,efficient
casa,186.6,5,2,51.0,good,e,0,3,0,17.3,1452.82,1,2,2,2,1,0,12,0,ninguna,led,54.2,primavera,23.9,508.07,1,19,0.198,100.6,moderate
casa,66.4,1,1,16.0,poor,b,0,3,1,20.7,1097.14,1,1,2,1,1,0,11,1,eléctrica,incandescente,95.3,verano,21.7,1037.84,1,17,0.218,226.25,inefficient
casa,141.4,6,3,14.0,poor,a,0,8,0,13.8,1564.52,3,2,4,9,1,0,25,1,eléctrica,incandescente,70.4,primavera,22.9,1281.17,1,18,0.169,216.52,moderate
casa,118.0,2,2,31.0,good,c,0,4,0,11.1,4662.19,2,1,4,3,1,1,16,0,ninguna,mixta,66.8,otoño,16.8,467.05,1,18,0.162,75.66,moderate
casa,85.8,2,2,30.0,excellent,c,0,5,0,13.8,551.34,0,1,5,4,1,0,15,1,eléctrica,mixta,75.9,primavera,20.4,574.05,1,20,0.177,101.61,efficient
casa,55.2,1,1,4.0,good,a,0,1,0,10.5,1330.0,1,1,0,1,1,1,12,1,eléctrica,led,71.7,verano,29.1,243.61,1,14,0.164,39.95,efficient
departamento,52.6,3,1,13.0,good,b,0,1,0,15.2,466.3,1,1,1,1,1,0,8,0,ninguna,mixta,82.8,verano,26.3,283.31,1,19,0.192,54.4,moderate
departamento,51.4,2,2,25.0,excellent,a,0,3,0,14.7,1425.1,1,2,4,0,1,0,13,1,eléctrica,mixta,53.5,invierno,8.8,327.68,1,16,0.151,49.48,efficient
casa,70.5,3,1,11.0,excellent,c,1,4,1,14.2,879.56,1,2,3,4,1,0,13,1,eléctrica,led,90.0,primavera,19.1,121.07,1,18,0.188,22.76,efficient
casa,134.8,3,2,24.0,poor,b,1,1,0,10.8,8094.5,2,1,1,1,1,0,12,1,losa radiante,incandescente,70.5,otoño,19.0,183.22,1,18,0.195,35.73,moderate
casa,146.7,4,2,42.0,poor,d,0,5,0,12.6,1151.01,1,2,4,5,1,0,18,1,gas,mixta,71.0,primavera,17.2,650.77,1,20,0.186,121.04,moderate
casa,80.4,3,4,31.0,good,e,0,1,0,10.6,761.56,0,1,0,3,1,0,8,1,gas,led,62.9,primavera,22.9,162.03,1,16,0.173,28.03,moderate
casa,153.2,4,2,33.0,good,b,0,2,0,20.0,3821.44,1,1,1,2,1,1,12,1,gas,mixta,62.6,primavera,17.5,389.61,1,17,0.202,78.7,efficient
departamento,93.6,2,1,28.0,average,c,0,4,0,10.2,1330.0,0,2,1,4,1,0,15,1,gas,incandescente,64.1,otoño,18.0,467.47,1,19,0.18,84.14,moderate
departamento,43.5,3,1,19.0,good,a,0,2,0,10.3,766.86,1,1,0,1,1,0,11,1,eléctrica,mixta,74.8,verano,28.5,318.35,1,17,0.181,57.62,moderate
departamento,74.5,1,1,64.0,poor,d,0,1,1,18.3,616.79,0,1,0,2,1,0,10,1,gas,led,51.3,otoño,18.9,247.69,1,17,0.226,55.98,inefficient
casa,197.3,7,1,27.0,excellent,d,0,7,0,11.5,2591.17,2,2,5,4,1,0,19,0,ninguna,mixta,70.4,otoño,14.0,418.28,1,20,0.207,86.58,efficient
casa,64.2,1,1,67.0,poor,d,0,2,1,20.7,671.05,1,1,2,2,1,0,7,1,gas,led,54.2,verano,26.8,441.95,1,20,0.172,76.02,inefficient
departamento,77.1,3,1,12.0,excellent,e,0,1,0,13.7,1330.0,0,1,0,2,1,0,8,1,eléctrica,led,71.4,invierno,8.7,335.27,1,17,0.202,67.72,moderate
casa,153.4,5,3,28.0,excellent,d,0,1,0,10.7,4749.92,4,1,0,0,1,0,11,1,losa radiante,mixta,53.1,invierno,7.8,281.25,1,18,0.208,58.5,moderate
departamento,43.9,1,1,10.0,excellent,a,0,1,0,15.1,749.19,1,1,1,0,1,0,8,1,eléctrica,mixta,92.7,verano,24.8,214.6,1,17,0.152,32.62,efficient
departamento,71.0,3,5,8.0,excellent,a,0,2,0,12.2,889.59,0,1,5,2,1,0,11,1,eléctrica,led,63.3,primavera,19.4,241.94,1,20,0.185,44.76,efficient
casa,71.0,2,3,31.0,poor,a,0,3,1,19.3,567.53,2,2,3,8,1,0,22,1,gas,led,45.6,primavera,17.5,590.07,1,16,0.195,115.06,moderate
casa,138.9,7,5,53.0,excellent,e,0,7,0,8.7,729.8,0,2,8,5,1,0,21,0,ninguna,led,40.7,primavera,22.6,429.79,1,22,0.179,76.93,moderate
casa,117.5,4,2,40.0,good,d,0,1,0,8.2,3485.64,0,1,1,0,1,0,7,0,ninguna,mixta,68.6,primavera,24.4,197.43,1,21,0.186,36.72,moderate
casa,209.9,7,3,39.0,good,e,0,8,0,11.1,3623.62,0,1,7,6,1,1,21,1,gas,led,60.3,otoño,19.6,627.77,1,21,0.18,113.0,moderate
departamento,111.5,4,4,17.0,excellent,d,0,3,0,8.5,1059.27,0,1,2,2,1,0,10,1,eléctrica,led,76.2,primavera,16.6,179.01,1,19,0.166,29.72,efficient
departamento,76.2,4,2,21.0,poor,d,0,1,0,15.2,1551.32,1,2,1,0,1,0,6,1,eléctrica,mixta,75.9,invierno,7.6,455.64,1,18,0.189,86.12,inefficient
departamento,72.9,3,5,13.0,excellent,b,0,1,0,8.0,1067.44,0,1,2,4,1,0,15,1,eléctrica,mixta,74.4,verano,29.8,266.36,1,18,0.201,53.54,efficient
departamento,63.9,3,2,67.0,poor,e,0,5,0,13.9,1085.77,0,1,0,2,1,1,11,1,gas,incandescente,59.4,verano,29.6,625.64,1,22,0.195,122.0,inefficient
casa,133.6,2,1,61.0,poor,e,0,4,0,8.5,1268.6,0,1,3,5,1,0,16,1,gas,mixta,30.1,primavera,21.9,282.77,1,15,0.165,46.66,inefficient
departamento,68.9,5,4,50.0,excellent,e,0,3,0,13.4,653.4,0,1,1,1,1,0,7,0,ninguna,mixta,57.8,otoño,9.5,244.23,1,17,0.187,45.67,moderate
casa,145.3,7,2,24.0,good,e,0,5,1,16.8,948.38,0,2,5,3,1,0,16,1,eléctrica,incandescente,69.7,primavera,15.8,842.65,1,19,0.181,152.52,moderate
departamento,66.8,4,5,11.0,average,b,0,2,0,10.3,403.52,1,1,0,1,1,0,10,1,eléctrica,mixta,73.7,primavera,27.0,209.3,1,17,0.171,35.79,moderate
departamento,93.7,3,1,40.0,excellent,e,0,3,1,23.4,605.88,0,2,5,4,1,0,13,1,gas,mixta,57.7,primavera,19.6,646.7,1,20,0.198,128.05,moderate
casa,81.1,2,2,70.0,poor,e,1,2,0,11.2,1665.12,0,2,1,2,1,0,9,1,gas,mixta,39.9,otoño,21.3,148.49,1,17,0.148,21.98,inefficient
departamento,79.4,1,1,15.0,excellent,b,0,1,1,16.7,690.25,0,1,2,3,1,0,10,1,eléctrica,mixta,86.7,invierno,10.5,446.38,1,18,0.17,75.88,moderate
casa,125.2,2,1,12.0,good,b,0,1,1,15.9,1216.79,0,1,0,1,1,0,7,0,ninguna,incandescente,71.7,primavera,16.5,314.72,1,16,0.13,40.91,moderate
casa,256.7,8,5,22.0,poor,e,0,4,1,22.4,9686.62,2,2,2,2,1,1,19,0,ninguna,led,66.7,invierno,8.9,750.31,1,21,0.198,148.56,moderate
casa,62.9,6,1,15.0,excellent,b,0,1,0,15.8,591.21,0,1,1,0,1,0,6,1,eléctrica,incandescente,76.7,invierno,7.7,602.57,1,19,0.193,116.3,moderate
departamento,67.4,2,2,39.0,good,c,0,1,0,10.4,321.44,0,1,0,0,1,0,10,1,gas,incandescente,56.5,invierno,6.6,290.07,1,17,0.155,44.96,moderate
casa,104.3,2,2,44.0,poor,b,0,1,1,20.8,2134.6,2,1,1,1,1,0,9,1,gas,mixta,52.2,otoño,14.5,373.92,1,16,0.161,60.2,inefficient
departamento,71.7,3,1,46.0,average,a,0,1,0,12.7,1628.45,0,1,1,0,1,0,13,1,gas,incandescente,42.1,verano,32.9,570.9,1,19,0.204,116.46,inefficient
casa,72.4,1,1,9.0,poor,c,0,1,0,12.3,1072.21,1,1,0,0,1,0,8,1,eléctrica,mixta,79.0,invierno,12.1,355.65,1,18,0.171,60.82,inefficient
casa,71.6,2,1,10.0,good,a,0,3,0,16.3,728.64,0,2,6,3,1,0,17,1,eléctrica,mixta,57.1,invierno,8.0,632.95,1,23,0.191,120.89,moderate
casa,235.5,4,2,48.0,poor,e,0,1,0,17.3,3532.32,5,1,2,0,1,0,13,1,gas,led,55.6,invierno,9.0,553.51,1,18,0.197,109.04,inefficient
casa,130.4,5,1,30.0,poor,a,0,6,0,10.3,3436.03,3,2,2,4,1,1,17,1,eléctrica,mixta,52.3,verano,23.9,774.83,1,21,0.145,112.35,moderate
casa,222.2,8,3,28.0,poor,d,0,6,0,11.8,4046.15,5,1,7,5,1,1,27,1,gas,mixta,44.8,otoño,14.4,664.4,1,20,0.176,116.93,inefficient
casa,173.5,2,2,44.0,poor,a,0,1,0,9.0,2291.09,1,1,0,0,1,1,8,1,gas,led,75.2,otoño,12.9,158.68,1,18,0.195,30.94,moderate
casa,182.3,5,2,59.0,good,c,0,4,0,17.1,2320.94,2,1,4,4,1,0,14,1,gas,incandescente,57.8,otoño,11.0,728.09,1,18,0.175,127.42,moderate
departamento,61.0,1,1,13.0,good,e,0,1,1,16.1,585.08,1,1,0,2,1,0,16,1,eléctrica,led,75.6,otoño,14.6,326.42,1,18,0.179,58.43,moderate
casa,135.7,3,2,34.0,poor,a,0,1,0,11.5,1016.14,1,1,0,3,1,0,10,1,gas,led,61.2,primavera,22.6,162.23,1,19,0.245,39.75,efficient
departamento,126.0,2,1,13.0,poor,a,0,3,0,11.3,1180.61,0,2,3,2,1,0,11,1,eléctrica,led,72.3,otoño,15.4,301.47,1,18,0.148,44.62,moderate
casa,85.6,2,1,14.0,good,b,0,1,0,14.8,611.7,1,1,1,0,1,0,8,1,eléctrica,led,68.3,primavera,14.6,222.7,1,21,0.158,35.19,efficient
casa,115.5,4,2,23.0,good,e,0,6,1,22.0,1330.0,4,2,5,5,1,1,21,1,eléctrica,incandescente,68.8,primavera,19.9,1702.51,1,23,0.207,352.42,moderate
departamento,46.5,1,4,25.0,good,e,0,2,1,20.1,1054.31,0,1,1,2,1,0,8,0,ninguna,mixta,70.6,verano,23.0,313.85,1,22,0.18,56.49,moderate
casa,73.3,2,1,28.0,poor,d,0,2,0,11.7,1466.68,0,2,3,0,1,1,12,1,gas,led,43.3,otoño,16.5,239.55,1,19,0.207,49.59,moderate
departamento,67.4,3,3,35.0,good,e,0,1,1,24.0,882.36,0,1,0,3,1,0,10,1,gas,incandescente,64.1,invierno,9.7,672.96,1,19,0.195,131.23,inefficient
casa,214.1,2,1,36.0,good,b,1,3,0,13.9,2253.71,5,1,2,1,1,0,12,1,gas,mixta,60.7,verano,24.9,444.41,1,21,0.193,85.77,efficient
departamento,53.1,1,1,13.0,poor,b,0,1,1,19.9,234.32,0,1,1,2,1,0,15,0,ninguna,mixta,85.0,verano,27.2,531.93,1,19,0.175,93.09,inefficient
pequeño comercio,175.5,5,2,38.0,poor,c,0,7,0,8.8,933.63,2,2,4,6,0,0,19,1,gas,mixta,64.0,otoño,16.1,396.12,1,17,0.193,76.45,moderate
casa,102.1,5,1,53.0,poor,d,0,5,0,8.0,748.9,1,2,5,3,1,0,18,1,gas,led,62.7,verano,25.9,321.96,1,16,0.162,52.16,moderate
casa,981.6219463635614,2,1,57.0,average,d,0,1,0,14.2,864.78,0,2,0,2,1,0,9,0,ninguna,incandescente,39.0,otoño,14.4,449.54,1,21,0.206,92.61,inefficient
departamento,61.3,1,3,37.0,good,d,0,3,0,12.2,645.85,2,1,4,3,1,0,15,1,gas,led,73.5,otoño,17.2,243.07,1,18,0.168,40.84,efficient
departamento,35.3,1,1,43.0,excellent,a,0,1,1,16.4,351.38,0,1,0,1,1,0,7,1,gas,mixta,68.0,verano,26.5,187.22,1,19,0.182,34.07,efficient
departamento,98.4,1,1,43.0,poor,b,0,1,1,19.0,1495.08,0,1,0,3,1,0,9,1,gas,led,70.1,invierno,7.8,316.04,1,16,0.194,61.31,moderate
departamento,67.2,1,1,64.0,poor,d,0,3,0,13.4,804.52,0,1,1,4,1,0,10,1,gas,mixta,40.4,invierno,6.8,254.48,1,18,0.206,52.42,inefficient
casa,50.5,2,2,14.0,average,b,0,1,0,8.2,349.01,0,1,1,0,1,0,8,1,eléctrica,led,86.8,verano,28.2,76.95,1,19,0.191,14.7,moderate
casa,42.0,2,1,14.0,good,b,1,3,1,23.5,1345.7,2,1,4,2,1,0,17,1,eléctrica,led,78.1,otoño,15.0,459.97,1,19,0.174,80.03,efficient
departamento,69.9,6,2,63.0,poor,c,0,8,1,22.9,1330.0,0,1,6,4,1,0,17,0,ninguna,led,54.2,otoño,16.5,955.09,1,17,0.183,174.78,moderate
departamento,90.3,2,3,59.0,average,d,0,2,1,21.6,1209.16,0,2,0,1,1,0,9,1,gas,incandescente,27.8,otoño,18.5,742.12,1,18,0.188,139.52,inefficient
casa,98.4,2,1,15.0,good,a,0,4,0,15.5,533.97,0,1,2,4,1,0,14,0,ninguna,led,94.9,primavera,20.6,329.75,1,15,0.197,64.96,efficient
departamento,65.8,2,1,15.0,excellent,d,0,1,1,20.9,1510.48,0,1,1,2,1,0,14,0,ninguna,incandescente,64.7,otoño,13.3,856.07,1,22,0.153,130.98,inefficient
casa,91.8,1,2,28.0,good,a,0,1,0,19.8,249.03,1,1,3,2,1,0,15,1,eléctrica,mixta,80.4,invierno,3.0,713.11,1,23,0.149,106.25,moderate
casa,118.2,2,3,15.0,good,a,0,1,0,11.8,2967.29,0,1,0,1,1,0,7,1,eléctrica,mixta,65.3,invierno,13.5,285.16,1,19,0.181,51.61,moderate
casa,85.8,1,1,12.0,excellent,b,0,1,1,20.5,1517.2,0,2,0,1,1,0,6,1,eléctrica,led,73.5,verano,31.0,213.12,1,18,0.196,41.77,efficient
casa,150.1,1,3,20.0,good,a,0,1,0,10.3,1839.06,1,1,1,0,1,0,11,1,eléctrica,led,73.8,otoño,19.3,228.94,1,22,0.177,40.52,efficient
casa,58.1,3,1,21.0,good,b,0,4,1,22.0,1359.67,0,1,2,7,1,0,14,1,eléctrica,mixta,86.0,verano,26.0,726.02,1,13,0.191,138.67,efficient
casa,86.7,3,2,58.0,good,d,0,6,0,13.0,2196.3,0,1,3,4,1,0,12,1,gas,mixta,63.8,verano,26.1,716.32,1,16,0.169,121.06,moderate
departamento,82.2,1,1,38.0,average,a,0,1,0,8.0,1076.99,0,1,0,0,1,0,3,0,ninguna,mixta,75.8,otoño,12.3,94.59,1,19,0.182,17.22,efficient
casa,54.2,2,1,16.0,excellent,a,0,4,0,11.1,1324.21,2,2,3,4,1,1,20,0,ninguna,incandescente,73.4,primavera,23.3,643.65,1,17,0.153,98.48,efficient
casa,68.4,1,1,11.0,good,a,0,1,0,17.1,2841.94,0,1,0,3,1,1,15,1,eléctrica,mixta,83.8,primavera,25.0,410.1,1,21,0.184,75.46,moderate
casa,125.2,5,2,48.0,good,e,0,5,0,10.9,1962.06,2,2,0,5,1,0,14,1,gas,mixta,49.0,primavera,18.9,386.25,1,18,0.141,54.46,moderate
departamento,37.0,2,4,14.0,average,e,0,4,0,10.7,634.38,1,1,2,2,1,0,13,0,ninguna,mixta,81.9,verano,32.1,324.93,1,19,0.189,61.41,moderate
casa,173.2,5,4,69.0,poor,d,0,5,1,19.7,1410.51,3,2,3,4,1,0,15,1,gas,mixta,70.9,otoño,14.3,887.95,1,19,0.194,172.26,inefficient
casa,117.8,1,1,18.0,excellent,a,1,1,1,21.1,4506.76,1,1,2,1,1,0,8,1,losa radiante,mixta,82.0,verano,28.6,3149.482037455241,1,20,0.193,54.0,efficient
casa,207.8,1,1,31.0,good,d,0,1,1,23.6,442.49,1,1,0,3,1,0,14,1,gas,mixta,75.2,otoño,15.6,898.74,1,19,0.153,137.51,inefficient
departamento,106.5,3,3,14.0,poor,b,0,1,0,15.9,1782.79,1,1,0,1,1,0,7,1,eléctrica,mixta,90.1,invierno,0.4,463.31,1,19,0.179,82.93,inefficient
casa,108.6,3,2,62.0,poor,e,0,3,0,9.0,812.22,1,1,1,2,1,0,13,0,ninguna,led,52.6,verano,27.1,260.0,1,17,0.179,46.54,inefficient
casa,116.8,1,1,16.0,good,a,0,1,0,10.5,1123.75,0,1,1,0,1,0,7,1,eléctrica,mixta,82.1,verano,26.5,171.53,1,20,0.16,27.44,efficient
departamento,93.7,2,2,12.0,good,b,0,2,1,18.9,1273.66,0,2,0,1,1,0,8,1,eléctrica,mixta,77.0,primavera,18.4,361.44,1,18,0.176,63.61,efficient
casa,118.5,1,1,58.0,poor,e,0,3,1,20.3,1130.18,1,1,3,1,1,0,12,1,gas,mixta,36.7,primavera,21.0,716.26,1,20,0.197,141.1,inefficient
casa,92.7,2,2,12.0,excellent,b,1,2,0,8.2,1176.16,1,1,3,1,1,0,12,1,eléctrica,mixta,79.5,invierno,12.1,149.77,1,18,0.174,26.06,efficient
casa,196.3,6,1,57.0,average,e,0,6,1,15.2,2129.75,4,2,2,5,1,0,20,0,ninguna,mixta,54.3,primavera,20.0,954.46,1,20,0.192,183.26,moderate
casa,66.2,2,2,10.0,good,b,0,2,1,22.8,2092.03,0,1,3,4,1,0,12,1,eléctrica,incandescente,61.9,otoño,16.7,949.45,1,18,0.176,167.1,inefficient
departamento,71.4,1,2,28.0,poor,b,0,2,0,8.0,1900.9,0,1,5,2,1,0,16,1,gas,mixta,49.7,primavera,17.6,304.85,1,20,0.165,50.3,moderate
departamento,74.3,1,2,11.0,excellent,b,0,1,1,22.6,639.49,0,1,2,3,1,0,8,0,ninguna,mixta,94.3,invierno,6.9,357.92,1,21,0.166,59.41,moderate
casa,108.0,4,5,37.0,average,e,0,8,0,17.9,2834.38,1,2,6,9,1,0,23,1,gas,led,58.9,otoño,13.2,855.94,1,21,0.201,172.04,moderate
casa,190.8,4,2,11.0,good,a,0,5,0,14.9,1340.73,0,2,3,2,1,0,11,1,eléctrica,mixta,81.9,verano,31.0,439.78,1,19,0.195,85.76,efficient
casa,93.8,3,1,16.0,excellent,a,0,3,0,11.4,2647.38,0,2,0,1,1,0,10,1,eléctrica,led,73.4,verano,25.1,884.2719070561551,1,15,0.184,36.58,efficient
casa,103.2,5,5,28.0,excellent,e,0,7,1,20.7,1159.75,3,1,2,7,1,0,17,0,ninguna,incandescente,63.3,verano,26.8,1676.26,1,16,0.203,340.28,moderate
casa,107.0,1,1,28.0,good,e,0,2,0,11.2,1825.53,1,1,0,0,1,0,5,0,ninguna,mixta,75.9,otoño,12.9,179.36,1,14,0.182,32.64,moderate
casa,143.8,4,3,16.0,good,a,0,5,0,13.5,3359.01,1,2,2,5,1,1,16,0,ninguna,led,75.7,invierno,9.8,404.12,1,23,0.198,80.02,efficient
casa,112.7,1,1,34.0,good,a,0,3,1,17.5,1148.75,1,2,2,4,1,0,17,1,gas,led,68.2,verano,26.7,530.31,1,17,0.174,92.27,efficient
casa,126.3,4,3,19.0,excellent,d,0,3,0,15.4,1248.82,0,1,2,2,1,1,10,1,eléctrica,incandescente,79.3,primavera,15.0,519.77,1,19,0.162,84.2,moderate
departamento,63.6,3,2,41.0,excellent,e,0,3,0,11.2,924.84,0,1,2,3,1,0,10,1,gas,led,59.6,primavera,18.0,239.45,1,21,0.178,42.62,efficient
departamento,50.4,1,1,28.0,excellent,e,0,1,1,24.0,359.13,1,1,1,4,1,0,11,1,eléctrica,led,72.8,primavera,17.5,241.22,1,21,0.171,41.25,moderate
casa,139.8,5,5,44.0,good,d,0,5,0,13.8,1013.26,2,2,1,3,1,1,17,1,gas,mixta,56.4,primavera,19.5,546.76,1,16,0.206,112.63,moderate
casa,129.9,6,3,33.0,excellent,b,0,4,0,8.0,1885.28,2,1,0,2,1,0,10,1,gas,led,68.2,invierno,7.5,156.87,1,18,0.152,23.84,efficient
casa,135.0,6,1,32.0,poor,e,0,4,0,16.0,4210.33,3,1,2,3,1,1,15,1,gas,mixta,64.4,invierno,11.8,548.74,1,19,0.183,100.42,inefficient
casa,77.3,1,2,53.0,poor,d,0,1,0,15.7,4292.1,0,1,0,1,1,0,8,1,gas,mixta,66.7,otoño,14.5,331.54,1,18,0.141,46.75,inefficient
departamento,31.4,1,1,13.0,average,a,0,2,0,15.2,886.24,0,1,1,1,1,0,6,1,eléctrica,led,86.4,primavera,17.5,155.19,1,16,0.194,30.11,efficient
departamento,48.3,3,2,12.0,excellent,b,0,5,0,8.0,464.23,0,1,2,3,1,0,15,1,eléctrica,incandescente,89.1,invierno,8.0,461.34,1,20,0.171,78.89,efficient
departamento,78.5,1,1,10.0,excellent,c,0,2,1,22.4,1081.68,0,2,1,3,1,0,15,0,ninguna,mixta,85.3,otoño,11.8,648.55,1,18,0.203,131.66,moderate
casa,68.7,2,2,51.0,average,e,0,2,0,16.6,1330.0,0,1,0,3,1,0,11,1,gas,mixta,45.7,verano,28.7,424.2,1,17,0.16,67.87,inefficient
casa,113.8,5,5,37.0,average,e,0,5,0,10.5,770.06,1,1,5,5,1,0,20,1,gas,mixta,66.9,invierno,13.1,329.3,1,20,0.175,57.63,moderate
casa,171.8,5,2,32.0,poor,e,0,4,0,11.4,3410.04,3,1,5,2,1,1,19,0,ninguna,led,54.3,verano,27.6,628.12,1,19,0.189,118.71,inefficient
casa,196.2,5,4,11.0,excellent,b,0,1,0,11.1,3489.38,0,2,0,1,1,0,8,1,eléctrica,mixta,85.3,verano,26.0,249.07,1,17,0.163,40.6,efficient
casa,154.5,3,1,33.0,poor,e,0,1,0,16.2,1458.02,2,1,1,1,1,0,10,1,gas,led,60.3,otoño,13.6,294.04,1,18,0.175,51.46,inefficient
casa,105.9,3,2,16.0,average,d,0,3,0,8.2,690.38,0,1,4,3,1,0,14,1,eléctrica,mixta,69.3,otoño,12.0,924.9291092820883,1,20,0.181,37.64,moderate
departamento,66.9,3,1,17.0,excellent,d,0,2,0,13.3,1111.29,0,1,3,0,1,0,9,1,eléctrica,incandescente,75.5,invierno,7.1,431.34,1,18,0.207,89.29,moderate
departamento,90.4,5,2,37.0,poor,e,0,6,0,17.1,1063.06,0,1,6,5,1,1,18,1,gas,led,69.2,invierno,2.6,450.18,1,13,0.214,96.34,moderate
departamento,62.1,1,1,41.0,average,b,0,1,0,15.5,2330.35,1,1,2,1,1,0,12,1,gas,mixta,64.2,otoño,11.1,272.84,1,21,0.185,50.48,moderate
casa,111.3,2,1,18.0,good,c,0,2,0,13.3,1485.94,2,1,1,0,1,0,9,1,eléctrica,incandescente,71.0,primavera,23.9,388.69,1,20,0.171,66.47,moderate
casa,106.3,1,2,12.0,poor,a,0,1,0,8.8,838.73,1,1,1,1,1,0,8,1,eléctrica,led,84.2,otoño,12.9,152.59,1,18,0.171,26.09,moderate
departamento,69.7,1,1,12.0,good,b,0,1,0,9.6,1372.65,0,1,1,2,1,0,12,1,eléctrica,led,71.5,otoño,18.8,140.33,1,20,0.198,27.79,efficient
departamento,42.1,5,2,15.0,excellent,b,0,8,0,12.1,345.4,0,1,5,8,1,0,16,1,eléctrica,mixta,59.1,invierno,6.5,654.45,1,17,0.221,144.63,efficient
departamento,45.7,1,1,49.0,good,c,0,3,0,9.0,478.18,1,1,2,2,1,0,13,1,gas,mixta,81.5,verano,30.9,310.48,1,16,0.152,47.19,efficient
departamento,42.8,1,1,64.0,poor,b,0,1,0,16.7,688.96,0,1,1,4,1,0,14,1,gas,led,37.0,otoño,14.0,221.92,1,17,0.18,39.95,moderate
departamento,60.9,2,3,24.0,excellent,b,0,1,1,18.3,2894.59,0,1,1,1,1,0,15,1,eléctrica,mixta,65.6,primavera,12.9,405.29,1,21,0.186,75.38,moderate
departamento,79.8,1,1,24.0,good,d,0,2,1,20.2,645.65,2,1,0,2,1,0,6,1,eléctrica,mixta,56.0,invierno,7.0,483.63,1,15,0.154,74.48,moderate
casa,220.8,8,5,28.0,poor,a,0,8,0,11.7,3296.85,2,1,9,7,1,0,25,1,eléctrica,mixta,67.2,verano,23.1,651.01,1,16,0.179,116.53,moderate
casa,154.0,2,1,54.0,poor,e,0,1,0,13.9,6097.89,3,1,0,0,1,1,9,1,gas,incandescente,66.3,verano,27.5,1110.88,1,16,0.204,226.62,inefficient
casa,252.2,8,4,34.0,good,a,0,5,1,22.0,1834.36,4,1,2,4,1,0,18,1,gas,mixta,49.0,invierno,8.0,901.1,1,21,0.199,179.32,moderate
casa,118.5,2,1,12.0,excellent,a,0,1,0,12.4,2143.89,3,1,1,3,1,0,16,0,ninguna,led,84.2,invierno,7.9,234.13,1,18,0.183,42.85,efficient
casa,137.1,4,4,26.0,good,b,0,5,0,14.7,3656.02,3,1,5,3,1,0,14,1,eléctrica,mixta,86.9,primavera,17.6,574.22,1,19,0.159,91.3,efficient
departamento,74.6,4,4,33.0,poor,b,0,7,1,19.0,888.82,1,2,2,11,1,0,22,1,gas,mixta,71.7,primavera,21.5,894.17,1,21,0.148,132.34,moderate
departamento,78.7,3,2,46.0,poor,e,0,2,0,15.0,1901.89,0,1,2,2,1,0,8,1,gas,led,67.0,verano,30.5,266.85,1,21,0.185,49.37,moderate
departamento,56.6,1,1,22.0,good,b,0,3,1,22.6,833.73,0,1,0,3,1,0,7,1,eléctrica,mixta,79.3,otoño,16.0,350.98,1,17,0.176,61.77,efficient
casa,132.1,3,1,28.0,poor,a,0,3,0,9.5,1397.95,2,2,3,3,1,0,15,1,eléctrica,mixta,65.0,verano,26.8,559.24,1,19,0.127,71.02,moderate
casa,75.9,1,1,11.0,poor,c,0,2,0,11.6,1836.37,0,1,3,0,1,0,10,1,eléctrica,incandescente,86.6,invierno,8.8,511.0,1,20,0.2,102.2,inefficient
departamento,59.4,2,2,41.0,average,b,0,2,0,9.5,852.79,0,1,1,3,1,1,13,0,ninguna,mixta,61.0,primavera,21.6,174.49,1,18,0.137,23.91,moderate
