id,tipo_vivienda,metros_cuadrados,habitaciones,baños,antiguedad_vivienda,aislamiento,eficiencia_construccion,paneles_solares,cantidad_personas,trabajo_remoto,horas_en_casa,ingreso_mensual,aires_acondicionados,heladeras,televisores,computadoras,lavadoras,secadoras,cantidad_equipos,calefaccion,tipo_calefaccion,tipo_iluminacion,electrodomesticos_eficientes,factor_estacional,temperatura_media,consumo_kwh,uso_horario_pico,horas_alto_consumo,tarifa_kwh,costo_estimado,energy_efficiency_score,categoria
4804,Casa,150.3,3,1,22.0,Average,B,False,4,False,14.2,1977.03,2,1,2,3,1,1,13,True,Eléctrica,Mixta,,Otoño,15.5,556.31,True,17,0.226,125.73,46.3,Moderate
4805,Casa,145.2,1,1,61.0,Poor,D,False,1,False,18.7,5526.15,5,1,3,1,1,1,18,True,Gas,LED,70.9,Primavera,23.8,506.23,True,19,0.172,87.07,7.3,Inefficient
4806,Casa,124.5,3,1,18.0,Excellent,E,False,4,False,11.2,1706.59,0,2,3,1,1,0,9,True,Eléctrica,LED,86.3,Primavera,25.4,210.8,True,19,0.219,46.17,59.0,Efficient
4807,Departamento,71.4,2,4,11.0,Good,B,False,2,False,8.6,1472.15,1,1,2,2,1,0,14,True,Eléctrica,LED,57.5,Invierno,8.7,245.92,True,18,0.205,50.41,59.3,Efficient
4808,Casa,232.0,8,3,16.0,Good,B,False,6,False,12.9,1259.07,2,2,3,3,1,0,14,True,Eléctrica,LED,75.2,Verano,25.8,677.6,True,19,0.209,141.62,66.8,Efficient
4809,Casa,93.3,3,3,27.0,Poor,B,False,1,False,12.3,769.61,0,1,1,2,1,0,7,True,Eléctrica,LED,59.0,Primavera,23.1,203.11,True,19,0.125,25.39,37.7,Moderate
4810,Departamento,60.3,1,3,16.0,Excellent,A,False,1,False,9.3,966.19,1,1,1,0,1,0,9,True,Eléctrica,LED,77.0,Verano,26.3,145.58,True,17,0.184,26.79,67.9,Efficient
4811,Casa,129.1,4,1,35.0,Average,D,False,5,True,19.9,931.98,1,1,6,3,1,0,23,True,Gas,Mixta,95.6,Invierno,8.0,1068.27,True,20,0.203,216.86,37.3,Moderate
4812,Casa,80.7,2,1,22.0,Good,A,False,2,False,8.0,1659.05,1,1,0,0,1,0,5,True,Eléctrica,LED,70.8,Otoño,13.8,118.42,True,15,0.184,21.79,65.8,Efficient
4813,Departamento,73.5,2,1,29.0,Excellent,A,False,1,False,10.2,1566.0,0,1,0,2,1,0,9,True,Eléctrica,Mixta,63.9,Verano,27.5,199.6,True,20,0.18,35.93,66.3,Efficient
4814,Casa,178.7,5,1,67.0,Poor,D,False,5,False,12.2,1135.04,1,2,4,7,1,0,19,True,Gas,Mixta,60.7,Verano,26.7,702.95,True,20,0.151,106.15,26.8,Moderate
4815,Casa,107.7,4,5,19.0,Average,E,False,2,True,21.3,1393.61,0,2,1,1,1,0,10,True,Eléctrica,Mixta,77.4,Invierno,6.7,895.6,True,17,0.201,180.02,0.0,Inefficient
4816,Departamento,50.3,2,1,,Average,A,False,3,False,11.2,1544.78,0,1,2,1,1,0,11,True,Gas,LED,54.1,Primavera,17.3,159.6,True,18,0.174,27.77,53.9,Efficient
4817,Casa,91.7,2,2,61.0,Poor,D,False,1,False,13.7,1050.46,0,1,1,2,1,0,7,True,Gas,Mixta,55.4,Otoño,13.0,195.92,True,20,0.166,32.52,19.2,Inefficient
4818,Casa,163.6,5,4,24.0,Excellent,E,False,3,True,24.0,1876.75,1,2,3,3,1,0,15,True,Eléctrica,LED,64.5,Verano,25.4,860.0,True,19,0.151,129.86,42.6,Moderate
4819,Casa,39.4,3,1,34.0,Good,E,True,4,False,18.7,735.66,0,1,2,2,1,0,10,True,Gas,LED,67.8,Verano,22.0,243.06,True,19,0.159,38.65,61.7,Efficient
4820,Casa,90.3,2,2,41.0,Excellent,D,False,4,False,11.4,,0,2,2,2,1,0,8,False,Ninguna,Mixta,59.7,Verano,25.5,299.39,True,15,0.212,63.47,49.8,Moderate
4821,Casa,255.3,4,5,36.0,Excellent,C,False,2,False,9.2,2785.82,4,1,1,2,1,1,14,True,Gas,Mixta,68.4,Otoño,10.2,314.39,True,20,0.192,60.36,65.8,Efficient
4822,Casa,204.2,5,4,21.0,Good,A,False,5,True,,5032.19,2,2,4,4,1,0,18,True,Losa Radiante,LED,71.2,Otoño,15.9,478.1,True,19,0.155,74.11,66.9,Efficient
4823,Casa,126.2,6,3,38.0,Poor,E,False,8,False,18.0,3234.28,2,1,9,8,1,0,24,True,Gas,Mixta,45.5,Verano,29.7,1323.26,True,21,0.171,226.28,21.2,Inefficient
4824,Departamento,45.9,2,2,,Good,E,False,1,False,16.4,485.81,1,1,0,1,1,0,9,True,Gas,Mixta,58.5,Invierno,5.8,308.61,True,17,0.179,55.24,27.0,Moderate
4825,Casa,83.6,1,2,46.0,Good,E,False,1,False,11.4,,1,1,0,0,1,0,4,False,Ninguna,Mixta,60.6,Verano,28.5,195.17,True,21,0.173,33.76,29.1,Moderate
4826,Pequeño Comercio,99.0,1,2,,Average,A,False,1,False,8.0,1420.01,0,2,1,1,0,0,9,True,Gas,Mixta,54.3,Verano,28.1,152.86,True,18,0.16,24.46,46.3,Moderate
4827,Departamento,66.7,1,1,9.0,Excellent,A,False,1,False,11.6,,2,1,1,0,1,0,10,True,Eléctrica,LED,73.3,Primavera,22.8,155.72,True,15,0.139,21.65,78.0,Efficient
4828,Departamento,64.2,1,1,43.0,Good,A,False,1,False,11.9,235.95,0,1,0,1,1,1,7,True,Gas,Mixta,60.3,Verano,28.3,188.35,True,19,0.152,28.63,61.3,Efficient
4829,Casa,161.1,5,1,13.0,Good,E,False,6,True,24.0,1944.73,3,1,3,5,1,1,16,False,Ninguna,Incandescente,79.9,Verano,33.5,1703.44,True,16,0.187,318.54,16.7,Inefficient
4830,Casa,107.3,1,2,47.0,Poor,B,False,1,True,23.2,1628.73,1,1,2,1,1,0,9,True,Gas,Mixta,67.1,Otoño,12.4,460.62,True,21,0.16,73.7,8.4,Inefficient
4831,Departamento,70.3,2,1,13.0,Excellent,A,False,1,False,8.0,549.69,0,1,1,3,1,0,15,False,Ninguna,Mixta,62.7,Otoño,11.3,172.14,True,21,0.2,34.43,64.6,Efficient
4832,Departamento,42.0,1,1,21.0,Excellent,C,False,4,True,24.0,767.31,1,2,1,6,1,0,19,False,Ninguna,Mixta,69.6,Invierno,9.7,766.01,True,22,0.188,144.01,57.2,Efficient
4833,Departamento,51.9,1,2,19.0,Good,A,False,1,False,11.2,152.0,1,1,1,2,1,0,10,True,Eléctrica,Incandescente,58.3,Primavera,19.3,240.41,True,19,0.181,43.51,44.1,Moderate
4834,Departamento,68.2,1,1,31.0,Poor,A,False,2,True,18.3,712.82,0,1,1,5,1,0,15,True,Gas,LED,,Invierno,13.2,456.38,True,16,0.181,82.6,35.3,Moderate
4835,Departamento,67.9,3,1,58.0,Poor,D,False,3,False,8.2,446.78,0,1,1,4,1,0,11,False,Ninguna,Incandescente,42.0,Invierno,3.1,325.43,True,19,0.213,69.32,13.4,Inefficient
4836,Casa,85.5,2,1,7.0,Excellent,D,False,4,True,18.9,931.33,0,1,3,4,1,0,14,True,Eléctrica,LED,71.8,Invierno,7.3,2700.8570542144257,True,16,0.182,110.5,67.0,Efficient
4837,Casa,101.6,5,3,18.0,Excellent,A,False,6,False,12.2,1422.93,1,1,8,3,1,0,17,True,Eléctrica,LED,79.0,Invierno,6.0,574.29,True,21,0.195,111.99,72.7,Efficient
4838,Departamento,40.3,2,1,13.0,Poor,A,False,3,True,14.9,329.98,2,1,3,1,1,0,15,True,Eléctrica,Mixta,55.6,Invierno,9.3,876.64,True,19,0.146,127.99,25.8,Moderate
4839,Casa,87.8,1,1,45.0,Good,A,False,2,True,22.9,589.97,2,1,0,4,1,0,14,True,Gas,Mixta,65.8,Primavera,18.1,487.97,True,16,0.183,89.3,49.3,Moderate
4840,Casa,139.0,6,3,44.0,Average,A,True,4,False,12.1,4384.97,4,1,0,11,1,1,26,True,Gas,Mixta,51.1,Invierno,6.0,404.26,True,17,0.197,79.64,56.4,Efficient
4841,Casa,90.5,3,2,29.0,Excellent,E,False,6,False,8.0,1236.11,2,2,7,2,1,0,21,True,Eléctrica,Mixta,58.8,Otoño,19.2,401.35,True,18,0.171,68.63,51.1,Moderate
4842,Casa,82.0,1,1,33.0,Excellent,B,False,2,False,13.0,2659.36,0,1,1,3,1,1,14,False,Ninguna,Incandescente,68.2,Otoño,15.3,638.25,True,17,0.176,112.33,40.6,Moderate
4843,Departamento,51.5,1,1,34.0,Excellent,B,False,1,False,9.7,740.47,1,1,0,0,1,0,13,True,Gas,Mixta,65.6,Invierno,3.4,186.67,True,19,0.17,31.73,63.8,Efficient
4844,Departamento,51.6,1,1,10.0,Poor,E,False,3,True,23.0,531.3,1,2,0,4,1,0,12,True,Eléctrica,Incandescente,64.6,Primavera,20.3,889.58,True,22,0.228,202.82,4.9,Inefficient
4845,Pequeño Comercio,150.4,2,3,62.0,Poor,E,False,2,False,10.1,,5,2,3,1,0,0,16,True,Gas,LED,50.7,Verano,27.2,730.86,True,20,0.172,125.71,0.0,Inefficient
4846,Casa,198.6,5,4,13.0,Good,A,False,4,False,13.6,2028.45,2,1,3,4,1,0,12,True,Eléctrica,Incandescente,78.5,Otoño,17.1,709.02,True,17,0.154,109.19,60.3,Efficient
4847,Casa,50.0,1,2,24.0,Excellent,D,False,1,False,10.6,217.79,0,1,1,0,1,0,6,True,Eléctrica,Mixta,65.5,Invierno,9.9,205.49,True,17,0.197,40.48,51.5,Moderate
4848,Departamento,81.5,3,1,15.0,Poor,A,False,2,True,22.7,1074.29,0,1,3,2,1,0,11,True,Eléctrica,LED,78.2,Primavera,18.2,414.27,True,21,0.174,72.08,56.1,Efficient
4849,Casa,97.3,2,1,35.0,Poor,E,False,3,False,8.0,1318.58,1,2,7,1,1,1,17,True,Gas,Incandescente,81.8,Primavera,23.6,386.38,True,23,0.162,62.59,12.7,Inefficient
4850,Casa,56.6,4,1,41.0,Good,A,False,4,False,12.7,3183.93,0,1,3,4,1,0,15,True,Gas,LED,47.9,Verano,27.8,358.85,True,18,0.17,61.0,64.3,Efficient
4851,Casa,195.2,6,2,50.0,Excellent,D,False,4,False,11.7,3141.98,1,2,2,3,1,0,12,True,Gas,Incandescente,68.2,Otoño,16.4,545.57,True,21,0.191,104.2,49.1,Moderate
4852,Departamento,74.6,1,1,54.0,Average,E,False,2,False,12.9,308.21,0,1,1,3,1,0,9,True,Gas,LED,48.6,Verano,28.0,192.72,True,20,0.149,28.72,39.2,Moderate
4853,Departamento,113.8,4,2,39.0,Poor,C,False,1,True,21.0,3632.37,2,1,0,1,1,0,11,False,Ninguna,Mixta,67.7,Verano,25.9,822.67,True,16,0.204,167.82,8.9,Inefficient
4854,Departamento,70.5,1,1,38.0,Excellent,E,False,1,True,24.0,554.09,1,2,0,1,1,0,9,True,Gas,Mixta,46.4,Primavera,23.8,444.83,True,18,0.184,81.85,19.2,Inefficient
4855,Departamento,70.0,1,1,38.0,Good,D,False,1,True,15.0,826.14,1,1,0,2,1,0,13,True,Gas,LED,75.5,Verano,27.0,1492.8844244032207,True,23,0.225,75.51,38.0,Moderate
4856,Departamento,58.9,1,1,38.0,Average,E,False,2,True,18.9,932.83,0,2,0,2,1,0,11,False,Ninguna,LED,52.4,Primavera,20.7,455.99,True,16,0.181,82.53,21.1,Inefficient
4857,Casa,88.8,4,5,16.0,Poor,B,False,3,True,19.7,1818.13,1,1,0,4,1,0,10,True,Eléctrica,Incandescente,69.3,Otoño,12.4,566.93,True,20,0.185,104.88,27.1,Moderate
4858,Casa,120.7,6,3,17.0,Average,B,False,2,False,8.0,1760.17,0,1,0,1,1,0,6,True,Eléctrica,Mixta,67.7,Primavera,15.6,170.53,True,21,0.167,28.48,40.8,Moderate
4859,Casa,206.7,6,2,18.0,Excellent,E,False,6,False,12.1,1752.66,4,2,3,1,1,0,13,True,Eléctrica,Mixta,59.2,Invierno,6.7,708.97,True,17,0.16,113.44,49.8,Moderate
4860,Casa,49.2,2,5,66.0,Poor,E,False,2,True,23.3,587.29,0,1,1,2,1,0,12,True,Gas,LED,38.2,Primavera,17.2,366.17,True,17,0.184,67.38,15.1,Inefficient
4861,Casa,120.8,8,3,14.0,Excellent,A,False,3,True,23.5,1376.54,0,1,4,5,1,0,18,False,Ninguna,Incandescente,63.7,Verano,32.4,1445.37,True,16,0.189,273.17,28.3,Moderate
4862,Casa,353.1,8,5,14.0,Good,B,False,6,False,15.6,,3,1,6,7,1,1,23,True,Losa Radiante,Mixta,84.1,Otoño,16.7,1059.32,True,21,0.166,175.85,56.4,Efficient
4863,Casa,279.3,4,1,23.0,Poor,B,True,5,True,,15001.3,3,2,2,3,1,0,17,False,Ninguna,Incandescente,86.6,Primavera,18.9,1410.73,True,14,0.189,266.63,43.9,Moderate
4864,Casa,54.4,2,3,16.0,Poor,E,False,1,True,19.0,,0,1,1,2,1,0,15,False,Ninguna,Incandescente,80.6,Otoño,13.4,633.26,True,20,0.18,113.99,0.0,Inefficient
4865,Casa,77.1,3,3,57.0,Excellent,E,False,4,False,8.0,1592.9,0,1,0,7,1,0,13,True,Gas,Mixta,66.0,Invierno,8.4,212.22,True,23,0.183,38.84,51.2,Moderate
4866,Casa,89.8,5,5,58.0,Poor,D,False,5,False,8.0,840.01,0,2,0,1,1,0,11,False,Ninguna,Mixta,53.3,Invierno,12.8,257.18,True,18,0.181,46.55,20.3,Inefficient
4867,Casa,104.3,1,1,58.0,Average,E,False,1,True,19.4,946.46,1,1,0,1,1,0,5,True,Gas,LED,71.6,Primavera,19.2,213.35,True,16,0.148,31.58,42.8,Moderate
4868,Departamento,50.7,2,1,10.0,Average,B,False,4,True,17.6,,1,2,3,3,1,0,17,False,Ninguna,Mixta,80.1,Invierno,5.8,566.52,True,19,0.196,111.04,46.3,Moderate
4869,Casa,60.2,2,1,11.0,Good,A,False,4,False,12.2,938.79,0,2,1,4,1,0,16,True,Eléctrica,Mixta,76.3,Primavera,23.4,410.18,True,19,0.181,74.24,57.7,Efficient
4870,Casa,172.4,6,5,12.0,Poor,B,False,6,True,16.0,2142.09,1,2,2,6,1,0,19,True,Eléctrica,LED,74.9,Otoño,15.2,705.72,True,16,0.178,125.62,45.8,Moderate
4871,Casa,59.5,4,2,22.0,Poor,A,False,2,False,12.3,818.63,1,1,1,2,1,0,15,True,Eléctrica,Mixta,44.0,Primavera,17.1,284.18,True,18,0.154,43.76,40.4,Moderate
4872,Departamento,54.3,2,1,58.0,Average,C,False,1,True,15.2,782.84,0,1,1,1,1,0,11,True,Gas,Mixta,41.2,Primavera,16.2,332.12,True,17,0.164,54.47,16.5,Inefficient
4873,Casa,135.7,4,2,22.0,Good,D,False,4,True,23.8,591.24,0,2,5,2,1,0,15,True,Eléctrica,LED,56.7,Invierno,2.6,1029.09,True,18,0.176,181.12,40.4,Moderate
4874,Casa,158.0,6,3,14.0,Excellent,B,False,3,False,11.0,4081.01,3,1,0,5,1,0,17,False,Ninguna,LED,92.9,Primavera,21.0,206.17,True,23,0.182,37.52,79.0,Efficient
4875,Departamento,85.0,1,2,25.0,Poor,E,False,1,False,14.8,672.29,2,1,0,0,1,0,7,True,Eléctrica,Mixta,66.7,Primavera,20.4,216.73,True,22,0.165,35.76,10.6,Inefficient
4876,Casa,80.9,1,2,37.0,Average,D,False,2,True,20.4,1456.23,0,1,0,4,1,0,10,True,Gas,Mixta,60.8,Verano,27.8,452.77,True,16,0.167,75.61,18.9,Inefficient
4877,Departamento,57.6,1,2,33.0,Excellent,E,False,3,True,14.0,2183.94,0,1,2,3,1,0,14,True,Gas,Incandescente,77.8,Otoño,16.2,730.06,True,21,0.188,137.25,31.3,Moderate
4878,Casa,132.3,1,1,14.0,Excellent,B,False,2,False,10.8,1727.8,0,2,1,2,1,0,10,False,Ninguna,LED,88.5,Verano,27.7,235.17,True,22,0.171,40.21,72.6,Efficient
4879,Casa,86.2,3,2,27.0,Good,A,False,1,False,8.0,1756.96,0,2,0,1,1,1,8,True,Eléctrica,Mixta,81.7,Primavera,16.0,127.04,True,19,0.217,27.57,57.8,Efficient
4880,Casa,56.3,4,1,62.0,Poor,E,False,2,True,21.4,1404.39,0,1,2,3,1,0,13,True,Gas,Mixta,41.0,Invierno,5.5,510.04,True,16,0.18,91.81,10.0,Inefficient
4881,Casa,162.9,1,1,23.0,Average,C,False,1,True,22.8,7287.02,2,1,0,1,1,1,12,True,Losa Radiante,Mixta,100.0,Primavera,21.8,617.05,True,17,0.15,92.56,18.2,Inefficient
4882,Casa,142.1,5,1,12.0,Excellent,C,False,4,False,12.3,2377.27,1,1,4,3,1,1,12,True,Eléctrica,Mixta,91.4,Otoño,14.7,420.67,True,19,0.188,79.09,65.9,Efficient
4883,Departamento,50.2,3,2,8.0,Good,B,False,2,False,17.3,793.24,0,1,1,1,1,0,6,True,Eléctrica,LED,66.4,Primavera,21.6,215.65,True,16,0.198,42.7,58.7,Efficient
4884,Pequeño Comercio,232.2,8,5,32.0,Excellent,E,False,8,False,14.5,1427.2,4,3,8,7,0,0,27,True,Gas,Mixta,65.2,Primavera,19.1,928.81,True,16,0.169,156.97,51.8,Moderate
4885,Departamento,97.8,4,2,32.0,Poor,A,False,2,False,19.9,2083.09,0,1,0,2,1,1,8,True,Gas,Mixta,70.6,Primavera,18.6,432.6,True,17,0.186,80.46,34.1,Moderate
4886,Casa,138.4,6,5,24.0,Good,B,False,8,False,9.4,1612.67,1,2,12,7,1,0,29,True,Eléctrica,Mixta,71.8,Verano,27.8,473.41,True,20,0.162,76.69,47.2,Moderate
4887,Casa,96.0,3,2,24.0,Poor,C,False,4,False,11.5,738.3,1,1,5,1,1,0,11,False,Ninguna,LED,59.0,Invierno,5.4,287.58,True,18,0.152,43.71,36.9,Moderate
4888,Casa,102.4,4,3,46.0,Average,E,False,2,False,9.6,1224.83,0,1,2,1,1,0,9,False,Ninguna,Mixta,54.6,Verano,33.6,249.74,True,17,0.184,45.95,27.2,Moderate
4889,Casa,97.7,1,2,25.0,Good,B,False,2,False,13.9,567.36,1,1,1,1,1,0,9,True,Eléctrica,Mixta,53.7,Otoño,13.4,276.76,True,17,0.179,49.54,63.2,Efficient
4890,Departamento,47.9,1,1,13.0,Average,B,False,1,False,,367.5,1,1,1,0,1,0,7,True,Eléctrica,LED,76.3,Invierno,5.2,225.75,True,21,0.159,35.89,42.1,Moderate
4891,Casa,121.2,5,5,46.0,Poor,E,False,3,True,17.5,892.04,0,1,2,3,1,0,10,True,Gas,Mixta,54.6,Verano,20.9,477.13,True,16,0.209,99.72,14.7,Inefficient
4892,Casa,92.8,2,2,39.0,Good,A,False,2,False,10.4,2169.22,2,1,1,0,1,0,11,True,Gas,LED,69.7,Primavera,24.3,174.83,True,18,0.164,28.67,71.2,Efficient
4893,Departamento,61.6,2,1,41.0,Poor,E,False,3,False,12.3,341.03,1,2,4,1,1,0,14,True,Gas,Incandescente,62.5,Verano,28.6,694.28,True,20,0.134,93.03,0.0,Inefficient
4894,Casa,88.6,2,2,8.0,Good,A,False,2,True,20.1,1276.34,0,1,2,1,1,0,9,True,Eléctrica,LED,65.7,Invierno,10.4,517.35,True,21,0.145,75.02,63.9,Efficient
4895,Casa,89.1,6,4,,Poor,A,False,5,True,18.8,542.37,0,1,5,3,1,0,14,False,Ninguna,Mixta,67.8,Invierno,12.1,688.67,True,18,0.17,117.07,32.9,Moderate
4896,Departamento,42.9,1,3,,Excellent,A,False,1,False,11.4,1450.03,0,1,4,0,1,0,8,True,Eléctrica,LED,70.6,Primavera,23.6,141.2,True,18,0.166,23.44,77.9,Efficient
4897,Casa,114.2,5,3,30.0,Poor,B,True,7,True,22.9,1115.35,1,1,6,6,1,1,30,True,Eléctrica,Mixta,77.9,Verano,28.6,732.03,True,19,0.183,133.96,44.4,Moderate
4898,Casa,79.9,1,1,70.0,Poor,E,False,1,True,18.8,1803.84,1,1,0,1,1,1,13,True,Gas,Mixta,61.6,Otoño,12.8,427.82,True,21,0.19,81.29,0.0,Inefficient
4899,Casa,81.7,4,3,28.0,Good,E,False,8,False,13.5,1330.23,2,2,6,8,1,0,25,True,Eléctrica,Mixta,62.9,Verano,28.3,1011.9,True,17,0.186,188.21,35.7,Moderate
4900,Departamento,34.5,1,2,32.0,Good,B,False,2,False,10.1,310.42,0,1,0,3,1,0,10,False,Ninguna,Mixta,65.3,Invierno,11.3,157.52,True,22,0.172,27.09,56.7,Efficient
4901,Casa,92.2,1,1,59.0,Poor,D,False,6,True,23.0,846.37,0,1,4,7,1,0,15,True,Gas,Mixta,65.5,Primavera,16.8,812.25,True,18,0.148,120.21,23.9,Inefficient
4902,Departamento,66.5,1,1,52.0,Excellent,A,False,3,False,13.8,1894.6,1,2,3,2,1,1,15,True,Gas,LED,63.8,Invierno,4.7,314.58,True,18,0.206,64.8,71.5,Efficient
4903,Casa,61.8,6,5,58.0,Poor,E,False,8,False,10.3,418.53,1,1,7,6,1,1,20,True,Gas,Incandescente,55.1,Invierno,8.5,652.9,True,18,0.113,73.78,15.1,Inefficient
4904,Casa,65.6,2,3,41.0,Poor,A,False,2,False,12.6,454.12,1,2,0,1,1,0,8,True,Gas,Incandescente,57.2,Primavera,20.9,413.81,True,18,0.194,80.28,30.4,Moderate
4905,Departamento,69.3,5,4,37.0,Poor,C,False,4,False,12.0,1005.95,0,1,1,3,1,0,17,True,Gas,LED,70.0,Primavera,26.7,293.38,True,17,0.174,51.05,40.9,Moderate
4906,Departamento,65.8,2,3,17.0,Excellent,A,False,3,False,15.7,456.7,1,2,2,1,1,0,12,True,Eléctrica,Mixta,66.3,Invierno,11.1,621.03,True,19,0.219,136.01,66.5,Efficient
4907,Casa,52.1,1,1,26.0,Excellent,D,False,1,False,9.9,997.46,0,1,0,1,1,0,9,True,Eléctrica,LED,59.7,Otoño,15.3,96.07,True,19,0.198,19.02,54.7,Efficient
4908,Departamento,117.9,3,3,58.0,Poor,E,False,4,False,13.9,896.97,0,1,4,5,1,0,18,True,Gas,Incandescente,56.5,Invierno,4.3,412.83,True,16,0.215,88.76,5.6,Inefficient
4909,Departamento,62.9,3,3,43.0,Average,E,False,1,False,8.0,210.85,0,1,1,1,1,0,7,False,Ninguna,LED,44.4,Primavera,20.7,84.49,True,21,0.179,15.12,34.3,Moderate
4910,Departamento,74.0,4,2,23.0,Excellent,E,False,4,False,8.0,1337.17,0,1,2,8,1,0,22,True,Eléctrica,Mixta,88.8,Verano,28.9,376.71,True,19,0.225,84.76,56.0,Efficient
4911,Casa,96.6,5,5,5.0,Poor,A,False,3,False,9.1,2630.05,1,2,2,1,1,0,13,True,Eléctrica,Mixta,80.4,Invierno,3.1,350.51,True,17,0.185,64.84,43.3,Moderate
4912,Casa,170.7,8,3,24.0,Poor,E,True,8,False,12.3,2909.29,4,1,4,5,1,1,26,True,Eléctrica,LED,69.4,Invierno,8.9,319.57,True,20,0.186,59.44,49.6,Moderate
4913,Casa,154.0,3,1,15.0,Good,B,True,3,False,9.6,1314.52,2,1,2,0,1,0,13,True,Eléctrica,Mixta,78.3,Otoño,12.5,119.33,True,20,0.148,17.66,67.4,Efficient
4914,Departamento,60.9,1,1,37.0,Good,D,False,2,False,12.7,1711.42,0,2,1,0,1,0,12,True,Gas,Incandescente,49.0,Invierno,9.3,537.17,True,16,0.156,83.8,30.5,Moderate
4915,Departamento,90.2,2,3,28.0,Average,E,False,1,False,9.6,3754.96,1,1,1,1,1,1,10,False,Ninguna,Incandescente,71.8,Invierno,10.0,231.68,True,20,0.171,39.62,21.2,Inefficient
4916,Casa,171.1,8,5,12.0,Excellent,A,False,3,True,18.5,,2,1,3,2,1,0,10,True,Losa Radiante,Mixta,66.3,Invierno,5.2,493.93,True,15,0.193,95.33,78.4,Efficient
4917,Casa,163.6,8,3,29.0,Excellent,E,False,4,False,16.1,11337.55,5,1,2,3,1,1,15,True,Losa Radiante,Incandescente,80.8,Invierno,4.7,1044.41,True,19,0.177,184.86,38.5,Moderate
4918,Departamento,39.4,1,2,35.0,Good,D,False,1,True,22.6,642.5,1,2,0,1,1,0,9,True,Gas,Mixta,77.1,Otoño,14.6,393.4,True,17,0.176,69.24,17.1,Inefficient
4919,Casa,85.5,1,1,18.0,Good,B,False,1,True,22.6,797.38,0,1,1,1,1,0,10,True,Eléctrica,Mixta,64.8,Invierno,9.3,635.98,True,23,0.209,132.92,19.3,Inefficient
4920,Departamento,66.5,1,1,10.0,Good,C,False,1,False,20.7,1786.35,0,1,1,1,1,0,8,True,Eléctrica,Incandescente,76.6,Invierno,7.2,661.61,True,19,0.183,121.07,24.3,Inefficient
4921,Casa,150.4,3,1,22.0,Good,E,False,3,False,12.9,3366.63,3,1,1,5,1,1,18,True,Eléctrica,Incandescente,87.7,Invierno,6.1,874.64,True,19,0.153,133.82,25.2,Inefficient
4922,Departamento,63.1,4,5,18.0,Poor,A,False,1,False,12.0,892.43,1,1,1,2,1,0,8,True,Eléctrica,Incandescente,81.4,Primavera,22.5,297.76,True,18,0.165,49.13,22.8,Inefficient
4923,Departamento,68.5,1,1,46.0,Poor,C,False,3,False,10.9,597.58,0,1,2,2,1,0,17,True,Gas,Incandescente,51.9,Primavera,17.4,586.17,True,17,0.175,102.58,16.7,Inefficient
4924,Departamento,49.4,2,1,37.0,Excellent,E,False,3,True,22.3,811.05,0,2,5,2,1,0,14,False,Ninguna,Mixta,50.8,Otoño,19.4,500.14,True,18,0.187,93.53,35.3,Moderate
4925,Casa,68.0,4,4,73.0,Poor,E,False,7,True,14.8,1070.25,0,2,5,8,1,0,19,True,Gas,Mixta,36.8,Primavera,20.8,916.79,True,17,0.203,186.11,19.8,Inefficient
4926,Departamento,91.1,1,1,,Average,A,False,1,False,10.1,,0,1,2,0,1,0,7,True,Gas,Mixta,68.5,Invierno,7.0,179.22,True,18,0.163,29.21,48.3,Moderate
4927,Casa,178.7,6,5,12.0,Good,E,False,2,True,18.7,2269.52,1,1,1,4,1,1,16,True,Eléctrica,LED,84.3,Primavera,19.1,514.11,True,19,0.166,85.34,28.5,Moderate
4928,Casa,281.6,8,5,30.0,Excellent,B,False,3,True,17.0,4550.01,5,1,4,4,1,0,21,True,Losa Radiante,Incandescente,74.4,Invierno,9.4,1173.3,True,21,0.161,188.9,38.4,Moderate
4929,Casa,102.1,1,1,24.0,Poor,E,False,2,False,11.6,1398.34,1,1,3,1,1,0,13,True,Eléctrica,Incandescente,57.0,Otoño,14.3,509.94,True,17,0.169,86.18,12.1,Inefficient
4930,Departamento,1069.3920046285693,1,1,51.0,Average,D,False,3,False,8.0,773.99,1,1,3,3,1,0,12,False,Ninguna,Incandescente,62.3,Primavera,14.8,311.67,True,19,0.18,56.1,23.6,Inefficient
4931,Casa,205.5,8,4,11.0,Good,E,True,7,False,12.7,1636.08,0,2,6,8,1,0,23,True,Eléctrica,LED,85.7,Otoño,12.7,316.36,True,19,0.193,61.06,60.9,Efficient
4932,Departamento,30.0,1,1,0.0,Excellent,A,False,2,False,13.4,181.01,0,2,1,3,1,0,12,True,Eléctrica,LED,81.7,Primavera,19.1,231.12,True,19,0.181,41.83,88.3,Efficient
4933,Casa,194.6,7,3,14.0,Good,E,False,2,False,,669.89,0,1,1,1,1,0,10,True,Eléctrica,Incandescente,79.6,Primavera,18.7,625.87,True,18,0.213,133.31,18.9,Inefficient
4934,Casa,78.7,3,3,22.0,Excellent,B,False,1,True,21.3,3109.27,2,1,1,1,1,1,14,True,Eléctrica,Mixta,75.8,Primavera,23.7,586.37,True,18,0.173,101.44,38.0,Moderate
4935,Casa,111.7,2,1,61.0,Average,C,False,5,False,15.5,1787.01,2,2,1,4,1,1,16,False,Ninguna,Mixta,46.5,Primavera,17.1,629.86,True,21,0.175,110.23,26.3,Moderate
